X,Y,FID,COD_REG,REGION,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,CUT,DIR_GEOCOD,LAT,LNG,ANO,Tipo_Accid,Zona,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.7144806000995,-33.4054404996792,221,13,REGION METROPOLITANA,RENCA,FRANCISCO ERRAZURIZ,DORSAL,0,13128,"Francisco Errázuriz 1280, Renca, Región Metropolitana, Chile",-33.4054405,-70.7144806,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7138565002771,-33.5989702000146,222,13,REGION METROPOLITANA,SAN BERNARDO,MAURILIA,COSTANERA,0,13401,"Costanera & Maurilia, San Bernardo, Región Metropolitana, Chile",-33.5989702,-70.7138565,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7130077003449,-33.4586052003696,223,13,REGION METROPOLITANA,LO PRADO,GRAL OSCAR BONILLA,RUTA 68,0,13117,"Ruta 68 & Avenida General Oscar Bonilla, Santiago, Estación Central, Región Metropolitana, Chile",-33.4586052,-70.7130077,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7128657000918,-33.4390042002835,224,13,REGION METROPOLITANA,LO PRADO,NECOCHEA,9 DE JULIO,0,13117,"Necochea & Nueve de Julio, Lo Prado, Región Metropolitana, Chile",-33.4390042,-70.7128657,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.712692600383,-33.4768402004148,225,13,REGION METROPOLITANA,ESTACION CENTRAL,LUIS INFANTE CERDA,AEROPUERTO,0,13106,"Aeropuerto & Luis Infante Cerda, Santiago, Estación Central, Región Metropolitana, Chile",-33.4768402,-70.7126926,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7121258997903,-33.4437012001501,226,13,REGION METROPOLITANA,LO PRADO,CATEDRAL, ,95,13117,"Catedral, Lo Prado, Región Metropolitana, Chile",-33.4437012,-70.7121259,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7120955998319,-33.6013057996228,227,13,REGION METROPOLITANA,SAN BERNARDO,EYZAGUIRRE,1 DE MAYO,0,13401,"Uno de Mayo & Eyzaguirre, San Bernardo, Región Metropolitana, Chile",-33.6013058,-70.7120956,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7118842996206,-33.458986199953,228,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS,AEROPUERTO,0,13106,"Avenida Libertador Bernardo O'Higgins & Aeropuerto, Santiago, Estación Central, Región Metropolitana, Chile",-33.4589862,-70.7118843,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7115788502836,-33.5881418499662,229,13,REGION METROPOLITANA,SAN BERNARDO,COLON,BUENOS AIRES,0,13401,"Colón Sur & Buenos Aires, San Bernardo, Región Metropolitana, Chile",-33.5880885,-70.7116472,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7109208001547,-33.529856899676,230,13,REGION METROPOLITANA,SAN BERNARDO,LO ESPEJO, ,2700,13401,"PG1461-Avenida Lo Espejo / Esq. Altura Del 2700, San Bernardo, Región Metropolitana, Chile",-33.5298569,-70.7109208,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.710896899772,-33.3327684003412,231,13,REGION METROPOLITANA,QUILICURA,SAN IGNACIO,LINCOYAN,0,13125,"Lincoyán & San Ignacio, Quilicura, Región Metropolitana, Chile",-33.3327684,-70.7108969,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.7107536998232,-33.5588122996477,232,13,REGION METROPOLITANA,SAN BERNARDO,PDTE JORGE ALESSANDRI RODRIGUEZ,LAS ACACIAS,0,13401,"Av. Las Acacias & Pdte Jorge Alessandri Rodríguez, San Bernardo, Región Metropolitana, Chile",-33.5588123,-70.7107537,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7105416999394,-33.4047995996217,233,13,REGION METROPOLITANA,RENCA,DOMINGO SANTA MARIA,SENADOR JAIME GUZMAN,0,13128,"Domingo Sta. María 4383, Renca, Región Metropolitana, Chile",-33.4047996,-70.7105417,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7104544504124,-33.6316707502048,234,13,REGION METROPOLITANA,SAN BERNARDO,PDTE JORGE ALESSANDRI RODRIGUEZ, ,20040,13401,"Av. Pdte. Jorge Alessandri Rodríguez 20040, San Bernardo, Región Metropolitana, Chile",-33.6316638,-70.7103613,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7103209001892,-33.4423387002706,235,13,REGION METROPOLITANA,LO PRADO,SAN PABLO,TALCAHUANO,0,13117,"San Pablo & Talcahuano, Lo Prado, Región Metropolitana, Chile",-33.4423387,-70.7103209,2020,ATROPELLO,URBANA,0,2,0,0,1
-70.7099745002229,-33.4031634998955,236,13,REGION METROPOLITANA,RENCA,JOSE MANUEL BALMACEDA, ,4408,13128,"José Manuel Balmaceda 4408, Renca, Región Metropolitana, Chile",-33.4031635,-70.7099745,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7098901995729,-33.4232990003484,237,13,REGION METROPOLITANA,QUINTA NORMAL,SALVADOR GUTIERREZ,CATAMARCA,0,13126,"Catamarca & Salvador Gutiérrez, Quinta Normal, Región Metropolitana, Chile",-33.423299,-70.7098902,2020,ATROPELLO,URBANA,0,2,0,0,2
-70.7095891002566,-33.4663797998877,238,13,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,EL LINGUE,0,13106,"El Lingue & Avenida 5 de Abril, Santiago, Estación Central, Región Metropolitana, Chile",-33.4663798,-70.7095891,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7086419999282,-33.432422000175,239,13,REGION METROPOLITANA,QUINTA NORMAL,JOSE JOAQUIN PEREZ, ,5291,13126,"J.J. Perez 5291, Quinta Normal, Región Metropolitana, Chile",-33.432422,-70.708642,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.7086378000943,-33.573384600219,240,13,REGION METROPOLITANA,SAN BERNARDO,LO BLANCO,LA TRILLA,0,13401,"Avenida Lo Blanco & La Trilla, San Bernardo, Región Metropolitana, Chile",-33.5733846,-70.7086378,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7073473997625,-33.5941131001393,241,13,REGION METROPOLITANA,SAN BERNARDO,COVADONGA,URMENETA,0,13401,"Urmeneta & Covadonga, San Bernardo, Región Metropolitana, Chile",-33.5941131,-70.7073474,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7072891003116,-33.4730509996038,242,13,REGION METROPOLITANA,ESTACION CENTRAL,PALENA,COYHAIQUE,0,13106,"Coyhaique & Palena, Santiago, Estación Central, Región Metropolitana, Chile",-33.473051,-70.7072891,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7069782001836,-33.5926354996285,243,13,REGION METROPOLITANA,SAN BERNARDO,COYANCO,URMENETA,0,13401,"Urmeneta 518, San Bernardo, Región Metropolitana, Chile",-33.5926355,-70.7069782,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7065641001529,-33.6377935999945,244,13,REGION METROPOLITANA,SAN BERNARDO,REGINA GALVEZ, ,2,13401,"Regina Gálvez 2, San Bernardo, Región Metropolitana, Chile",-33.6377936,-70.7065641,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7064948001947,-33.455556899731,245,13,REGION METROPOLITANA,LO PRADO,ACUARIO,GEMINIS,0,13117,"Geminis & Acuario, Lo Prado, Región Metropolitana, Chile",-33.4555569,-70.7064948,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7062666997483,-33.4256126996662,246,13,REGION METROPOLITANA,QUINTA NORMAL,JUJUY,ALSINO,0,13126,"Jujuy & Alsino, Quinta Normal, Región Metropolitana, Chile",-33.4256127,-70.7062667,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7059952996432,-33.4323575997233,247,13,REGION METROPOLITANA,QUINTA NORMAL,JOSE BESA,JOSE JOAQUIN PEREZ,0,13126,"José Besa & J.J. Perez, Quinta Normal, Región Metropolitana, Chile",-33.4323576,-70.7059953,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7059668999523,-33.457033900394,248,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS, ,5199,13106,"Av Libertador Bernardo O'Higgins 5199, Lo Prado, Región Metropolitana, Chile",-33.4570339,-70.7059669,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7057548281227,-33.4560261713706,249,13,REGION METROPOLITANA,LO PRADO,ECUADOR,LAS REJAS NORTE,0,13117,"Av. Ecuador & Av. María Rozas Velásquez, Lo Prado, Región Metropolitana, Chile",-33.4560265,-70.7057721,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.7055732001429,-33.4574104995948,250,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS,LAS REJAS SUR,0,13106,"Av Libertador Bernardo O'Higgins & Av. Las Rejas Sur, Santiago, Estación Central, Región Metropolitana, Chile",-33.4574293,-70.7054476,2020,ATROPELLO,URBANA,0,1,0,2,3
-70.7055654003228,-33.4534707001126,251,13,REGION METROPOLITANA,ESTACION CENTRAL,LAS REJAS NORTE, ,65,13106,"Av. María Rozas Velásquez 65, Santiago, Estación Central, Región Metropolitana, Chile",-33.4534707,-70.7055654,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7055629002076,-33.4606130996147,252,13,REGION METROPOLITANA,ESTACION CENTRAL,LAS REJAS SUR, ,303,13106,"Av. Las Rejas Sur 303, Santiago, Estación Central, Región Metropolitana, Chile",-33.4606131,-70.7055629,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7051926996832,-33.632690533741,253,13,REGION METROPOLITANA,SAN BERNARDO,PORTALES, ,1659,13401,"Av. Portales 1659, San Bernardo, Región Metropolitana, Chile",-33.6327336,-70.7051821,2020,ATROPELLO,URBANA,0,1,0,0,2
-70.7051843000153,-33.4568282002611,254,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS, ,5091,13106,"Av Libertador Bernardo O'Higgins 5091, Santiago, Estación Central, Región Metropolitana, Chile",-33.4568282,-70.7051843,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7051550999278,-33.4144220999997,255,13,REGION METROPOLITANA,QUINTA NORMAL,LOS SAUCES,LO ESPINOZA,0,13126,"Lo Espinoza & Los Sauces, Quinta Normal, Región Metropolitana, Chile",-33.4144221,-70.7051551,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7049542003759,-33.4647386999309,256,13,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,LAS REJAS SUR,0,13106,"Av. Las Rejas Sur & Av. 5 de Abril, Santiago, Estación Central, Región Metropolitana, Chile",-33.4647387,-70.7049542,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7048688996798,-33.432503399612,257,13,REGION METROPOLITANA,QUINTA NORMAL,JOSE JOAQUIN PEREZ, ,5032,13126,"J.J. Perez 5032, Quinta Normal, Región Metropolitana, Chile",-33.4325034,-70.7048689,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.7048654004178,-33.3570010996209,258,13,REGION METROPOLITANA,QUILICURA,PDTE EDUARDO FREI MONTALVA,LO MARCOLETA,0,13125,"Panamericana Nte. & Av. lo Marcoleta, Quilicura, Región Metropolitana, Chile",-33.3570011,-70.7048654,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7047956004365,-33.4687373996111,259,13,REGION METROPOLITANA,ESTACION CENTRAL,LAS REJAS SUR,RIO QUETRO,0,13106,"Avenida Las Rejas Sur & Río Quetro, Santiago, Estación Central, Región Metropolitana, Chile",-33.4687374,-70.7047956,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7046684003263,-33.4035469995942,260,13,REGION METROPOLITANA,RENCA,BLANCO ENCALADA,JOSE MANUEL BALMACEDA,0,13128,"Blanco Encalada & José Manuel Balmaceda, Renca, Región Metropolitana, Chile",-33.4035502,-70.7046682,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7041621000008,-33.4950862000679,261,13,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA, ,6100,13102,"Av. Pedro Aguirre Cerda 6100, Los Cerrillos, Cerrillos, Región Metropolitana, Chile",-33.4950862,-70.7041621,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7040288996139,-33.5929673998255,262,13,REGION METROPOLITANA,SAN BERNARDO,ARTURO PRAT,FREIRE,0,13401,"Arturo Prat & Freire, San Bernardo, Región Metropolitana, Chile",-33.5929674,-70.7040289,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7040031996877,-33.4284630001671,263,13,REGION METROPOLITANA,QUINTA NORMAL,RADAL,MAPOCHO,0,13126,"Radal & Mapocho, Quinta Normal, Región Metropolitana, Chile",-33.428463,-70.7040032,2020,ATROPELLO,URBANA,0,0,0,2,2
-70.7036434996476,-33.5918929995621,264,13,REGION METROPOLITANA,SAN BERNARDO,LIBER BERNARDO OHIGGINS,FREIRE,0,13401,"Freire & Libertador Bernardo O'Higgins, San Bernardo, Región Metropolitana, Chile",-33.591893,-70.7036435,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7035561997587,-33.6039997997508,265,13,REGION METROPOLITANA,SAN BERNARDO,1 DE MAYO,JOSE JOAQUIN PEREZ,0,13401,"Uno de Mayo & José Joaquín Pérez, San Bernardo, Región Metropolitana, Chile",-33.6039998,-70.7035562,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.703315099612,-33.418833199992,266,13,REGION METROPOLITANA,QUINTA NORMAL,LO ESPINOZA,JUJUY,0,13126,"Jujuy & Lo Espinoza, Quinta Normal, Región Metropolitana, Chile",-33.4188332,-70.7033151,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7032559997645,-33.4207145996988,267,13,REGION METROPOLITANA,QUINTA NORMAL,CARRASCAL, ,5120,13126,"Av. Carrascal 5120, Quinta Normal, Región Metropolitana, Chile",-33.4207146,-70.703256,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7031449002168,-33.4759639999385,268,13,REGION METROPOLITANA,ESTACION CENTRAL,LAS REJAS SUR,MAILEF,0,13106,"Avenida Las Rejas Sur & Mailef, Santiago, Estación Central, Región Metropolitana, Chile",-33.475964,-70.7031449,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7026375998452,-33.5932382000827,269,13,REGION METROPOLITANA,SAN BERNARDO,ARTURO PRAT,VICTORIA,0,13401,"Arturo Prat & Victoria, San Bernardo, Región Metropolitana, Chile",-33.5932382,-70.7026376,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7025639004035,-33.4235625997341,270,13,REGION METROPOLITANA,QUINTA NORMAL,RADAL,NVA EXTREMADURA,0,13126,"Radal & Nueva Extremadura, Quinta Normal, Región Metropolitana, Chile",-33.4235626,-70.7025639,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7025518998502,-33.4732089996954,271,13,REGION METROPOLITANA,ESTACION CENTRAL,SAN JOSE DE LAS ROSAS,VECINAL,0,13106,"San José de Las Rosas 1366, Santiago, Estación Central, Región Metropolitana, Chile",-33.473209,-70.7025519,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7024696001918,-33.4402027996193,272,13,REGION METROPOLITANA,QUINTA NORMAL,RADAL,SAN PABLO,0,13126,"San Pablo & Radal, Quinta Normal, Región Metropolitana, Chile",-33.4402028,-70.7024696,2020,ATROPELLO,URBANA,0,1,1,0,2
-70.7024328997584,-33.5967488997418,273,13,REGION METROPOLITANA,SAN BERNARDO,BULNES,SAN JOSE,0,13401,"Avenida San José & Bulnes, San Bernardo, Región Metropolitana, Chile",-33.5967489,-70.7024329,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.702299999745,-33.4028099997815,274,13,REGION METROPOLITANA,RENCA,SENADOR JAIME GUZMAN,JOSE MANUEL BALMACEDA,0,13128,"PB26-Senador Jaime Guzmán / Esq. Caupolicán, Renca, Región Metropolitana, Chile",-33.40281,-70.7023,2020,ATROPELLO,URBANA,1,1,1,0,3
-70.702261599593,-33.5921616999024,275,13,REGION METROPOLITANA,SAN BERNARDO,OHIGGINS,VICTORIA,0,13401,"Victoria & Libertador Bernardo O'Higgins, San Bernardo, Región Metropolitana, Chile",-33.5921617,-70.7022616,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7021989501213,-33.4560839995768,276,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS, ,4877,13106,"Av Libertador Bernardo O'Higgins 4877, Santiago, Estación Central, Región Metropolitana, Chile",-33.4561114,-70.7023035,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.7015531001953,-33.4108335999905,277,13,REGION METROPOLITANA,QUINTA NORMAL,MIGUEL DE ATERO,PLATON,0,13126,"Miguel de Atero & Platón, Quinta Normal, Región Metropolitana, Chile",-33.4108336,-70.7015531,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.70147910038,-33.6093324997949,278,13,REGION METROPOLITANA,SAN BERNARDO,EUCALIPTUS,INDUSTRIA,0,13401,"Industria & Eucaliptus, San Bernardo, Región Metropolitana, Chile",-33.6093325,-70.7014791,2020,ATROPELLO,URBANA,0,1,1,0,2
-70.7011327004137,-33.623523399685,279,13,REGION METROPOLITANA,SAN BERNARDO,PORTALES, ,2760,13401,"Av. Portales 2760, San Bernardo, Región Metropolitana, Chile",-33.6235234,-70.7011327,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7010722003216,-33.4152622997152,280,13,REGION METROPOLITANA,QUINTA NORMAL,MIGUEL DE ATERO, ,2655,13126,"Miguel de Atero 2655, Quinta Normal, Región Metropolitana, Chile",-33.4152623,-70.7010722,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7010415999897,-33.4563490001061,281,13,REGION METROPOLITANA,ESTACION CENTRAL,ALAMEDA,RADAL,0,13106,"Avenida Libertador Bernardo O'Higgins & Radal, Santiago, Estación Central, Región Metropolitana, Chile",-33.456349,-70.7010416,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7005613997886,-33.3998619996314,282,13,REGION METROPOLITANA,RENCA,BAQUEDANO, ,4020,13128,"Baquedano 4020, Renca, Región Metropolitana, Chile",-33.399862,-70.7005614,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.7004118002642,-33.5908345002119,283,13,REGION METROPOLITANA,SAN BERNARDO,BULNES,COLON SUR,0,13401,"Colón Sur & Bulnes, San Bernardo, Región Metropolitana, Chile",-33.5908345,-70.7004118,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7003613995588,-33.4211665998586,284,13,REGION METROPOLITANA,QUINTA NORMAL,AYUNTAMIENTO,CARRASCAL,0,13126,"Avenida Carrascal & Ayuntamiento, Quinta Normal, Región Metropolitana, Chile",-33.4211666,-70.7003614,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7003549999831,-33.5987748996417,285,13,REGION METROPOLITANA,SAN BERNARDO,BARROS ARANA,ESMERALDA,0,13401,"Esmeralda & Barros Arana, San Bernardo, Región Metropolitana, Chile",-33.5987749,-70.700355,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7003139000663,-33.3072046001121,286,13,REGION METROPOLITANA,COLINA,PORTEZUELO,GRAL SAN MARTIN,0,13301,"Portezuelo & General San Martín, Santiago, Colina, Región Metropolitana, Chile",-33.3072046,-70.7003139,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.7002340996239,-33.5608909998196,287,13,REGION METROPOLITANA,SAN BERNARDO,LAS ACACIAS, ,2230,13401,"Av. Las Acacias 2230, San Bernardo, Región Metropolitana, Chile",-33.560891,-70.7002341,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.7001976995641,-33.4562674001203,288,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS,GRAL VELASQUEZ,0,13106,"Av Libertador Bernardo O'Higgins 4848, Santiago, Estación Central, Región Metropolitana, Chile",-33.4562674,-70.7001977,2020,ATROPELLO,URBANA,0,0,1,0,2
-70.7001891002466,-33.4440000997247,289,13,REGION METROPOLITANA,QUINTA NORMAL,CATEDRAL,GASPAR DE ORENSE,0,13126,"Catedral & Gaspar de Orense, Quinta Normal, Región Metropolitana, Chile",-33.4440001,-70.7001891,2020,ATROPELLO,URBANA,0,1,0,1,1
-70.6998038999299,-33.5971703715153,290,13,REGION METROPOLITANA,SAN BERNARDO,SAN JOSE,BARROS ARANA,0,13401,"Avenida San José & Barros Arana, San Bernardo, Región Metropolitana, Chile",-33.5971608,-70.6998012,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6993065001947,-33.4626444001188,291,13,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL, ,4790,13106,"Av. 5 de Abril 4790, Santiago, Estación Central, Región Metropolitana, Chile",-33.4626444,-70.6993065,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6992307997614,-33.4393312998994,292,13,REGION METROPOLITANA,QUINTA NORMAL,SAN PABLO,CATTAN,0,13126,"Catán & San Pablo, Quinta Normal, Región Metropolitana, Chile",-33.4393313,-70.6992308,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.699161200329,-33.5817280002469,293,13,REGION METROPOLITANA,SAN BERNARDO,ALONSO DE ERCILLA, ,415,13401,"Alonso de Ercilla 415, San Bernardo, Región Metropolitana, Chile",-33.581728,-70.6991612,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6991513572492,-33.5858961142142,294,13,REGION METROPOLITANA,SAN BERNARDO,FREIRE,BALMACEDA,0,13401,"Balmaceda & Freire, San Bernardo, Región Metropolitana, Chile",-33.585912,-70.6991803,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6984460999074,-33.5930779004246,295,13,REGION METROPOLITANA,SAN BERNARDO,BARROS ARANA,LIBER BERNARDO OHIGGINS,0,13401,"Barros Arana & Libertador Bernardo O'Higgins, San Bernardo, Región Metropolitana, Chile",-33.5930779,-70.6984461,2020,ATROPELLO,URBANA,0,0,0,2,2
-70.698051900075,-33.4521607997809,296,13,REGION METROPOLITANA,ESTACION CENTRAL,BLANCO GARCES, ,50,13106,"Blanco Garcés 50, Santiago, Estación Central, Región Metropolitana, Chile",-33.4521608,-70.6980519,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.6980042000337,-33.5949304004175,297,13,REGION METROPOLITANA,SAN BERNARDO,PUERTO GROSSE,CABURGA,0,13401,"Estación San Bernardo - Arturo Prat 9, San Bernardo, Región Metropolitana, Chile",-33.5949304,-70.6980042,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6979337003798,-33.4074034004464,298,13,REGION METROPOLITANA,RENCA,ROSARIO,DOMINGO SANTA MARIA,0,13128,"Rosario & Domingo Santa María, Renca, Región Metropolitana, Chile",-33.4074034,-70.6979337,2020,ATROPELLO,URBANA,0,1,0,1,1
-70.6976029998784,-33.4217178995613,299,13,REGION METROPOLITANA,QUINTA NORMAL,CARRASCAL,GONZALO BULNES,0,13126,"Avenida Carrascal & Gonzalo Bulnes, Quinta Normal, Región Metropolitana, Chile",-33.4217179,-70.697603,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6975398000216,-33.6182621004155,300,13,REGION METROPOLITANA,SAN BERNARDO,CENTRAL, ,72,13401,"Av. Central 72, San Bernardo, Región Metropolitana, Chile",-33.6182621,-70.6975398,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6974500000173,-33.3995899996786,301,13,REGION METROPOLITANA,RENCA,SENADOR JAIME GUZMAN,LOS SUSPIROS,0,13128,"PB1484-Senador Jaime Guzmán / Esq. Av.Apóstol Santiago, Renca, Región Metropolitana, Chile",-33.39959,-70.69745,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6973541997364,-33.5942070001528,302,13,REGION METROPOLITANA,SAN BERNARDO,CONDELL,BAQUEDANO,0,13401,"Condell & Baquedano, San Bernardo, Región Metropolitana, Chile",-33.594207,-70.6973542,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6967813001168,-33.582668299902,303,13,REGION METROPOLITANA,SAN BERNARDO,GRAN AVDA JOSE MIGUEL CARRERA,STA MARTA,0,13401,"Gran Avenida Jose Miguel Carrera & Santa Marta, San Bernardo, Región Metropolitana, Chile",-33.5826683,-70.6967813,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6964476003763,-33.4510131002742,304,13,REGION METROPOLITANA,ESTACION CENTRAL,CONSTANTINO,EMBAJADOR QUINTANA,0,13106,"Embajador Quintana & Constantino, Santiago, Estación Central, Región Metropolitana, Chile",-33.4510131,-70.6964476,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6963691003535,-33.4238976997189,305,13,REGION METROPOLITANA,QUINTA NORMAL,HOEVEL,STA FE,0,13126,"Santa Fe & Hoevel, Quinta Normal, Región Metropolitana, Chile",-33.4238977,-70.6963691,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6963600999385,-33.4544917004314,306,13,REGION METROPOLITANA,ESTACION CENTRAL,CONCON, ,38,13106,"Concón 38, Santiago, Estación Central, Región Metropolitana, Chile",-33.4544917,-70.6963601,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6962507001095,-33.4412493002149,307,13,REGION METROPOLITANA,QUINTA NORMAL,BARROS ARANA,CATEDRAL,0,13126,"Barros Arana & Catedral, Quinta Normal, Región Metropolitana, Chile",-33.4412493,-70.6962507,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6958879999311,-33.4835447002276,308,13,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,SUIZA,0,13102,"Avenida Pedro Aguirre Cerda & Suiza, Los Cerrillos, Cerrillos, Región Metropolitana, Chile",-33.4835447,-70.695888,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6958726997651,-33.4551519997648,309,13,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO OHIGGINS,CONCON,0,13106,"Avenida Libertador Bernardo O'Higgins & Concón, Santiago, Estación Central, Región Metropolitana, Chile",-33.455152,-70.6958727,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6954912999834,-33.5322161001927,310,13,REGION METROPOLITANA,LO ESPEJO,FERRARI, ,9331,13116,"Ferrari 9331, Lo Espejo, Región Metropolitana, Chile",-33.5322161,-70.6954913,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.695261650005,-33.6115670497794,311,13,REGION METROPOLITANA,SAN BERNARDO,PORTALES ORIENTE,ALMTE RIVEROS,0,13401,"Av. Portales Ote. & Almte. Riveros, San Bernardo, Región Metropolitana, Chile",-33.6115398,-70.6951985,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6951828999707,-33.4566712002156,312,13,REGION METROPOLITANA,ESTACION CENTRAL,MANUEL THOMPSON,CONCON,0,13106,"Manuel Thompson & Concón, Santiago, Estación Central, Región Metropolitana, Chile",-33.4566712,-70.6951829,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6951252003676,-33.370379999837,313,13,REGION METROPOLITANA,CONCHALI,PDTE EDUARDO FREI MONTALVA, ,5981,13104,"Panamericana Nte. 5981, Conchalí, Región Metropolitana, Chile",-33.37038,-70.6951252,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6948307002764,-33.4436510998182,314,13,REGION METROPOLITANA,QUINTA NORMAL,HUERFANOS,CRUCHAGA MONTT,0,13126,"Huérfanos & Cruchaga Montt, Quinta Normal, Región Metropolitana, Chile",-33.4436511,-70.6948307,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.693994700395,-33.3446046997469,315,13,REGION METROPOLITANA,QUILICURA,GRAL SAN MARTIN, ,6410,13125,"Gral. San Martín 6410, Quilicura, Región Metropolitana, Chile",-33.3446047,-70.6939947,2020,ATROPELLO,URBANA,0,0,0,1,1
