X,Y,FID,COD_REG,REGION,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,CUT,DIR_GEOCOD,LAT,LNG,ANO,Tipo_Accid,Zona,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.6522577002326,-33.4538126996962,507,13,REGION METROPOLITANA,SANTIAGO,NATANIEL COX, ,620,13101,"Nataniel Cox 620, Santiago, Región Metropolitana, Chile",-33.4538127,-70.6522577,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6522111998868,-33.4447465999755,508,13,REGION METROPOLITANA,SANTIAGO,LIBER BERNARDO OHIGGINS, ,1146,13101,"Av Libertador Bernardo O'Higgins 1146, Santiago, Región Metropolitana, Chile",-33.4447466,-70.6522112,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6522065998545,-33.4335582998755,509,13,REGION METROPOLITANA,SANTIAGO,CARMEN,AILLAVILU,0,13101,"Aillavilú 1032, Santiago, Región Metropolitana, Chile",-33.4335583,-70.6522066,2020,ATROPELLO,URBANA,1,0,0,1,1
-70.6516630001472,-33.4599811999722,510,13,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,NATANIEL COX,0,13101,"Avenida Manuel Antonio Matta & Nataniel Cox, Santiago, Región Metropolitana, Chile",-33.4599812,-70.651663,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6515901002028,-33.4319140999556,511,13,REGION METROPOLITANA,RECOLETA,STA MARIA,LA PAZ,0,13127,"Avenida Santa María & La Paz, Recoleta, Independencia, Región Metropolitana, Chile",-33.4319141,-70.6515901,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6511119999187,-33.4474307003664,512,13,REGION METROPOLITANA,SANTIAGO,SAN DIEGO,TARAPACA,0,13101,"Tarapacá & San Diego, Santiago, Región Metropolitana, Chile",-33.4474307,-70.651112,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6510215002419,-33.4233249997488,513,13,REGION METROPOLITANA,INDEPENDENCIA,LA PAZ,OLIVOS,0,13108,"Olivos & La Paz, Recoleta, Región Metropolitana, Chile",-33.423325,-70.6510215,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6509385998364,-33.5785091998395,514,13,REGION METROPOLITANA,LA PINTANA,BERNARDINO PARADA,JOSE TORIBIO MEDINA,0,13112,"Bernardino Parada & José Toribio Medina, La Pintana, Región Metropolitana, Chile",-33.5785092,-70.6509386,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6507418002937,-33.421262599789,515,13,REGION METROPOLITANA,INDEPENDENCIA,LA PAZ,SANTOS DUMONT,0,13108,"La Paz & Santos Dumont, Recoleta, Región Metropolitana, Chile",-33.4212626,-70.6507418,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.6507325004044,-33.4288703004239,516,13,REGION METROPOLITANA,RECOLETA,LASTRA, ,838,13127,"Gral. de La Lastra 838, Recoleta, Región Metropolitana, Chile",-33.4288703,-70.6507325,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.65073110016,-33.4492783997782,517,13,REGION METROPOLITANA,SANTIAGO,ELEUTERIO RAMIREZ,SAN DIEGO,0,13101,"Eleuterio Ramírez & San Diego, Santiago, Región Metropolitana, Chile",-33.4492784,-70.6507311,2020,ATROPELLO,URBANA,0,0,0,2,1
-70.6503423996818,-33.4518378001742,518,13,REGION METROPOLITANA,SANTIAGO,SAN DIEGO,STA ISABEL,0,13101,"Santa Isabel & San Diego, Santiago, Región Metropolitana, Chile",-33.4518378,-70.6503424,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.6502976997789,-33.5751407999078,519,13,REGION METROPOLITANA,LA PINTANA,LO MARTINEZ,JOSE TORIBIO MEDINA,0,13112,"José Toribio Medina & Avenida Lo Martínez, La Pintana, Región Metropolitana, Chile",-33.5751408,-70.6502977,2020,ATROPELLO,URBANA,0,0,0,2,1
-70.6501263996135,-33.4442353003187,520,13,REGION METROPOLITANA,SANTIAGO,LIBER BERNARDO OHIGGINS,AHUMADA,0,13101,"Av Libertador Bernardo O'Higgins 980, Santiago, Región Metropolitana, Chile",-33.4442353,-70.6501264,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.650020499946,-33.436059499746,521,13,REGION METROPOLITANA,SANTIAGO,21 DE MAYO,STO DOMINGO,0,13101,"21 de Mayo & Santo Domingo, Santiago, Región Metropolitana, Chile",-33.4360595,-70.6500205,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6499999998999,-33.516699999805,522,13,REGION METROPOLITANA,LA CISTERNA,MARIA,LO OVALLE,0,13109,"Lo Ovalle, La Cisterna, Región Metropolitana, Chile",-33.5167,-70.65,2020,ATROPELLO,URBANA,0,0,0,2,1
-70.6497611003943,-33.5347508996342,523,13,REGION METROPOLITANA,SAN RAMON,LA GRANJA,BRASIL,0,13131,"La Granja & Brasil, La Cisterna, Región Metropolitana, Chile",-33.5347509,-70.6497611,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6496530999105,-33.4359598998294,524,13,REGION METROPOLITANA,SANTIAGO,RIQUELME,STO DOMINGO,0,13101,"Santo Domingo 863, Santiago, Región Metropolitana, Chile",-33.4359599,-70.6496531,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6495744002382,-33.4733591001422,525,13,REGION METROPOLITANA,SANTIAGO,FRANKLIN,NATANIEL COX,0,13101,"Franklin & Nataniel Cox, Santiago, Región Metropolitana, Chile",-33.4733591,-70.6495744,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6491905003411,-33.3810181999298,526,13,REGION METROPOLITANA,RECOLETA,JUAN CRISTOBAL,PRINCIPAL CAP IGNACIO CARRERA PINTO,0,13127,"Juan Cristóbal & Avenida Principal Capitán Ignacio Carrera Pinto, Recoleta, Región Metropolitana, Chile",-33.3810182,-70.6491905,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6488091500221,-33.5841659004358,527,13,REGION METROPOLITANA,LA PINTANA,JOHN KENNEDY,JULIO BARRENECHEA,0,13112,"John Kennedy & Julio Barrenechea, La Pintana, Región Metropolitana, Chile",-33.5841912,-70.6488647,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6485595998455,-33.4325979003726,528,13,REGION METROPOLITANA,SANTIAGO,STA MARIA,RECOLETA,0,13101,"Av. Recoleta & Av. Sta. María, Recoleta, Región Metropolitana, Chile",-33.4325979,-70.6485596,2020,ATROPELLO,URBANA,1,0,1,0,3
-70.6485307999563,-33.4370054003788,529,13,REGION METROPOLITANA,SANTIAGO,MONJITAS,SAN ANTONIO,0,13101,"San Antonio & Monjitas, Santiago, Región Metropolitana, Chile",-33.4370054,-70.6485308,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6484936003992,-33.4600718003732,530,13,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA, ,1080,13101,"Av. Manuel Antonio Matta 1080, Santiago, Región Metropolitana, Chile",-33.4600718,-70.6484936,2020,ATROPELLO,URBANA,0,2,0,0,2
-70.6481556999254,-33.5602586999789,531,13,REGION METROPOLITANA,LA PINTANA,STA ROSA,GRAL FRANCISCO FRANCO,0,13112,"Gral Francisco Franco 1758, La Pintana, Región Metropolitana, Chile",-33.5602587,-70.6481557,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6481498003728,-33.4393539996872,532,13,REGION METROPOLITANA,SANTIAGO,SAN ANTONIO,HUERFANOS,0,13101,"San Antonio & Huérfanos, Santiago, Región Metropolitana, Chile",-33.439354,-70.6481498,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.648028099617,-33.433452900231,533,13,REGION METROPOLITANA,SANTIAGO,RECOLETA,CARD JOSE MARIA CARO,0,13101,"Avenida Recoleta & Cardenal José María Caro, Santiago, Región Metropolitana, Chile",-33.4334529,-70.6480281,2020,ATROPELLO,URBANA,1,1,0,2,3
-70.6479594004059,-33.5006399004109,534,13,REGION METROPOLITANA,SAN MIGUEL,SAN FRANCISCO,SAN NICOLAS,0,13130,"San Francisco & San Nicolás, San Miguel, Región Metropolitana, Chile",-33.5006399,-70.6479594,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.6478852998665,-33.4424296999705,535,13,REGION METROPOLITANA,SANTIAGO,SAN ANTONIO, ,48,13101,"San Antonio 48, Santiago, Región Metropolitana, Chile",-33.4424297,-70.6478853,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6471437998463,-33.4430995995667,536,13,REGION METROPOLITANA,SANTIAGO,LIBER BERNARDO OHIGGINS,SAN FRANCISCO,0,13101,"Avenida Libertador Bernardo O'Higgins & San Francisco, Santiago, Región Metropolitana, Chile",-33.4430996,-70.6471438,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6471218995559,-33.429649599849,537,13,REGION METROPOLITANA,RECOLETA,LASTRA,RECOLETA,0,13127,"Av. Recoleta & Gral. de La Lastra, Recoleta, Región Metropolitana, Chile",-33.4296496,-70.6471219,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6470214003172,-33.5539848998831,538,13,REGION METROPOLITANA,SAN RAMON,LA BANDERA,SGTO CANDELARIA,0,13131,"Sgto. Candelaria & Avda. La Bandera, Santiago, San Ramón, Región Metropolitana, Chile",-33.5539849,-70.6470214,2020,ATROPELLO,URBANA,1,0,1,1,2
-70.6468431996538,-33.4508859999888,539,13,REGION METROPOLITANA,SANTIAGO,STA ISABEL,SAN FRANCISCO,0,13101,"San Francisco & Santa Isabel, Santiago, Región Metropolitana, Chile",-33.450886,-70.6468432,2020,ATROPELLO,URBANA,0,1,0,0,2
-70.6467594664761,-33.4285656164099,540,13,REGION METROPOLITANA,RECOLETA,RECOLETA,DAVILA BAEZA,0,13127,"Avenida Recoleta & Dávila Baeza, Recoleta, Región Metropolitana, Chile",-33.4286938,-70.6467812,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6466115999452,-33.3796300001242,541,13,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO, ,735,13107,"Av. Américo Vespucio 735, Huechuraba, Región Metropolitana, Chile",-33.37963,-70.6466116,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.6466081996086,-33.4731809003781,542,13,REGION METROPOLITANA,SANTIAGO,FRANKLIN,ARTURO PRAT,0,13101,"Franklin & Arturo Prat, Santiago, Región Metropolitana, Chile",-33.4731809,-70.6466082,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6465084000425,-33.5633108002531,543,13,REGION METROPOLITANA,LA PINTANA,ALMTE LATORRE, ,10990,13112,"Almte. Latorre 10990, La Pintana, Región Metropolitana, Chile",-33.5633108,-70.6465084,2020,ATROPELLO,URBANA,0,1,0,1,1
-70.6464269502434,-33.5510288247203,544,13,REGION METROPOLITANA,SAN RAMON,LA BANDERA,ESPERANZA,0,13131,"Avenida La Bandera & Esperanza, Santiago, San Ramón, Región Metropolitana, Chile",-33.5510532,-70.646431,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6462522497414,-33.442808200338,545,13,REGION METROPOLITANA,SANTIAGO,STA ROSA,LIBER BERNARDO OHIGGINS,0,13101,"Av Libertador Bernardo O'Higgins & Sta. Rosa, Santiago, Región Metropolitana, Chile",-33.4428877,-70.6462351,2020,ATROPELLO,URBANA,0,2,0,2,4
-70.6462390998544,-33.4589562498309,546,13,REGION METROPOLITANA,SANTIAGO,MANUEL ANTONIO MATTA,SERRANO,0,13101,"Avenida Manuel Antonio Matta & Serrano, Santiago, Región Metropolitana, Chile",-33.4588471,-70.646246,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6462053500967,-33.4347645002813,547,13,REGION METROPOLITANA,SANTIAGO,MERCED,ISMAEL VALDES VERGARA,0,13101,"Ismael Valdés Vergara, Santiago, Región Metropolitana, Chile",-33.434715,-70.6461944,2020,ATROPELLO,URBANA,1,0,0,1,2
-70.6459145003537,-33.434788799963,548,13,REGION METROPOLITANA,SANTIAGO,ISMAEL VALDES VERGARA,MIRAFLORES,0,13101,"Ismael Valdés Vergara & Miraflores, Santiago, Región Metropolitana, Chile",-33.4347888,-70.6459145,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6458070997177,-33.4243275999386,549,13,REGION METROPOLITANA,RECOLETA,RECOLETA, ,672,13127,"Av. Recoleta 672, Recoleta, Región Metropolitana, Chile",-33.4243276,-70.6458071,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6456541996814,-33.8330651998989,550,13,REGION METROPOLITANA,PAINE,SANTA FILOMENA,CAMINO PADRE HURTADO,0,13404,"Cam. Sta. Filomena, Huelquen, Paine, Región Metropolitana, Chile",-33.8330652,-70.6456542,2020,ATROPELLO,RURAL,0,1,0,0,1
-70.6452964997335,-33.4463050999003,551,13,REGION METROPOLITANA,SANTIAGO,STA ROSA,CURICO,0,13101,"Curicó & Santa Rosa, Santiago, Región Metropolitana, Chile",-33.4463051,-70.6452965,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6451201004122,-33.4328533995646,552,13,REGION METROPOLITANA,RECOLETA,BELLAVISTA,PATRONATO,0,13127,"Bellavista & C. Patronato, Recoleta, Región Metropolitana, Chile",-33.4328534,-70.6451201,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6449893003158,-33.5372706003578,553,13,REGION METROPOLITANA,SAN RAMON,JUAN LUIS SANFUENTES,ECUADOR,0,13131,"Juan Luis Sanfuentes & Ecuador, Santiago, San Ramón, Región Metropolitana, Chile",-33.5372706,-70.6449893,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6444454002349,-33.5291418999785,554,13,REGION METROPOLITANA,SAN RAMON,EL PARRON,RAMON BARROS LUCO,0,13131,"Ramón Barros Luco & Av. el Parrón, Santiago, San Ramón, Región Metropolitana, Chile",-33.5291419,-70.6444454,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6439830003151,-33.4532836995829,555,13,REGION METROPOLITANA,SANTIAGO,SGTO ALDEA,10 DE JULIO HUAMACHUCO,0,13101,"Av. 10 de Julio Huamachuco, Santiago, Región Metropolitana, Chile",-33.4532837,-70.643983,2020,ATROPELLO,URBANA,0,0,0,0,2
-70.6437348998456,-33.3903131995944,556,13,REGION METROPOLITANA,RECOLETA,LOS ZAPADORES,NVA RECOLETA,0,13127,"Avenida Los Zapadores & Nueva Recoleta, Recoleta, Región Metropolitana, Chile",-33.3903132,-70.6437349,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6435860332687,-33.4763299997296,557,13,REGION METROPOLITANA,SAN MIGUEL,SAN FRANCISCO,CENTENARIO DE SAN MIGUEL,0,13130,"San Francisco & Calle Centenario, Santiago, Región Metropolitana, Chile",-33.4763942,-70.6435811,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6435593998463,-33.4729552002222,558,13,REGION METROPOLITANA,SANTIAGO,FRANKLIN, ,762,13101,"Franklin 762, Santiago, Región Metropolitana, Chile",-33.4729552,-70.6435594,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6435444998786,-33.5430899001786,559,13,REGION METROPOLITANA,SAN RAMON,OSSA, ,1771,13131,"Av. Ossa 1771, San Ramón, Región Metropolitana, Chile",-33.5430899,-70.6435445,2020,ATROPELLO,URBANA,0,2,0,0,1
-70.6434289999482,-33.5461023997058,560,13,REGION METROPOLITANA,SAN RAMON,VICUÑA MACKENNA,ALMTE LATORRE,0,13131,"Vicuña Mackenna & Almirante Latorre, Santiago, San Ramón, Región Metropolitana, Chile",-33.5461024,-70.643429,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6433531996902,-33.5139052998895,561,13,REGION METROPOLITANA,SAN MIGUEL,TANNENBAUM, ,633,13130,"Tannenbaum 633, San Miguel, Región Metropolitana, Chile",-33.5139053,-70.6433532,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6432564002625,-33.4584292003472,562,13,REGION METROPOLITANA,SANTIAGO,STA ROSA,MANUEL ANTONIO MATTA,0,13101,"Av. Manuel Antonio Matta & Sta. Rosa, Santiago, Región Metropolitana, Chile",-33.4584292,-70.6432564,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6431754999492,-33.4434456002341,563,13,REGION METROPOLITANA,SANTIAGO,MARCOLETA,CARMEN,0,13101,"Marcoleta & Carmen, Santiago, Región Metropolitana, Chile",-33.4434456,-70.6431755,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6431729998339,-33.4064582003855,564,13,REGION METROPOLITANA,RECOLETA,RECOLETA,EINSTEIN,0,13127,"Av. Einstein & Av. Recoleta, Recoleta, Región Metropolitana, Chile",-33.4064582,-70.643173,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6431217996312,-33.457941599625,565,13,REGION METROPOLITANA,SANTIAGO,ÑUBLE,MANUEL ANTONIO MATTA,0,13101,"Avenida Matta - Sta. Isabel, Providencia, Santiago, Región Metropolitana, Chile",-33.4579416,-70.6431218,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6430348001158,-33.4034723999312,566,13,REGION METROPOLITANA,RECOLETA,CARD JOSE MARIA CARO,RECOLETA,0,13127,"Av. Recoleta & Diag. José María Caro, Recoleta, Región Metropolitana, Chile",-33.4034724,-70.6430348,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6429157001992,-33.5764046999168,567,13,REGION METROPOLITANA,LA PINTANA,PISAGUA,CABO DE HORNOS,0,13112,"Cabo de Hornos & Pisagua, La Pintana, Región Metropolitana, Chile",-33.5764047,-70.6429157,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6427296997157,-33.4351090998049,568,13,REGION METROPOLITANA,SANTIAGO,PURISIMA,CARD JOSE MARIA CARO,0,13101,"Cardenal José María Caro 390, Santiago, Región Metropolitana, Chile",-33.4351091,-70.6427297,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6426527995869,-33.3969743997486,569,13,REGION METROPOLITANA,RECOLETA,RECOLETA,DORSAL,0,13127,"Av. Recoleta & Av. Dorsal, Recoleta, Región Metropolitana, Chile",-33.3969744,-70.6426528,2020,ATROPELLO,URBANA,0,0,1,1,1
-70.642568599661,-33.4476762998212,570,13,REGION METROPOLITANA,SANTIAGO,CARMEN, ,319,13101,"Carmen 319, Santiago, Región Metropolitana, Chile",-33.4476763,-70.6425686,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6424504997906,-33.3909280004267,571,13,REGION METROPOLITANA,RECOLETA,LOS ZAPADORES,RECOLETA,0,13127,"Av. Recoleta & Av. Los Zapadores, Recoleta, Región Metropolitana, Chile",-33.390928,-70.6424505,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6423234004045,-33.4709791001052,572,13,REGION METROPOLITANA,SANTIAGO,STA ROSA, ,1949,13101,"Sta. Rosa 1949, Santiago, Región Metropolitana, Chile",-33.4709791,-70.6423234,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6423003004184,-33.4691333998863,573,13,REGION METROPOLITANA,SANTIAGO,STA ROSA,NUBLE,0,13101,"Ñuble & Santa Rosa, Santiago, Región Metropolitana, Chile",-33.4691334,-70.6423003,2020,ATROPELLO,URBANA,0,0,1,3,3
-70.6422085003219,-33.4776537999827,574,13,REGION METROPOLITANA,SAN MIGUEL,STA ROSA,CARLOS SILVA VILDOSOLA,0,13130,"Carlos Silva Vildósola & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.4776538,-70.6422085,2020,ATROPELLO,URBANA,0,0,0,0,1
-70.642187400428,-33.4704183997891,575,13,REGION METROPOLITANA,SANTIAGO,STA ROSA,GRAL GANA,0,13101,"Gral. Gana & Sta. Rosa, Santiago, Región Metropolitana, Chile",-33.4704184,-70.6421874,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6421240998472,-33.4729414999501,576,13,REGION METROPOLITANA,SANTIAGO,FRANKLIN,STA ROSA,0,13101,"Franklin & Santa Rosa, Santiago, Región Metropolitana, Chile",-33.4729415,-70.6421241,2020,ATROPELLO,URBANA,0,1,0,1,1
-70.6420771003777,-33.386831100175,577,13,REGION METROPOLITANA,RECOLETA,RECOLETA, ,4140,13127,"Av. Recoleta 4140, Recoleta, Región Metropolitana, Chile",-33.3868311,-70.6420771,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6416368669477,-33.3860461997721,578,13,REGION METROPOLITANA,RECOLETA,ADELA MARTINEZ,RECOLETA,0,13127,"Av. Recoleta & Adela Martínez Pte., Recoleta, Región Metropolitana, Chile",-33.3860193,-70.6416247,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6415032996374,-33.4841933002804,579,13,REGION METROPOLITANA,SAN MIGUEL,STA ROSA,DR ROBERTO KOCH,0,13130,"Dr Roberto Koch & Sta. Rosa, San Miguel, Región Metropolitana, Chile",-33.4841933,-70.6415033,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.641360499887,-33.4567565000123,580,13,REGION METROPOLITANA,SANTIAGO,PORVENIR,SAN ISIDRO,0,13101,"Porvenir & San Isidro, Santiago, Región Metropolitana, Chile",-33.4567565,-70.6413605,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6412464002011,-33.3851023001309,581,13,REGION METROPOLITANA,RECOLETA,RECOLETA,TTE JUAN COLIPI,0,13127,"Av. Recoleta & Tte. Juan Colipi, Recoleta, Región Metropolitana, Chile",-33.3851023,-70.6412464,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6409760999669,-33.4880589002979,582,13,REGION METROPOLITANA,SAN JOAQUIN,ALC PEDRO ALARCON,STA ROSA,0,13129,"Alcalde Pedro Alarcón & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.4880589,-70.6409761,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6405798002174,-33.5530000001497,583,13,REGION METROPOLITANA,SAN RAMON,ESPERANZA,INDEPENDENCIA,0,13131,"Independencia & Esperanza, Santiago, San Ramón, Región Metropolitana, Chile",-33.553,-70.6405798,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6404690001441,-33.453804899876,584,13,REGION METROPOLITANA,SANTIAGO,COPIAPO,CARMEN,0,13101,"Copiapó & Carmen, Santiago, Región Metropolitana, Chile",-33.4538049,-70.640469,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.640427500029,-33.4920996001163,585,13,REGION METROPOLITANA,SAN MIGUEL,STA ROSA,ALVAREZ DE TOLEDO,0,13130,"Álvarez de Toledo & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.4920996,-70.6404275,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6404065997846,-33.556516500436,586,13,REGION METROPOLITANA,SAN RAMON,MAYOR NESTOR GARCIA,CRUZ DEL SUR,0,13131,"Mayor Néstor García & Cruz del Sur, Santiago, San Ramón, Región Metropolitana, Chile",-33.5565165,-70.6404066,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6401466003852,-33.4331225999279,587,13,REGION METROPOLITANA,RECOLETA,BOMB NUNEZ,DARDIGNAC,0,13127,"Dardignac & Bombero Núñez, Recoleta, Región Metropolitana, Chile",-33.4331226,-70.6401466,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6393852999914,-33.434163500445,588,13,REGION METROPOLITANA,RECOLETA,BELLAVISTA, ,135,13127,"Bellavista 135, Recoleta, Región Metropolitana, Chile",-33.4341635,-70.6393853,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6392720996275,-33.3802413997207,589,13,REGION METROPOLITANA,HUECHURABA,RECOLETA,STA CLARA,0,13107,"Av. Recoleta & Av. Sta. Clara, Huechuraba, Región Metropolitana, Chile",-33.3802414,-70.6392721,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6389782002836,-33.4996328998383,590,13,REGION METROPOLITANA,SAN JOAQUIN,STA ROSA, ,4650,13129,"Sta. Rosa 4650, San Joaquín, Región Metropolitana, Chile",-33.4996329,-70.6389782,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6389338996796,-33.5764034003964,591,13,REGION METROPOLITANA,LA PINTANA,LO MARTINEZ, ,1271,13112,"Av. Lo Martínez 1271, La Pintana, Región Metropolitana, Chile",-33.5764034,-70.6389339,2020,ATROPELLO,URBANA,0,0,0,2,1
-70.6388777001456,-33.4418098998069,592,13,REGION METROPOLITANA,SANTIAGO,MARCOLETA,PORTUGAL,0,13101,"Marcoleta & Avenida Portugal, Santiago, Región Metropolitana, Chile",-33.4418099,-70.6388777,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6387551000677,-33.3852831996598,593,13,REGION METROPOLITANA,RECOLETA,LOS CARDENALES, ,537,13127,"Los Cardenales Pte. 537, Recoleta, Región Metropolitana, Chile",-33.3852832,-70.6387551,2020,ATROPELLO,URBANA,0,0,1,0,1
-70.6386951998235,-33.5072639999335,594,13,REGION METROPOLITANA,SAN JOAQUIN,STA ROSA,DEPARTAMENTAL,0,13129,"Av. Departamental & Sta. Rosa, San Miguel, Región Metropolitana, Chile",-33.507264,-70.6386952,2020,ATROPELLO,URBANA,0,1,0,1,2
-70.6382372002864,-33.5508971001209,595,13,REGION METROPOLITANA,SAN RAMON,INDEPENDENCIA,RIO PARANA,0,13131,"Río Paraná, Santiago, San Ramón, Región Metropolitana, Chile",-33.5508971,-70.6382372,2020,ATROPELLO,URBANA,0,1,2,1,1
-70.6381404997841,-33.4384286998245,596,13,REGION METROPOLITANA,SANTIAGO,NAMUR,LIBER BERNARDO OHIGGINS,0,13101,"Avenida Libertador Bernardo O'Higgins & Namur, Santiago, Región Metropolitana, Chile",-33.4384287,-70.6381405,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6372779995799,-33.5130621998605,597,13,REGION METROPOLITANA,SAN JOAQUIN,STA ROSA,VARAS MENA,0,13129,"Varas Mena & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.5130622,-70.637278,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6369657999315,-33.5170082001682,598,13,REGION METROPOLITANA,SAN MIGUEL,STA ROSA,SEBASTOPOL,0,13130,"Sebastopol & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.5170082,-70.6369658,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6369175998672,-33.4445413998656,599,13,REGION METROPOLITANA,SANTIAGO,PORTUGAL,CURICO,0,13101,"Curicó & Avenida Portugal, Santiago, Región Metropolitana, Chile",-33.4445414,-70.6369176,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6367829003104,-33.3732160002181,600,13,REGION METROPOLITANA,HUECHURABA,RECOLETA, ,5680,13107,"Av. Recoleta 5680, Huechuraba, Región Metropolitana, Chile",-33.373216,-70.6367829,2020,ATROPELLO,URBANA,0,0,0,1,1
-70.6366931003062,-33.5423517995957,601,13,REGION METROPOLITANA,SAN RAMON,AMERICO VESPUCIO,PEDRO AGUIRRE CERDA,0,13131,"Avenida Américo Vespucio & Pedro Aguirre Cerda, Santiago, San Ramón, Región Metropolitana, Chile",-33.5423518,-70.6366931,2020,ATROPELLO,URBANA,0,1,0,0,1
-70.6361718001883,-33.5819083997527,602,13,REGION METROPOLITANA,LA PINTANA,ABRAHAM LINCOLN, ,12746,13112,"Abraham Lincoln 12746, La Pintana, Región Metropolitana, Chile",-33.5819084,-70.6361718,2020,ATROPELLO,URBANA,1,0,0,0,1
-70.6360494995846,-33.3723317004474,603,13,REGION METROPOLITANA,HUECHURABA,RECOLETA,PARGUA,0,13107,"Avenida Recoleta & Pargua, Huechuraba, Región Metropolitana, Chile",-33.3723317,-70.6360495,2020,ATROPELLO,URBANA,1,1,0,1,2
-70.6358896001248,-33.4713460001176,604,13,REGION METROPOLITANA,SANTIAGO,CARMEN,ARAUCO,0,13101,"Arauco & Carmen, Santiago, Región Metropolitana, Chile",-33.471346,-70.6358896,2020,ATROPELLO,URBANA,0,1,0,0,1
