X,Y,FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.7985084015608,-33.3644349173973,1,"CAMINO RENCA LAMPA & CAMINO AGUAS CLARAS, PUDAHUEL",0,1,0,0,1
-70.7971417459006,-33.3549406297706,2,"CAMINO LO ECHEVERS & CAMINO PRIVADO, QUILICURA",0,1,0,0,1
-70.7979441451925,-33.511715797607,3,"EL CONQUISTADOR & SENADORA MARIA DE LA CRUZ, MAIPU",0,1,0,1,1
-70.7971987324896,-33.5131514434166,4,"EL CONQUISTADOR & PINTOR HORACIO GARCIA, MAIPU",0,1,0,0,1
-70.7970207635969,-33.5186008279716,5,"1370 EL CONQUISTADOR, MAIPU",0,1,0,0,1
-70.7950216987123,-33.5536642129458,6,"18486 CAMINO A MELIPILLA, MAIPU",0,0,1,0,1
-70.7936108534216,-33.5260449281579,7,"2621 GERMAN GARCES, MAIPU",0,0,0,2,1
-70.7924026408289,-33.5087120017502,8,"JOSE MANUEL BORGONO & ESCUELA DE INFANTERIA, MAIPU",0,0,0,1,1
-70.7918954413516,-33.5248343155845,9,"NUEVA SAN MARTIN & 4 PONIENTE, MAIPU",0,1,0,0,1
-70.7913892729567,-33.5055072707583,10,"CAMINO A RINCONADA & 4 PONIENTE, MAIPU",0,0,0,1,1
-70.7914372558155,-33.5203680739496,11,"CAMPANARIO & 4 PONIENTE, MAIPU",0,0,0,1,1
-70.7912946955397,-33.5191978105803,12,"PORTALES & 4 PONIENTE, MAIPU",0,0,0,1,1
-70.790712014406,-33.5123436188392,13,"INCA DE ORO & 4 PONIENTE, MAIPU",0,0,0,1,1
-70.7903413788778,-33.5079392221249,14,"VICARIA & 4 PONIENTE, MAIPU",0,0,0,1,1
-70.7880023730066,-33.5423131342239,15,"2842 RENE OLIVARES BECERRA, MAIPU",0,1,0,0,1
-70.7866283238676,-33.511645094975,16,"2025 PANGAL, MAIPU",0,0,0,1,1
-70.7841838973367,-33.5068918206085,17,"CAMINO A RINCONADA & LAS NACIONES, MAIPU",1,0,0,0,1
-70.783791858426,-33.5098192734622,18,"DE LA GLORIETA & JOSE MANUEL BORGONO, MAIPU",0,0,0,1,1
-70.782385125538,-33.5330786679026,19,"1969 PRESIDENTE GABRIEL GONZALEZ VIDELA, MAIPU",0,0,1,0,1
-70.7814998571366,-33.5324421213224,20,"1974 OSCAR BONILLA, MAIPU",0,1,0,0,1
-70.7790860705229,-33.4439565824224,21,"SAN PABLO & AMERICO VESPUCIO, PUDAHUEL",0,1,0,3,4
-70.7792771763854,-33.5085675987,22,"CAMINO A RINCONADA & 3 PONIENTE, MAIPU",0,1,0,0,1
-70.7791154144416,-33.5132862973851,23,"LOS ZARZALES & 3 PONIENTE, MAIPU",0,0,0,1,1
-70.7791955926227,-33.532971240801,24,"ELADIO ROJAS & ALFREDO SILVA CARVALLO, MAIPU",0,0,0,0,1
-70.778535787979,-33.5259918469819,25,"GERMAN GARCES & 3 PONIENTE, MAIPU",0,0,0,1,1
-70.778003528648,-33.5089285710338,26,"CAMINO A RINCONADA & 3 PONIENTE, MAIPU",0,2,1,2,3
-70.7782233568576,-33.5422826550815,27,"CALETERA CAMINO A MELIPILLA & EGIPTO, MAIPU",1,1,0,0,2
-70.7756778080454,-33.5067976327142,28,"EL OLIMPO & MAIPU, MAIPU",0,0,0,1,1
-70.7755787923529,-33.5088010340593,29,"EL OLIMPO & MEDIALUNA, MAIPU",0,0,0,1,1
-70.7754690629253,-33.5129147842626,30,"EL OLIMPO & GRECIA, MAIPU",0,1,1,2,3
-70.7754423544198,-33.5152959001723,31,"LAS TINAJAS & EL OLIMPO, MAIPU",0,0,0,1,1
-70.775392201208,-33.51811021171,32,"PORTALES & EL OLIMPO, MAIPU",0,0,0,1,1
-70.7753324977141,-33.5215108237805,33,"EL OLIMPO & SUR, MAIPU",0,0,1,0,1
-70.7748264017702,-33.5315189440768,34,"ALFREDO SILVA CARVALLO & 3 PONIENTE, MAIPU",0,0,1,1,1
-70.7744545351606,-33.539667439432,35,"CAMINO A MELIPILLA & JACQUES COUSTEAU, MAIPU",0,0,0,1,1
-70.7738353313516,-33.5325521707647,36,"RENE OLIVARES BECERRA & 3 PONIENTE, MAIPU",1,0,0,0,1
-70.7705467227327,-33.4308042839522,37,"EL TRANQUE & SANTA MARTA, PUDAHUEL",0,0,0,1,1
-70.7689538257044,-33.4429382500189,38,"SAN PABLO & SERRANO, PUDAHUEL",0,1,0,0,1
-70.7704485580601,-33.5248813097406,39,"DEL REY & NUEVA SAN MARTIN, MAIPU",0,0,0,1,1
-70.7683249629493,-33.4400434136279,40,"SERRANO & MARTINEZ DE ROZAS, PUDAHUEL",0,0,1,0,1
-70.7698596053977,-33.5361350720201,41,"CAMINO A MELIPILLA & 3 PONIENTE, MAIPU",1,1,0,1,1
-70.7678147956597,-33.4371649157559,42,"9408 CARDENAL JOSE MARIA CARO, PUDAHUEL",0,0,1,1,1
-70.7684679611347,-33.4857536612734,43,"LAS CAMELIAS & EL ROSAL, MAIPU",0,0,1,1,2
-70.7687367966477,-33.4995022266726,44,"BLANCO ENCALADA & DE LA VICTORIA, MAIPU",0,0,0,1,1
-70.7687484100145,-33.502189412437,45,"O`HIGGINS & DE LA VICTORIA, MAIPU",0,0,0,3,2
-70.7687622911127,-33.5055168393813,46,"DE LA VICTORIA & LIBERTAD, MAIPU",0,0,0,1,1
-70.7687622940381,-33.5071039987394,47,"DE LA VICTORIA & MAIPU, MAIPU",0,1,0,0,1
-70.7678437962295,-33.4899920004167,48,"LA SINFONIA & LA REFORMA, MAIPU",0,0,1,1,2
-70.7664711720227,-33.4329636195363,49,"SERRANO & SAN FRANCISCO, PUDAHUEL",0,0,0,0,1
-70.7662968773652,-33.4455913645241,50,"ESPARTA & FIDIAS, PUDAHUEL",0,0,1,0,1
-70.7670601371337,-33.4916805240425,51,"CAMINO LA FARFANA & INGENIERO EDUARDO DOMINGUEZ, MAIPU",0,0,0,1,1
-70.7651545500413,-33.4194642928835,52,"SIN CLASIFICACION & SIN CLASIFICACION, CERRO NAVIA",0,0,2,0,1
-70.7657973341943,-33.4538499798462,53,"SERRANO & LA TRAVESIA, PUDAHUEL",0,0,0,1,1
-70.7668319895251,-33.5095844333203,54,"773 CAMINO A RINCONADA, MAIPU",0,0,0,1,1
-70.7670756535313,-33.5268593274314,55,"176 LOS DIAMANTES, MAIPU",0,0,0,1,1
-70.7668519411268,-33.5158606393331,56,"HUASCAR & SAN JOSE, MAIPU",0,0,0,1,1
-70.7649712558515,-33.4422825880771,57,"9176 SAN PABLO, PUDAHUEL",1,0,0,0,1
-70.7657058245118,-33.5097898709701,58,"CAMINO A RINCONADA & GENERAL LAS HERAS, MAIPU",0,0,0,2,1
-70.7646299779274,-33.4588896441967,59,"LAGUNA SUR & AMERICO VESPUCIO, PUDAHUEL",0,1,0,2,1
-70.7641171499488,-33.4420692937047,60,"FEDERICO ERRAZURIZ & SAN PABLO, PUDAHUEL",0,0,0,1,1
-70.7636974438446,-33.4441854876631,61,"FEDERICO ERRAZURIZ & AURORA, PUDAHUEL",0,0,0,1,1
-70.7647446690933,-33.5091091877836,62,"SAN MARTIN & CHACABUCO, MAIPU",0,0,0,2,1
-70.7650022926149,-33.5281514102783,63,"ALFREDO SILVA CARVALLO & ELISEO, MAIPU",0,0,0,1,1
-70.7633072223231,-33.4451018610101,64,"FEDERICO ERRAZURIZ & LUCERO, PUDAHUEL",0,0,0,1,1
-70.7630768560922,-33.4353115360681,65,"FEDERICO ERRAZURIZ & SAN AGUSTIN, PUDAHUEL",0,0,0,1,1
-70.7642699703813,-33.496328477241,66,"GENERAL BUERAS & GENERAL JOSE SAN MARTIN, MAIPU",0,0,0,1,1
-70.7653128547352,-33.5497809599956,67,"1361 4 PONIENTE, MAIPU",0,0,0,1,1
-70.7641885866356,-33.4986833268753,68,"SAN MARTIN & ARGENTINA, MAIPU",0,0,0,1,1
-70.7629984654402,-33.4457916235795,69,"FEDERICO ERRAZURIZ & CREPUSCULO, PUDAHUEL",0,0,0,0,1
-70.7640990337216,-33.5016966036306,70,"SAN MARTIN & LIBERTADOR BERNARDO O`HIGGINS, MAIPU",0,0,0,2,1
-70.7631379667528,-33.4633116721962,71,"LOS MARES & AMERICO VESPUCIO, PUDAHUEL",0,0,1,0,1
-70.7621167485189,-33.4303832877784,72,"SAN DANIEL & FEDERICO ERRAZURIZ, PUDAHUEL",0,1,0,0,1
-70.7622812422853,-33.4480924041616,73,"GENERAL OSCAR BONILLA & FEDERICO ERRAZURIZ, PUDAHUEL",0,1,0,0,1
-70.7626155054739,-33.4890474653214,74,"LA SINFONIA & PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, MAIPU",0,0,0,1,1
-70.7616245219962,-33.4539183728627,75,"8767 LA TRAVESIA, PUDAHUEL",0,0,0,0,1
-70.7620356322176,-33.5013291830773,76,"HERMANOS CARRERA & O`HIGGINS, MAIPU",0,0,0,1,1
-70.7618300448178,-33.5055254626741,77,"LIBERTAD & HERMANOS CARRERA, MAIPU",0,0,0,1,1
-70.7601856029792,-33.4274257355822,78,"9053 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,0,1,0,1
-70.7603597316003,-33.4424383358827,79,"9015 SAN PABLO, PUDAHUEL",0,0,1,0,1
-70.7603305889203,-33.458563006791,80,"ISLA GRANDE DE TIERRA DEL FUEGO & LAGUNA SUR, PUDAHUEL",0,0,0,1,1
-70.7590744647085,-33.4149965501602,81,"1765 DIAGONAL RENY, CERRO NAVIA",0,0,0,1,1
-70.7602981059305,-33.4963218567007,82,"MANUEL RODRIGUEZ & GENERAL BUERAS, MAIPU",0,0,0,1,1
-70.7600146647134,-33.5078418362066,83,"GENERAL ORDONEZ & MANUEL RODRIGUEZ, MAIPU",0,0,0,1,1
-70.7599109424666,-33.5117571062236,84,"CARMEN LUISA CORREA & MANUEL RODRIGUEZ, MAIPU",0,1,0,0,1
-70.758473928701,-33.4444039806527,85,"AURORA & RIVADAVIA, PUDAHUEL",0,0,1,0,1
-70.7599668041918,-33.5293954207713,86,"CAMINO A MELIPILLA & LEOPOLDO INFANTE, MAIPU",1,0,0,0,1
-70.7573021194232,-33.4177631752681,87,"1694 DIAGONAL RENY, CERRO NAVIA",0,1,0,0,1
-70.757467713017,-33.4313150039058,88,"8952 SAN DANIEL, PUDAHUEL",1,0,0,0,1
-70.7579417033929,-33.45907486822,89,"LAGUNA SUR & LITORAL, PUDAHUEL",0,0,0,1,1
-70.7587925584725,-33.508093664041,90,"2079 MONUMENTO, MAIPU",0,0,0,2,1
-70.7588334276375,-33.5106451680511,91,"5 DE ABRIL & MONUMENTO, MAIPU",0,0,0,1,1
-70.7588237601658,-33.5106994131293,92,"98 5 DE ABRIL, MAIPU",0,1,0,0,1
-70.7563428182461,-33.4144490879212,93,"LA CAPILLA & EL ARROYO, CERRO NAVIA",0,1,0,0,1
-70.7576072914758,-33.4952598705538,94,"3480 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7574580465453,-33.4985264986215,95,"ARGENTINA & LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7573555928296,-33.4961201502522,96,"LOS PAJARITOS & RAFAEL RIESCO BERNALES, MAIPU",0,0,1,1,1
-70.7573560058413,-33.5035960509704,97,"LOS PAJARITOS & CHILE, MAIPU",0,0,0,1,1
-70.7572774334715,-33.5013065992958,98,"2897 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7573302578795,-33.5055172450082,99,"LOS PAJARITOS & TRISTAN VALDES, MAIPU",1,0,0,2,2
-70.7573273178991,-33.5069691803771,100,"LOS PAJARITOS & MAIPU, MAIPU",0,0,0,1,1
-70.7573580958451,-33.5106210213611,101,"LOS PAJARITOS & 5 DE ABRIL, MAIPU",0,1,0,3,4
-70.7572663135833,-33.5130030666437,102,"1725 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7560973382068,-33.4593805732513,103,"LAGUNA SUR & OCEANIA, PUDAHUEL",0,0,1,0,1
-70.755873596745,-33.4781592717863,104,"1291 AMERICO VESPUCIO, MAIPU",0,1,0,0,1
-70.7558817588137,-33.4790970293956,105,"AMERICO VESPUCIO & EL ROSAL, MAIPU",0,0,0,1,1
-70.7546781416718,-33.4225708989691,106,"MAPOCHO SUR & EL PASTIZAL, CERRO NAVIA",0,0,1,0,1
-70.7547377037498,-33.4495701595773,107,"LA ESTRELLA & GENERAL OSCAR BONILLA, PUDAHUEL",0,0,0,1,1
-70.7556899551285,-33.5106446803441,108,"ALBERTO LLONA & 5 DE ABRIL, MAIPU",0,0,0,2,2
-70.7537401507868,-33.4144318090478,109,"LA ESTRELLA & LA CAPILLA, CERRO NAVIA",0,1,0,0,1
-70.7549664861263,-33.4806701125455,110,"LA REFORMA & AMERICO VESPUCIO, MAIPU",0,0,0,1,1
-70.7554745289182,-33.5106387160916,111,"5 DE ABRIL & ESQUINA BLANCA, MAIPU",0,0,0,1,1
-70.754033653807,-33.4439889280358,112,"8755 SAN PABLO, PUDAHUEL",0,1,0,0,1
-70.7553700024707,-33.5107935031477,113,"211 ESQUINA BLANCA, MAIPU",0,0,0,1,1
-70.7555739570611,-33.5224869097227,114,"ALBERTO LLONA & VICENTE REYES, MAIPU",0,0,0,1,1
-70.7555296855948,-33.5202961739714,115,"777 ALBERTO LLONA, MAIPU",0,0,0,1,1
-70.7535567394361,-33.4224244355809,116,"8176 MAPOCHO SUR, CERRO NAVIA",0,1,0,0,1
-70.7522929163124,-33.3616240085799,117,"LO MARCOLETA & PASCUAL GAMBINO, QUILICURA",0,0,0,1,1
-70.7551664544707,-33.5055118548673,118,"TRISTAN VALDES & BAILEN, MAIPU",0,0,0,0,1
-70.7537449296333,-33.4440741753631,119,"SAN PABLO & LA ESTRELLA, PUDAHUEL",0,0,0,2,3
-70.7531613312523,-33.4171995310595,120,"1698 LA ESTRELLA, CERRO NAVIA",0,1,0,0,1
-70.7534992208674,-33.444158813601,121,"8730 SAN PABLO, PUDAHUEL",0,1,0,0,1
-70.752710344208,-33.4188381812598,122,"LA ESTRELLA & RIO DOURO, CERRO NAVIA",0,0,0,2,1
-70.7536372215027,-33.465439454799,123,"LOS MARES & LA ESTRELLA, PUDAHUEL",0,0,1,1,2
-70.7524878005068,-33.4441460613568,124,"8657 SAN PABLO, PUDAHUEL",0,1,0,0,1
-70.7520395986491,-33.4218506851435,125,"LA ESTRELLA & MAPOCHO NORTE, CERRO NAVIA",0,0,0,1,1
-70.7522537507921,-33.4442756226542,126,"8636 SAN PABLO, PUDAHUEL",0,1,0,1,1
-70.7524357820054,-33.4613442237247,127,"LA ESTRELLA & LAGUNA ZAPALLAR, PUDAHUEL",0,0,0,1,1
-70.7503323867269,-33.3630043973006,128,"548 MANUEL ANTONIO MATTA, QUILICURA",0,0,0,2,2
-70.7517433613063,-33.4365453311522,129,"8731 SAN FRANCISCO, PUDAHUEL",0,0,0,1,1
-70.7532179196496,-33.5108420230597,130,"PRIMERA TRANSVERSAL & ESQUINA BLANCA, MAIPU",0,1,0,0,1
-70.7531916665681,-33.5106079273518,131,"PRIMERA TRANSVERSAL & 5 DE ABRIL, MAIPU",0,0,0,1,1
-70.7521642622242,-33.460148662885,132,"LA ESTRELLA & LAGUNA SUR, PUDAHUEL",0,1,0,1,2
-70.7515579871583,-33.4321381095172,133,"OLMUE & SAN DANIEL, PUDAHUEL",0,1,0,0,1
-70.7528636644759,-33.5082228061061,134,"2065 PRIMERA TRANSVERSAL, MAIPU",0,1,0,0,1
-70.7510808456194,-33.4265897076314,135,"1436 LA ESTRELLA, CERRO NAVIA",0,0,0,1,1
-70.7525202712143,-33.5045393109784,136,"2387 PRIMERA TRANSVERSAL, MAIPU",0,0,0,1,1
-70.7516299088871,-33.4603275587894,137,"8424 LAGUNA SUR, PUDAHUEL",0,0,0,0,1
-70.7492777845069,-33.3554169369815,138,"LOS PIRINEOS & SANTA LAURA, QUILICURA",0,0,0,1,1
-70.7506367684972,-33.42911202471,139,"JOSE JOAQUIN PEREZ & LA ESTRELLA, PUDAHUEL",0,0,0,1,1
-70.7506035466751,-33.4322778417807,140,"LA ESTRELLA & SAN DANIEL, PUDAHUEL",0,0,0,0,1
-70.7510023725176,-33.455872491995,141,"LA TRAVESIA & LA ESTRELLA, PUDAHUEL",0,1,0,0,1
-70.7515681021836,-33.4882662773092,142,"LOS PAJARITOS & AMERICO VESPUCIO, MAIPU",1,1,1,2,5
-70.7498673800048,-33.4315036598701,143,"1382 CURICO, PUDAHUEL",0,0,0,1,1
-70.7512333442062,-33.5058470853085,144,"FELIX ALDAO & 1 SUR, MAIPU",0,1,1,0,1
-70.7497511395543,-33.4444642777489,145,"SAN PABLO & EL SALITRE, PUDAHUEL",1,2,0,3,4
-70.7495052658273,-33.4622152855249,146,"LAGUNA SAN RAFAEL & LAGUNA DEL INCA, PUDAHUEL",0,1,0,0,1
-70.7485925495941,-33.4258582826504,147,"1680 ROLANDO PETERSEN, CERRO NAVIA",0,1,0,0,1
-70.7491616927562,-33.4772441841832,148,"LONGITUDINAL & ERICK VAN DYCK, MAIPU",0,0,0,1,1
-70.7463800584537,-33.3604447964444,149,"LO MARCOLETA & SANTA LAURA, QUILICURA",0,0,0,1,1
-70.7480925950921,-33.4508003235091,150,"GENERAL OSCAR BONILLA & RUBLO RUSO, PUDAHUEL",0,1,0,0,1
-70.7486651894073,-33.4857371508836,151,"4134 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7475139636201,-33.4364336716152,152,"8525 SAN FRANCISCO, PUDAHUEL",0,1,0,0,1
-70.7470177594328,-33.413282183347,153,"ROLANDO PETERSEN & COSTANERA SUR, CERRO NAVIA",0,0,0,3,2
-70.7486628988378,-33.5161278312718,154,"4 ALAMOS & LA MANSION, MAIPU",0,0,0,1,1
-70.7453628123783,-33.365473215353,155,"SAN LUIS & SAN ESTEBAN, QUILICURA",0,0,0,1,1
-70.7462392009353,-33.4103802951362,156,"THEMIS & VICUNA MACKENNA, RENCA",0,0,0,1,1
-70.7461232480728,-33.4088849193302,157,"NEMESIS & VICUNA MACKENNA, RENCA",0,0,0,2,1
-70.7459540824325,-33.4111779035859,158,"COSTANERA NORTE & VICUNA MACKENNA, RENCA",0,1,0,0,1
-70.7456408039641,-33.4025068754162,159,"1522 VICUNA MACKENNA, RENCA",0,0,0,0,1
-70.7472720052554,-33.4854952841406,160,"4201 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7461257316999,-33.4363991219214,161,"SAN FRANCISCO & SAN ANDRES, PUDAHUEL",0,1,0,0,1
-70.7454885828278,-33.4056473268468,162,"VICUNA MACKENNA & JOSE MIGUEL INFANTE, RENCA",0,0,0,0,1
-70.7459650363293,-33.4321358285357,163,"MARTINICA & PRESIDENTE HARRY TRUMAN, PUDAHUEL",0,1,0,0,1
-70.7475652615071,-33.5161523435419,164,"4 ALAMOS & SEGUNDA TRANSVERSAL, MAIPU",0,0,0,1,1
-70.7444050721261,-33.3702572972146,165,"GABRIELA MISTRAL & ANTONIO VARAS, QUILICURA",0,0,0,1,1
-70.7441829106903,-33.3618194001878,166,"MANUEL ANTONIO MATTA & SAN ENRIQUE, QUILICURA",0,1,0,0,1
-70.7451024135534,-33.4132189665057,167,"COSTANERA SUR & PROFESOR DARIO SALAZAR, CERRO NAVIA",0,0,0,2,1
-70.7464754265499,-33.4833421902506,168,"LOS PAJARITOS & JORGE DELANO, MAIPU",0,0,0,1,1
-70.7456517730286,-33.4819830577325,169,"4444 LOS PAJARITOS, MAIPU",0,0,0,1,1
-70.7448197121604,-33.444768253566,170,"SAN PABLO & LOS EDILES, PUDAHUEL",0,1,0,0,1
-70.7455957033765,-33.5022473249523,171,"SEGUNDA TRANSVERSAL & PAMELA, MAIPU",0,0,0,1,1
-70.7427936938654,-33.3659872806738,172,"SAN LUIS & TOCONCE, QUILICURA",0,0,0,0,1
-70.7435419986862,-33.4223041188763,173,"MAPOCHO SUR & ISLAS AZORES, CERRO NAVIA",0,0,1,0,1
-70.7442785816438,-33.4596466646421,174,"288 ARCO IRIS, PUDAHUEL",0,0,0,1,1
-70.7423066981058,-33.3647405899434,175,"ESTERO NIFRE & SAN ENRIQUE, QUILICURA",0,0,0,1,1
-70.744385549674,-33.4977283166056,176,"SEGUNDA TRANSVERSAL & AMERICO VESPUCIO, MAIPU",1,0,0,1,2
-70.7428450980193,-33.4299432330563,177,"JOSE JOAQUIN PEREZ & NICANOR MOLINARE, PUDAHUEL",1,0,0,2,3
-70.7427226822192,-33.4313517773182,178,"1223 NICANOR MOLINARE, PUDAHUEL",0,1,0,1,1
-70.7428187226111,-33.4388444640189,179,"1043 ISLA MIQUELON, PUDAHUEL",0,1,0,0,1
-70.7431292479266,-33.4618902950959,180,"LAGUNA SUR & KAWEL, PUDAHUEL",0,1,0,0,1
-70.7425348268774,-33.4418604959205,181,"ALBERTO MERMOD & RICARDO VIAL, PUDAHUEL",0,0,0,1,1
-70.7426218856496,-33.457505633477,182,"LA TRAVESIA & BOLIVIA, PUDAHUEL",0,0,0,1,1
-70.7416790216068,-33.4173342608705,183,"SALVADOR GUTIERREZ & HUELEN, CERRO NAVIA",0,2,0,0,2
-70.7405890588352,-33.4149868145937,184,"KASAMA & LA CAPILLA, CERRO NAVIA",0,1,0,0,1
-70.740800717858,-33.4298998063212,185,"TENIENTE CRUZ & JOSE JOAQUIN PEREZ, CERRO NAVIA",0,0,0,2,2
-70.7408664857833,-33.4337315765841,186,"TENIENTE CRUZ & TOMAS ALBA EDISON, PUDAHUEL",0,1,0,0,1
-70.7410075380371,-33.4429460878354,187,"MAR CARIBE & TENIENTE CRUZ, PUDAHUEL",0,0,0,1,1
-70.7408374688818,-33.4376638745058,188,"1071 TENIENTE CRUZ, PUDAHUEL",0,1,0,0,1
-70.7406434457613,-33.4403359543107,189,"TENIENTE CRUZ & QUEBEC, PUDAHUEL",1,0,0,0,1
-70.7402508627943,-33.4228283074584,190,"MAPOCHO & HUELEN, CERRO NAVIA",0,0,0,1,2
-70.74059497883,-33.4432945682578,191,"896 TENIENTE CRUZ, PUDAHUEL",0,0,0,1,1
-70.74125698534,-33.4774817707615,192,"LOS PAJARITOS & LAS PARCELAS, MAIPU",0,1,0,3,3
-70.7405791585813,-33.444656521522,193,"TENIENTE CRUZ & SAN PABLO, PUDAHUEL",0,4,1,5,7
-70.7405125746954,-33.4418618490454,194,"TENIENTE CRUZ & RICARDO VIAL, PUDAHUEL",0,0,0,1,1
-70.7408889414625,-33.4623095603712,195,"LAGUNA SUR & RAYEN, PUDAHUEL",0,0,0,1,1
-70.7395513203302,-33.425498466267,196,"HUELEN & TENIENTE CRUZ, CERRO NAVIA",0,0,0,1,1
-70.7404502389439,-33.4753468104862,197,"LOS PAJARITOS & ARQUITECTO HUGO BRAVO, MAIPU",0,1,0,0,1
-70.7379065951012,-33.3666780636507,198,"GENERAL SAN MARTIN & SAN LUIS, QUILICURA",0,1,0,0,1
-70.7413800327631,-33.541652120822,199,"CAMINO A LONQUEN & SANTA MARTA, MAIPU",0,1,0,0,1
-70.7392276449615,-33.4502396483385,200,"CORONA SUECA & TENIENTE CRUZ, PUDAHUEL",0,0,0,1,1
-70.7402631199548,-33.510636961815,201,"ESQUINA BLANCA & DEL FERROCARRIL, MAIPU",0,0,0,1,1
-70.7390593472502,-33.4525867103673,202,"TENIENTE CRUZ & GENERAL OSCAR BONILLA, PUDAHUEL",0,0,1,1,2
-70.7401340844797,-33.5101067128825,203,"5 DE ABRIL & LUMEN, MAIPU",1,0,0,0,1
-70.7387506390768,-33.4543676024317,204,"TENIENTE CRUZ & CLAUDIO ARRAU, PUDAHUEL",0,0,0,1,1
-70.7378440425066,-33.4628482869174,205,"TENIENTE CRUZ & LAGUNA SUR, PUDAHUEL",0,0,0,1,3
-70.7382144671298,-33.4824753948901,206,"SIMON BOLIVAR & SANTA ROSA, MAIPU",0,0,0,1,1
-70.7369466370759,-33.4199978507283,207,"1634 RESBALON, CERRO NAVIA",0,0,0,1,1
-70.7373610900338,-33.4494271412431,208,"GABRIELA MISTRAL & PAULA JARAQUEMADA, LO PRADO",0,0,0,1,1
-70.7363226463314,-33.4064793851049,209,"ESMERALDA & JOSE MIGUEL INFANTE, RENCA",0,0,0,1,1
-70.7373501713444,-33.4682931039628,210,"LOS MARES & TENIENTE CRUZ, PUDAHUEL",0,0,0,1,1
-70.7370332242643,-33.4712825246265,211,"TENIENTE CRUZ & LOS PAJARITOS, PUDAHUEL",1,0,0,1,2
-70.7372019533367,-33.4985958002326,212,"LUMEN & EL ARENAL, MAIPU",0,1,0,0,1
-70.7370960280941,-33.5035301416025,213,"DEL FERROCARRIL & AMERICO VESPUCIO, MAIPU",0,0,0,1,1
-70.7340482138159,-33.3672190137761,214,"JOSE FRANCISCO VERGARA & LOS CARRERA, QUILICURA",0,0,0,1,1
-70.7365672123598,-33.495917329188,215,"LUMEN & 3 NORTE, MAIPU",0,0,0,1,1
-70.7359777603134,-33.4685377880375,216,"7201 DIAGONAL DE LOS LAGOS, PUDAHUEL",0,0,0,1,1
-70.734753210388,-33.4189373585085,217,"7230 SALVADOR GUTIERREZ, CERRO NAVIA",0,1,0,0,1
-70.7358596753845,-33.4928250437594,218,"PRIMO DE RIVERA & LUMEN, MAIPU",0,0,0,1,1
-70.7344383546753,-33.4447335703836,219,"7100 SAN PABLO, LO PRADO",0,0,1,0,1
-70.7338665280598,-33.4295099836321,220,"7159 JOSE JOAQUIN PEREZ, CERRO NAVIA",0,0,0,1,1
-70.7332969950298,-33.4138444356655,221,"SANTOS LUIS MEDEL & COSTANERA SUR, CERRO NAVIA",0,0,0,1,1
-70.7322051179722,-33.3680383529758,222,"RAIMUNDO ROMO & JOSE FRANCISCO VERGARA, QUILICURA",0,0,1,0,1
-70.7336722961527,-33.4446180324067,223,"SAN PABLO & LOS COPIHUES, LO PRADO",0,0,0,1,1
-70.7326292976898,-33.4072975727465,224,"JOSE MIGUEL INFANTE & CLOTARIO BLEST RIFFO, RENCA",0,0,0,1,1
-70.7315780739963,-33.3624287592626,225,"DONA LETICIA & HORACIO RIED CARRERA, QUILICURA",0,0,0,1,1
-70.7325030784281,-33.4139366915475,226,"COSTANERA SUR & LAS TORRES, CERRO NAVIA",0,0,0,2,1
-70.7326185615516,-33.4246215680221,227,"CAUQUENES & FLORENCIA, CERRO NAVIA",0,0,0,1,1
-70.7315029319147,-33.3683998612907,228,"JOSE FRANCISCO VERGARA & LIBERTADOR BERNARDO O`HIGGINS, QUILICURA",0,1,0,0,1
-70.7333341769252,-33.4903173192209,229,"ALASKA & CHECOSLOVAQUIA, MAIPU",0,0,0,1,1
-70.7325030538363,-33.4864151140439,230,"1829 LOS CANCILLERES, MAIPU",0,0,0,1,1
-70.7313426823797,-33.4610905722322,231,"LAS TORRES & LAGUNA SUR, PUDAHUEL",0,0,0,2,2
-70.7309715639928,-33.4445836268115,232,"SAN PABLO & LAS TORRES, LO PRADO",0,0,0,2,2
-70.7314219364279,-33.4683219627524,233,"LOS PAJARITOS & LAS TORRES, ESTACION CENTRAL",0,1,0,1,1
-70.7291967456076,-33.3566812783759,234,"LIBERTADOR BERNARDO O`HIGGINS & LAS TORRES, QUILICURA",0,0,0,1,1
-70.7309227934852,-33.4459189871043,235,"631 LAS TORRES, LO PRADO",0,1,0,0,1
-70.7315335439914,-33.4793404783265,236,"LAS TORRES & SIMON BOLIVAR, MAIPU",0,0,0,1,1
-70.7304650430056,-33.4445365895938,237,"SAN PABLO & LOS CLARINES, LO PRADO",0,0,0,1,1
-70.7295416870248,-33.4142666040313,238,"COSTANERA SUR & SAN SEBASTIAN, CERRO NAVIA",0,0,0,1,1
-70.7297218159046,-33.4363585159791,239,"6686 SAN FRANCISCO, LO PRADO",0,1,0,0,1
