X,Y,FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
-70.5866945329616,-33.6096363053473,1398,"ERNESTO ALVEAR & ALCALDE JUAN DE DIOS MALEBRAN, PUENTE ALTO",0,0,1,0,1
-70.5840802844317,-33.4800687778521,1399,"LOS OLMOS & ALEJANDRO TINSLY, MACUL",0,1,0,0,1
-70.5860043386146,-33.5884254333485,1400,"COQUIMBO & LOS CASTANOS, PUENTE ALTO",0,0,1,0,1
-70.585433638516,-33.5607559185292,1401,"MARIA ELENA & VICUNA MACKENNA, LA FLORIDA",0,0,0,1,1
-70.5851407082305,-33.5624100029845,1402,"VICUNA MACKENNA & TEGUALDA, LA FLORIDA",0,0,1,0,1
-70.585592795754,-33.5906672150117,1403,"LOS ROBLES & COQUIMBO, PUENTE ALTO",0,0,0,1,1
-70.5834459740138,-33.4801039401955,1404,"RAMON CRUZ MONTT & LOS OLMOS, MACUL",0,0,0,2,1
-70.5854489998707,-33.604006917832,1405,"DOMINGO TOCORNAL & CENTRAL, PUENTE ALTO",0,0,0,1,1
-70.5816454001592,-33.399313236315,1406,"LAS HUALTATAS & PIO XI, VITACURA",0,0,0,1,1
-70.5830619788245,-33.4779264121285,1407,"4635 JOSE MAZA FERNANDEZ, MACUL",0,0,0,1,1
-70.5831133917812,-33.4884411148259,1408,"SAN VICENTE DE PAUL & QUILIN, MACUL",0,1,0,2,2
-70.5832530502194,-33.5102996811837,1409,"DEPARTAMENTAL & EMBALSE LA PALMA, PENALOLEN",0,0,0,1,1
-70.5811080945829,-33.3927997536652,1410,"LUIS PASTEUR & LUIS CARRERA, VITACURA",0,0,0,3,3
-70.5815103563101,-33.420336895197,1411,"AMERICO VESPUCIO SUR & PORTOFINO, LAS CONDES",0,0,0,1,1
-70.5815352065157,-33.4240792157209,1412,"4207 CRISTOBAL COLON, LAS CONDES",0,0,0,1,1
-70.5831118041938,-33.5226384852169,1413,"1335 WALKER MARTINEZ, LA FLORIDA",0,1,0,0,1
-70.5810852115659,-33.4129021262403,1414,"4661 APOQUINDO, LAS CONDES",0,2,0,0,1
-70.5830560094263,-33.5225309793047,1415,"1360 WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
-70.5815746058471,-33.4416645717984,1416,"EMILIA TELLEZ & COVENTRY, NUNOA",0,1,0,0,1
-70.5837072253062,-33.5594162716169,1417,"SAN JORGE & PASAJE 4, LA FLORIDA",0,1,0,0,1
-70.5838567694646,-33.5699656608308,1418,"CONCHA Y TORO & PEDRO LIRA, PUENTE ALTO",0,0,0,1,1
-70.5810032263571,-33.4149052595282,1419,"EVARISTO LILLO & NEVERIA, LAS CONDES",0,0,0,1,1
-70.5843315196601,-33.6083138767364,1420,"ERNESTO ALVEAR & CENTRAL, PUENTE ALTO",0,0,0,1,1
-70.5840863911868,-33.5990373355049,1421,"COQUIMBO & SAN CARLOS, PUENTE ALTO",0,1,0,0,1
-70.5835453167765,-33.5694285546503,1422,"LOS TOROS & CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5812091665652,-33.4446452969918,1423,"PUCARA & COVENTRY, NUNOA",0,0,1,0,1
-70.5834705822356,-33.5694655837689,1424,"3919 CONCHA Y TORO, PUENTE ALTO",1,0,0,0,1
-70.582605044883,-33.5225998713318,1425,"MEXICO & WALKER MARTINEZ, LA FLORIDA",0,1,0,2,2
-70.5809091164819,-33.4292908144865,1426,"ISABEL LA CATOLICA & JUAN DE AUSTRIA, LAS CONDES",0,1,0,0,1
-70.582476481357,-33.519679595285,1427,"SAN ENRIQUE & TENIENTE DE MARINA ROLANDO FRODEN, LA FLORIDA",0,0,0,1,1
-70.5829860941708,-33.5500014544937,1428,"PERU & JOSE MIGUEL CARRERA, LA FLORIDA",0,1,0,0,1
-70.5829588804807,-33.5490999795565,1429,"JOHN KENNEDY & PERU, LA FLORIDA",0,1,0,1,1
-70.5802842428297,-33.4019278914851,1430,"5413 PRESIDENTE KENNEDY, LAS CONDES",0,0,0,1,1
-70.5833085558599,-33.5706219866857,1431,"3901 CONCHA Y TORO, PUENTE ALTO",0,0,1,0,1
-70.5836303430541,-33.6012075334018,1432,"INDEPENDENCIA & COQUIMBO, PUENTE ALTO",0,0,0,1,1
-70.5830663571289,-33.5715178871439,1433,"3865 CONCHA Y TORO, PUENTE ALTO",0,0,0,2,2
-70.5820941710507,-33.5181964651137,1434,"LOS ARALIOS & LA FLORIDA, LA FLORIDA",0,0,0,2,2
-70.5797220312991,-33.3934396819592,1435,"LUIS CARRERA & CHAPULTEPEC, VITACURA",0,1,0,0,1
-70.582962807083,-33.5741074346737,1436,"GABRIELA ORIENTE & CONCHA Y TORO, PUENTE ALTO",0,4,0,2,5
-70.5796527410564,-33.4282155992487,1437,"ISABEL LA CATOLICA & FLANDES, LAS CONDES",0,0,0,0,1
-70.5821772037904,-33.5765163222302,1438,"CONCHA Y TORO & CONCHA Y TORO, PUENTE ALTO",1,3,1,3,8
-70.5786271440845,-33.3852107519929,1439,"MANQUEHUE NORTE & ESPOZ, VITACURA",0,0,0,1,1
-70.5819912386092,-33.5793143397677,1440,"CONCHA Y TORO & GABRIELA PONIENTE, PUENTE ALTO",0,0,0,1,1
-70.5802691899943,-33.4900646481128,1441,"QUILIN & AMERICO VESPUCIO, PENALOLEN",0,0,0,1,1
-70.5784812244264,-33.3943843742613,1442,"VITACURA & LUIS CARRERA, VITACURA",0,0,0,1,1
-70.5813406055077,-33.553088684533,1443,"BACTERIOLOGICO & SAN JOSE DE LA ESTRELLA, LA FLORIDA",0,0,0,2,1
-70.5817219467243,-33.5793177825576,1444,"CONCHA Y TORO & GABRIELA PONIENTE, PUENTE ALTO",0,1,0,2,3
-70.5801751259339,-33.5103570245148,1445,"DEPARTAMENTAL & POTRERILLOS, PENALOLEN",0,0,1,0,1
-70.5813772564581,-33.5805035714854,1446,"EL PENON & CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5777068884215,-33.3789005128485,1447,"6350 SANTA MARIA, VITACURA",0,0,0,1,1
-70.5784455424129,-33.4203488844348,1448,"MARTIN DE ZAMORA & FELIX DE AMESTI, LAS CONDES",0,1,0,0,1
-70.5798846404322,-33.5062213349546,1449,"5171 SAN LUIS DE MACUL, PENALOLEN",0,0,0,1,1
-70.5793901889879,-33.4849263964515,1450,"3100 AMERICO VESPUCIO, PENALOLEN",0,1,0,1,1
-70.579857273014,-33.5224816468709,1451,"1612 WALKER MARTINEZ, LA FLORIDA",1,0,0,0,1
-70.5813228425694,-33.6035006133022,1452,"DOMINGO TOCORNAL & DIAGONAL NORTE, PUENTE ALTO",0,0,0,0,1
-70.5797142128588,-33.5152057228585,1453,"6733 NAZARIO CHACON ZAMORA, LA FLORIDA",1,0,0,1,1
-70.5807014870914,-33.5895303921304,1454,"60 ANGEL PIMENTEL, PUENTE ALTO",0,1,0,0,1
-70.580584309033,-33.5860598892184,1455,"CONCHA Y TORO & LUIS MATTE LARRAIN, PUENTE ALTO",0,1,0,1,2
-70.5772543434753,-33.4085949997422,1456,"LA GLORIA & LOS MILITARES, LAS CONDES",0,0,0,1,1
-70.577130355666,-33.4053048487313,1457,"PIO XI & PRESIDENTE RIESCO, LAS CONDES",0,0,0,1,1
-70.5784721921656,-33.4800050695963,1458,"AMERICO VESPUCIO & LOS PRESIDENTES, PENALOLEN",0,0,0,1,1
-70.5803454127556,-33.5877313049888,1459,"CONCHA Y TORO & LOS CASTANOS, PUENTE ALTO",0,0,1,0,1
-70.5778767556373,-33.461407808739,1460,"ALCALDE EDUARDO CASTILLO VELASCO & PEDRO LOBOS, NUNOA",0,1,0,0,1
-70.5770952784241,-33.4259664946542,1461,"AMERICO VESPUCIO SUR & ISABEL LA CATOLICA, LAS CONDES",0,1,0,0,1
-70.5785954915284,-33.5117028560576,1462,"5820 DIAGONAL LOS CASTANOS, LA FLORIDA",0,1,0,0,1
-70.5761417508338,-33.3785416254654,1463,"CAROLINA RABAT & SANTA MARIA, VITACURA",0,0,0,1,1
-70.5797062661745,-33.5893176496983,1464,"CONCHA Y TORO & ANGEL PIMENTEL, PUENTE ALTO",0,0,0,1,1
-70.579499189139,-33.5897802209617,1465,"2411 CONCHA Y TORO, PUENTE ALTO",1,0,0,0,1
-70.576429380962,-33.4212583327633,1466,"CRISTOBAL COLON & FELIX DE AMESTI, LAS CONDES",0,0,0,0,1
-70.5759617174767,-33.3995388812424,1467,"PRESIDENTE KENNEDY & LUIS CARRERA, VITACURA",0,0,0,0,1
-70.5762100871239,-33.4180505639472,1468,"RAFAEL GUMUCIO & MARTIN DE ZAMORA, LAS CONDES",0,0,0,0,1
-70.5795225390527,-33.6076088430964,1469,"TOCORNAL GREZ & GANDARILLAS, PUENTE ALTO",0,0,0,2,1
-70.5792373539843,-33.6091094988458,1470,"TOCORNAL & TOCORNAL GREZ, PUENTE ALTO",0,0,0,1,1
-70.5760132457022,-33.4363153379577,1471,"5554 MARIANO SANCHEZ FONTECILLA, LA REINA",0,0,0,1,1
-70.5767933692854,-33.4906951244572,1472,"5400 QUILIN, PENALOLEN",0,0,0,1,1
-70.5769503070236,-33.5023177301702,1473,"5341 LAS TORRES, PENALOLEN",0,0,0,2,1
-70.5789088047702,-33.6111878692137,1474,"132 TOCORNAL GREZ, PUENTE ALTO",0,0,0,1,1
-70.5763045098702,-33.4702477639027,1475,"GRECIA & AMERICO VESPUCIO, PENALOLEN",0,0,0,1,2
-70.5752672326557,-33.4128859679304,1476,"NEVERIA & ROSA O`HIGGINS, LAS CONDES",0,0,0,2,2
-70.5748584343645,-33.3920224855131,1477,"5841 VITACURA, VITACURA",0,0,0,1,1
-70.5782657526334,-33.5859542155485,1478,"LUIS MATTE LARRAIN & CRISTOBAL COLON, PUENTE ALTO",0,0,0,1,1
-70.5786113443759,-33.6126075164311,1479,"TOCORNAL GREZ & EYZAGUIRRE, PUENTE ALTO",0,0,1,1,2
-70.5782486458196,-33.5980297771626,1480,"SAN CARLOS & CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5751224697721,-33.4280928569844,1481,"LATADIA & AMERICO VESPUCIO SUR, LAS CONDES",0,0,0,1,1
-70.5767552549664,-33.5224219819548,1482,"1940 WALKER MARTINEZ, LA FLORIDA",0,1,0,0,1
-70.5772994921092,-33.5529779177111,1483,"SAN JOSE DE LA ESTRELLA & COLOMBIA, LA FLORIDA",0,0,0,1,1
-70.5782441868829,-33.6060650205959,1484,"SANTO DOMINGO & ERNESTO ALVEAR, PUENTE ALTO",0,0,0,1,1
-70.5773972402484,-33.5737546517332,1485,"3672 NEMESIO VICUNA, PUENTE ALTO",0,1,0,0,1
-70.5748133822889,-33.4312261690979,1486,"FRANCISCO BILBAO & AMERICO VESPUCIO SUR, LAS CONDES",0,0,0,2,2
-70.5769770243452,-33.558347874152,1487,"10954 SANTA LUCIA, LA FLORIDA",0,0,0,1,1
-70.5744044159431,-33.4324037546376,1488,"OSSA & LAS ABEJAS, LA REINA",0,1,0,0,1
-70.5734631682558,-33.3897675359364,1489,"MANQUEHUE NORTE & ARQUITECTO JUAN HERBAGE, VITACURA",0,0,0,1,1
-70.5758202025871,-33.5225150487117,1490,"2023 WALKER MARTINEZ, LA FLORIDA",0,0,0,1,1
-70.5757438687302,-33.5224619103829,1491,"WALKER MARTINEZ & SANTA DELIA, LA FLORIDA",0,0,1,1,1
-70.5768700299607,-33.5891915059485,1492,"289 ANGEL PIMENTEL, PUENTE ALTO",1,0,0,0,1
-70.5733847797575,-33.4039094620218,1493,"PRESIDENTE RIESCO & ROSARIO NORTE, LAS CONDES",0,0,0,1,1
-70.5764105505798,-33.5757782857105,1494,"3506 LA CAMPINA, PUENTE ALTO",0,0,1,0,1
-70.5762471122676,-33.5685657994676,1495,"LOS TOROS & RIO CLARO, PUENTE ALTO",0,0,0,2,2
-70.5751236536834,-33.5066607384314,1496,"SAN LUIS DE MACUL & LOS CEREZOS, PENALOLEN",0,1,0,1,2
-70.5737943201026,-33.4373355456662,1497,"OSSA & MARIANO SANCHEZ FONTECILLA, LA REINA",0,0,1,3,2
-70.5769603421717,-33.6125023255463,1498,"SANTO DOMINGO & EYZAGUIRRE, PUENTE ALTO",0,0,0,1,1
-70.573617200228,-33.4287162009722,1499,"4548 MANUEL BARRIOS, LAS CONDES",0,1,0,0,1
-70.5752720159456,-33.5261293339243,1500,"LAS MERCEDES & NUEVO, LA FLORIDA",0,0,0,1,1
-70.5765911761582,-33.6058426121365,1501,"CONCHA Y TORO & ERNESTO ALVEAR, PUENTE ALTO",0,0,1,4,4
-70.5735140508006,-33.4378982433574,1502,"OSSA & TOBALABA, LA REINA",1,0,0,2,2
-70.5748822058194,-33.5224458168455,1503,"WALKER MARTINEZ & VECINAL, LA FLORIDA",0,1,0,0,1
-70.5763890275556,-33.6071708588335,1504,"CONCHA Y TORO & GANDARILLAS, PUENTE ALTO",0,0,0,1,1
-70.572790988421,-33.4103381202116,1505,"APOQUINDO & FLOR DE AZUCENA, LAS CONDES",0,0,0,1,1
-70.5738718539164,-33.4708017461752,1506,"1849 LA LAGUNA, PENALOLEN",0,0,1,0,1
-70.5727686048816,-33.4120789616481,1507,"LUIS ZEGERS & NEVERIA, LAS CONDES",0,0,0,1,1
-70.5723109587727,-33.3902601205853,1508,"JUAN XXIII & IRENE FREI, VITACURA",0,1,0,1,2
-70.5757700165032,-33.582622241306,1509,"MAESTRO PALOMO & MIGUEL COVARRUBIAS, PUENTE ALTO",0,0,0,1,1
-70.5761083841132,-33.6089239589462,1510,"362 CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5761031325557,-33.60863544471,1511,"408 CONCHA Y TORO, PUENTE ALTO",0,2,0,1,3
-70.5760931777507,-33.608680662376,1512,"CONCHA Y TORO & TOCORNAL, PUENTE ALTO",0,0,0,1,1
-70.5757615009166,-33.6058531851851,1513,"EDUARDO CORDERO & BALMACEDA, PUENTE ALTO",0,0,0,2,2
-70.5730872434928,-33.4607291824591,1514,"AMERICO VESPUCIO & VASCO DE GAMA, NUNOA",0,0,0,2,1
-70.5757935989357,-33.610578293412,1515,"144 CONCHA Y TORO, PUENTE ALTO",0,0,0,3,1
-70.5716529177589,-33.3817730596999,1516,"LUIS PASTEUR & EDUARDO ACEVEDO, VITACURA",0,1,0,0,1
-70.5757438230952,-33.6108043815967,1517,"126 CONCHA Y TORO, PUENTE ALTO",0,0,1,1,1
-70.5757384082952,-33.6105068513287,1518,"CONCHA Y TORO & CLAVERO, PUENTE ALTO",0,0,0,1,1
-70.5757240767774,-33.6109038329334,1519,"118 CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5756645094188,-33.6111841547864,1520,"96 CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5719329167474,-33.406281681549,1521,"LOS MILITARES & ROSARIO NORTE, LAS CONDES",0,0,0,1,1
-70.5712976126797,-33.3793515888649,1522,"SAN JOSEMARIA ESCRIVA DE BALAGUER & GUARANIES, VITACURA",0,0,0,2,2
-70.5724913544268,-33.4533506971213,1523,"5560 IRARRAZAVAL, NUNOA",0,0,0,2,1
-70.5753622378487,-33.6123423297764,1524,"EYZAGUIRRE & CONCHA Y TORO, PUENTE ALTO",0,0,0,2,2
-70.5723098888797,-33.4438927144817,1525,"SAN VICENTE DE PAUL & OSSA, LA REINA",0,0,0,1,1
-70.5718352286868,-33.4187644308278,1526,"SEBASTIAN ELCANO & CRISTOBAL COLON, LAS CONDES",0,0,0,1,1
-70.5725381788471,-33.4589234577361,1527,"AMERICO VESPUCIO & DIAGONAL ORIENTE, NUNOA",0,1,0,0,1
-70.5723102906231,-33.4534521960028,1528,"IRARRAZAVAL & JUAN SABAJ, NUNOA",0,0,1,0,1
-70.5710158478658,-33.3869938037008,1529,"JUAN XXIII & ISLAS GALAPAGOS, VITACURA",0,1,0,1,2
-70.571961768991,-33.4454663286865,1530,"OSSA & ECHENIQUE, LA REINA",0,1,0,0,2
-70.5748947485227,-33.6097510537284,1531,"255 BALMACEDA, PUENTE ALTO",0,0,0,1,1
-70.5748166372373,-33.6149374895694,1532,"CONCHA Y TORO & GENARO SALINAS, PUENTE ALTO",0,0,0,1,1
-70.5704095671297,-33.3747994774564,1533,"7139 LUIS PASTEUR, VITACURA",0,1,0,0,1
-70.5744839310846,-33.6025688048659,1534,"DOMINGO TOCORNAL & SANTA ELENA, PUENTE ALTO",0,0,0,1,1
-70.5745820494849,-33.6091508183137,1535,"137 JOSE LUIS COO, PUENTE ALTO",0,0,0,1,1
-70.5745972722186,-33.6117658913499,1536,"36 BALMACEDA, PUENTE ALTO",0,0,0,1,1
-70.571599425259,-33.4480411629507,1537,"OSSA & SIMON BOLIVAR, LA REINA",1,1,0,1,2
-70.5731771680817,-33.5436333650218,1538,"SANTA AMALIA & CANADA, LA FLORIDA",0,0,1,0,1
-70.5744033539492,-33.6123635586892,1539,"BALMACEDA & EYZAGUIRRE, PUENTE ALTO",1,1,0,0,2
-70.5741753189124,-33.6039705495489,1540,"PROFESOR ALCAINO & SANTA ELENA, PUENTE ALTO",0,0,0,1,1
-70.5708589481926,-33.4212839220301,1541,"ALONSO DE CAMARGO & SEBASTIAN ELCANO, LAS CONDES",0,0,0,1,1
-70.5742981352031,-33.6178389186749,1542,"CONCHA Y TORO & ABATE MOLINA, PUENTE ALTO",0,0,0,1,1
-70.57049947842,-33.4096817534154,1543,"APOQUINDO & ROSARIO NORTE, LAS CONDES",0,0,0,2,2
-70.574195216561,-33.6192921512033,1544,"555 CONCHA Y TORO, PUENTE ALTO",0,0,0,1,1
-70.5709936974693,-33.4520349661276,1545,"126 OSSA, NUNOA",0,0,1,0,1
-70.571223380557,-33.4701319211786,1546,"GRECIA & FRATERNIDAD, PENALOLEN",0,1,0,0,1
-70.5706495614155,-33.4436883000562,1547,"SAN VICENTE DE PAUL & SANTA LUISA DE MARILLAC, LA REINA",0,0,0,1,1
-70.5707825931662,-33.4534535270567,1548,"OSSA & LARRAIN, LA REINA",0,0,0,1,1
-70.5700188137786,-33.4116538578741,1549,"370 LAS MALVAS, LAS CONDES",0,0,0,1,1
-70.5701768251503,-33.4293911000288,1550,"SEBASTIAN ELCANO & CARLOS ALVARADO, LAS CONDES",0,0,0,1,1
-70.5696460155914,-33.4022884123993,1551,"MANQUEHUE & PRESIDENTE RIESCO, LAS CONDES",0,0,0,1,1
-70.5701104123759,-33.4310783840246,1552,"FRANCISCO BILBAO & SEBASTIAN ELCANO, LAS CONDES",0,0,0,2,1
-70.573198044333,-33.6089069039648,1553,"SANTA ELENA & JOSE LUIS COO, PUENTE ALTO",0,0,0,1,1
-70.5723281164767,-33.5615634014067,1554,"DIEGO PORTALES & JOSEFA PORTALES, LA FLORIDA",0,0,0,1,1
-70.5723496863381,-33.5681013418852,1555,"LOS TOROS & NONATO COO, PUENTE ALTO",0,0,0,1,1
-70.5704288999654,-33.4702321748676,1556,"6242 GRECIA, PENALOLEN",0,1,0,0,1
-70.5716312047564,-33.5397390765866,1557,"ENRIQUE OLIVARES & LA FLORIDA, LA FLORIDA",0,0,0,1,1
-70.571098018715,-33.5114554934964,1558,"DEPARTAMENTAL & VOLCAN LLAIMA, LA FLORIDA",1,0,0,0,1
-70.5690891352981,-33.4101865977481,1559,"5875 MAR DE LOS SARGAZOS, LAS CONDES",0,0,0,1,1
-70.5684945973919,-33.3890728927684,1560,"6551 VITACURA, VITACURA",0,1,0,0,1
-70.5686232163743,-33.4052052905355,1561,"MANQUEHUE & LOS MILITARES, LAS CONDES",0,1,0,0,1
-70.5721004574765,-33.5989106867042,1562,"1149 NEMESIO VICUNA, PUENTE ALTO",0,0,0,1,1
-70.5686174997442,-33.4090742760954,1563,"APOQUINDO & O`CONNELL, LAS CONDES",0,1,0,0,1
-70.5720079330146,-33.5997505534202,1564,"CARLOS IBANES DEL CAMPO & NEMESIO VICUNA, PUENTE ALTO",0,0,0,1,1
-70.5681458795658,-33.3864168509777,1565,"1770 BUENAVENTURA, VITACURA",0,1,0,1,2
-70.5685083720041,-33.4089854716228,1566,"5972 APOQUINDO, LAS CONDES",0,1,0,1,1
-70.5698236438283,-33.4826130199323,1567,"AFLUENTE & LOS PRESIDENTES, PENALOLEN",0,1,0,0,1
-70.572194164866,-33.6159448182195,1568,"MARIANO LATORRE & SARGENTO MENADIER, PUENTE ALTO",0,0,0,1,1
-70.5715342129371,-33.580169054741,1569,"EL PENON & SAN FRANCISCO, PUENTE ALTO",0,0,0,2,2
-70.5682527861858,-33.4109186499596,1570,"REPUBLICA ARABE DE EGIPTO & DEL INCA, LAS CONDES",0,0,0,1,1
-70.5715453834139,-33.602173303087,1571,"NEMESIO VICUNA & DOMINGO TOCORNAL, PUENTE ALTO",0,0,0,1,1
-70.5706395298083,-33.5527830397675,1572,"MEXICO & SAN JOSE DE LA ESTRELLA, LA FLORIDA",0,0,0,1,1
-70.5681044343383,-33.4176212243033,1573,"CRISTOBAL COLON & DOMINGO BONDI, LAS CONDES",0,0,0,2,2
-70.5706315871578,-33.5612693047209,1574,"NUEVO CONTINENTE & DIEGO PORTALES, LA FLORIDA",0,1,0,1,2
-70.5683705609062,-33.4449707081702,1575,"813 JESUS, LA REINA",0,0,0,2,1
-70.5686731626287,-33.4707323840533,1576,"LOS MOLINEROS & GRECIA, PENALOLEN",0,0,0,1,1
-70.5686243737506,-33.4716077824819,1577,"CORONEL ALEJANDRO SEPULVEDA & EL DESIERTO, PENALOLEN",0,0,0,1,1
-70.5674254692249,-33.4091614921388,1578,"6073 APOQUINDO, LAS CONDES",0,1,0,0,1
-70.5671568724278,-33.3983968531631,1579,"NUESTRA SENORA DEL ROSARIO & CERRO COLORADO, LAS CONDES",0,0,0,1,1
-70.5672896583293,-33.4087844334843,1580,"MANQUEHUE SUR & APOQUINDO, LAS CONDES",0,2,0,0,2
-70.5701565218542,-33.5766784609593,1581,"GABRIELA ORIENTE & NONATO COO, PUENTE ALTO",0,1,0,1,2
-70.5686983167546,-33.5025668007912,1582,"PASAJE 470 & PASAJE 471, PENALOLEN",0,0,0,1,1
-70.5665845054382,-33.3850747832368,1583,"LO BELTRAN & CARMEN FARINA, VITACURA",0,0,0,1,1
-70.5681462505919,-33.4773224527481,1584,"EL VALLE & AFLUENTE, PENALOLEN",0,1,0,0,1
-70.5665597619532,-33.3986749482792,1585,"NUESTRA SENORA DEL ROSARIO & PRESIDENTE RIESCO, LAS CONDES",0,0,0,1,1
-70.5683791369584,-33.5039686815464,1586,"LAS TORRES & LOS TALLADORES, PENALOLEN",0,0,0,1,1
-70.5677316806648,-33.4776072672814,1587,"EL VALLE & BARRANQUILLA, PENALOLEN",0,0,1,0,1
-70.5664683995421,-33.4085603277865,1588,"CUARTO CENTENARIO & APOQUINDO, LAS CONDES",0,0,0,2,2
-70.5666368887148,-33.4185416136735,1589,"1144 MEDINACELLI, LAS CONDES",0,0,0,1,1
-70.5675290069766,-33.4711346508381,1590,"6471 GRECIA, PENALOLEN",0,0,1,2,1
-70.5700455009594,-33.6121754688828,1591,"EYZAGUIRRE & NEMESIO VICUNA, PUENTE ALTO",0,0,1,0,1
-70.5670122605083,-33.4531856023846,1592,"LARRAIN & JAVIERA CARRERA SUR, LA REINA",0,0,0,2,2
-70.5673479241623,-33.482590250811,1593,"CARACAS & RIO BAKER, PENALOLEN",0,0,0,1,1
-70.5661255321359,-33.4170149378015,1594,"CRISTOBAL COLON & LA CAPITANIA, LAS CONDES",0,0,0,2,1
-70.5684012816842,-33.54753574239,1595,"LA FLORIDA & TRINIDAD ORIENTE, LA FLORIDA",0,2,0,2,3
-70.5678509169339,-33.5224268189274,1596,"2991 WALKER MARTINEZ, LA FLORIDA",0,2,0,0,2
-70.5657787512209,-33.4138718808027,1597,"LAS MALVAS & MANQUEHUE SUR, LAS CONDES",0,0,0,0,2
-70.5693306025124,-33.6155483184185,1598,"SARGENTO MENADIER & CARLOS AGUIRRE LUCO, PUENTE ALTO",0,0,0,3,2
-70.5650924220574,-33.3869965110481,1599,"VITACURA & MIGUEL COMAS, VITACURA",0,0,0,1,1
-70.5653860584512,-33.4147606447537,1600,"MANQUEHUE SUR & MARTIN DE ZAMORA, LAS CONDES",0,0,0,1,1
-70.5651707213971,-33.4081528414356,1601,"NORUEGA & APOQUINDO, LAS CONDES",0,1,0,0,1
-70.56782381489,-33.5626666588698,1602,"MEXICO & BAHIA INGLESA, LA FLORIDA",0,0,0,1,1
-70.5661505869069,-33.4794489678721,1603,"CARACAS & LAGO VILLARRICA, PENALOLEN",0,1,0,0,1
-70.564828213273,-33.4166345012098,1604,"CRISTOBAL COLON & MANQUEHUE SUR, LAS CONDES",0,0,0,1,1
-70.5678094569689,-33.5916604113961,1605,"921 FLAMENCO, PUENTE ALTO",0,0,0,1,1
-70.565324517338,-33.4712166252469,1606,"6604 GRECIA, PENALOLEN",1,0,0,0,1
-70.5666933924834,-33.5525625017217,1607,"SAN JOSE DE LA ESTRELLA & LOS LIBRETISTAS, LA FLORIDA",0,0,1,0,1
-70.5643274557505,-33.4252894968283,1608,"MANQUEHUE SUR & ISABEL LA CATOLICA, LAS CONDES",0,0,0,1,1
-70.564797791893,-33.4592739315142,1609,"FRANCISCO DE VILLAGRA & LYNCH SUR, LA REINA",0,0,0,1,1
-70.5667359103074,-33.567442064369,1610,"MEXICO & LOS TOROS, PUENTE ALTO",0,0,0,1,1
-70.5649986270613,-33.4716446042694,1611,"6661 GRECIA, PENALOLEN",0,1,0,1,1
-70.5637728891669,-33.4099561246025,1612,"MARIA TERESA & CUARTO CENTENARIO, LAS CONDES",0,0,0,1,1
-70.566210716027,-33.5502869914269,1613,"LA FLORIDA & JOSE MIGUEL CARRERA, PUENTE ALTO",0,1,0,0,1
-70.5669369959101,-33.591085282265,1614,"SAN HUGO & NONATO COO, PUENTE ALTO",0,1,0,0,1
-70.5666979367843,-33.5951464992032,1615,"NONATO COO & ABOGADO, PUENTE ALTO",0,0,0,1,1
-70.5667588678382,-33.6014945340493,1616,"DOMINGO TOCORNAL & LA BALANZA, PUENTE ALTO",1,0,0,0,1
-70.564977190341,-33.5045528083078,1617,"LAS TORRES & LOS VERDULEROS, PENALOLEN",0,0,0,1,1
-70.566429141764,-33.5927961536268,1618,"NONATO COO & LAS NIEVES ORIENTE, PUENTE ALTO",0,0,1,0,1
-70.5647174690041,-33.4984957748571,1619,"QUILIN & EL PASEO, PENALOLEN",0,0,0,1,1
-70.5661603435951,-33.5970020366341,1620,"SAN CARLOS & NONATO COO, PUENTE ALTO",0,0,0,2,2
-70.5640830831936,-33.5081083011653,1621,"GABRIELA MISTRAL & SAN LUIS DE MACUL, PENALOLEN",0,0,0,1,1
-70.5621804462765,-33.4111034967031,1622,"CUARTO CENTENARIO & MONROE, LAS CONDES",0,1,0,0,1
-70.5647722481343,-33.5571229841605,1623,"1975 SAN JORGE, LA FLORIDA",0,0,0,1,1
-70.5616595491096,-33.3946152862119,1624,"GERONIMO DE ALDERETE & PRESIDENTE KENNEDY, LAS CONDES",1,0,0,1,1
-70.5653335358836,-33.6013412343711,1625,"NONATO COO & DOMINGO TOCORNAL, PUENTE ALTO",0,2,0,1,3
-70.5628831019065,-33.4718877425851,1626,"GRECIA & ICTINOS, PENALOLEN",0,1,0,5,3
-70.5610360238938,-33.3723654980241,1627,"CAMINO EL CANAL & GRAN VIA, VITACURA",0,0,0,1,1
-70.5646404441649,-33.5760900039128,1628,"MEXICO & GABRIELA ORIENTE, PUENTE ALTO",0,1,0,2,3
-70.5622935231881,-33.4768101860078,1629,"6970 CORONEL ALEJANDRO SEPULVEDA, PENALOLEN",0,0,1,0,1
-70.5636512846613,-33.552898570929,1630,"CAMILO HENRIQUEZ & SAN JOSE DE LA ESTRELLA, PUENTE ALTO",0,0,0,1,1
