X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Atropellos
-70.65168,-33.431141,874,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,ARTESANOS,LA PAZ,NULL,-33.431141,-70.65168,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131080052,ARTESANOS - LA PAZ,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.792084,-33.556156,875,2019,13,REGION METROPOLITANA,MAIPU,URBANA,PARQUE CENTRAL ORIENTE,NULL,374,-33.556156,-70.792084,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192466,- PARQUE CENTRAL ORIENTE,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.651604,-33.466389,876,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ROBERTO ESPINOZA,PEDRO LAGOS,NULL,-33.466389,-70.651604,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010547,PEDRO LAGOS - ROBERTO ESPINOZA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.791618,-33.536945,877,2019,13,REGION METROPOLITANA,MAIPU,URBANA,OSMAN PEREZ FREIRE,NULL,812,-33.536945,-70.791618,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192426,- OSMAN PEREZ FREIRE,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.791344,-33.520336,878,2019,13,REGION METROPOLITANA,MAIPU,URBANA,4 PONIENTE,CAMPANARIO,NULL,-33.520336,-70.791344,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190024,4 PONIENTE - CAMPANARIO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.791336,-33.505436,879,2019,13,REGION METROPOLITANA,MAIPU,URBANA,4 PONIENTE,CAMINO A RINCONADA,NULL,-33.505436,-70.791336,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190024,4 PONIENTE - CAMINO A RINCONADA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,3,2
-70.791222,-33.557678,880,2019,13,REGION METROPOLITANA,MAIPU,URBANA,PARQUE CENTRAL PONIENTE,NULL,547,-33.557678,-70.791222,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192467,- PARQUE CENTRAL PONIENTE,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,2,1
-70.790543,-33.51091,881,2019,13,REGION METROPOLITANA,MAIPU,URBANA,4 PONIENTE,LA CANDELARIA,NULL,-33.51091,-70.790543,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190024,4 PONIENTE - LA CANDELARIA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.788269,-33.524681,882,2019,13,REGION METROPOLITANA,MAIPU,URBANA,NVA SAN MARTIN,LAS TACAS,NULL,-33.524681,-70.788269,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192375,LAS TACAS - NVA SAN MARTIN,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.786903,-33.524773,883,2019,13,REGION METROPOLITANA,MAIPU,URBANA,NVA SAN MARTIN,LAS NACIONES,NULL,-33.524773,-70.786903,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131192375,LAS NACIONES - NVA SAN MARTIN,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,2,1
-70.786354,-33.507072,884,2019,13,REGION METROPOLITANA,MAIPU,URBANA,PANGAL,NULL,2342,-33.507072,-70.786354,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192457,- PANGAL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.786293,-33.509144,885,2019,13,REGION METROPOLITANA,MAIPU,URBANA,JOSE MANUEL BORGONO,PANGAL,NULL,-33.509144,-70.786293,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131191499,JOSE MANUEL BORGONO - PANGAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.785866,-33.561729,886,2019,13,REGION METROPOLITANA,MAIPU,URBANA,LAGO DE LUGANO,PARQUE CENTRAL PONIENTE,NULL,-33.561729,-70.785866,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131191696,LAGO DE LUGANO - PARQUE CENTRAL PONIENTE,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.785294,-33.514698,887,2019,13,REGION METROPOLITANA,MAIPU,URBANA,LAS NACIONES,EL HUASO,NULL,-33.514698,-70.785294,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,24,ROTONDA,131191757,EL HUASO - LAS NACIONES,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.783112,-33.511013,888,2019,13,REGION METROPOLITANA,MAIPU,URBANA,LEGUISAMO,NULL,1816,-33.511013,-70.783112,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131191801,- LEGUISAMO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.781601,-33.545109,889,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,NULL,17050,-33.545109,-70.781601,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131190392,- CAMINO A MELIPILLA,2,2,2,BIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-70.780083,-33.490948,890,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ING EDUARDO DOMINGUEZ,NULL,920,-33.490948,-70.780083,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131191384,- ING EDUARDO DOMINGUEZ,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.779274,-33.519997,891,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMPANARIO,3 PONIENTE,NULL,-33.519997,-70.779274,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131190412,3 PONIENTE - CAMPANARIO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.779251,-33.524426,892,2019,13,REGION METROPOLITANA,MAIPU,URBANA,3 PONIENTE,NVA SAN MARTIN,NULL,-33.524426,-70.779251,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190018,3 PONIENTE - NVA SAN MARTIN,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,2
-70.779213,-33.51545,893,2019,13,REGION METROPOLITANA,MAIPU,URBANA,3 PONIENTE,LAS TINAJAS,NULL,-33.51545,-70.779213,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190018,3 PONIENTE - LAS TINAJAS,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.77919,-33.443886,894,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SAN PABLO,AMERICO VESPUCIO,NULL,-33.443886,-70.77919,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,AMERICO VESPUCIO - SAN PABLO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.778534,-33.525978,895,2019,13,REGION METROPOLITANA,MAIPU,URBANA,3 PONIENTE,GERMAN GARCES,NULL,-33.525978,-70.778534,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190018,3 PONIENTE - GERMAN GARCES,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,2,2
-70.778488,-33.542084,896,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,EGIPTO,NULL,-33.542084,-70.778488,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA - EGIPTO,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,1,1,0,0,2
-70.778358,-33.52634,897,2019,13,REGION METROPOLITANA,MAIPU,URBANA,LOS CLERIGOS,3 PONIENTE,NULL,-33.52634,-70.778358,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131191941,3 PONIENTE - LOS CLERIGOS,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,2,0,0,2
-70.77803,-33.509007,898,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,3 PONIENTE,NULL,-33.509007,-70.77803,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,3 PONIENTE - CAMINO A RINCONADA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.777908,-33.515377,899,2019,13,REGION METROPOLITANA,MAIPU,URBANA,LAS TINAJAS,3 PONIENTE,NULL,-33.515377,-70.777908,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131191782,3 PONIENTE - LAS TINAJAS,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.777367,-33.426449,900,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SALAR DE ATACAMA,RIO ITATA,NULL,-33.426449,-70.777367,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131241205,RIO ITATA - SALAR DE ATACAMA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.777039,-33.490875,901,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL ROSAL,ING EDUARDO DOMINGUEZ,NULL,-33.490875,-70.777039,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190976,EL ROSAL - ING EDUARDO DOMINGUEZ,1,1,2,BIDIRECCIONAL,1,CONCRETO,1,0,0,0,1
-70.776962,-33.528999,902,2019,13,REGION METROPOLITANA,MAIPU,URBANA,3 PONIENTE,NULL,868,-33.528999,-70.776962,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190018,- 3 PONIENTE,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-70.776962,-33.489883,903,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ANTAMO,ESPINO BLANCO,NULL,-33.489883,-70.776962,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190150,ANTAMO - ESPINO BLANCO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.77636,-33.498451,904,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ATILA,DESIRE,NULL,-33.498451,-70.77636,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190231,ATILA - DESIRE,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.776031,-33.532181,905,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ALFREDO SILVA CARVALLO,HERNAN OLGUIN,NULL,-33.532181,-70.776031,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190093,ALFREDO SILVA CARVALLO - HERNAN OLGUIN,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,2,3
-70.775558,-33.509205,906,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL OLIMPO,CAMINO A RINCONADA,NULL,-33.509205,-70.775558,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,CAMINO A RINCONADA - EL OLIMPO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,1,1
-70.775528,-33.540188,907,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,JACQUES COSTEAU,NULL,-33.540188,-70.775528,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190392,CAMINO A MELIPILLA - JACQUES COSTEAU,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,2,2
-70.775398,-33.52457,908,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL OLIMPO,NVA SAN MARTIN,NULL,-33.52457,-70.775398,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190950,EL OLIMPO - NVA SAN MARTIN,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.775146,-33.458878,909,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,LAGUNA SUR,NULL,9600,-33.458878,-70.775146,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131240642,- LAGUNA SUR,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.775116,-33.533215,910,2019,13,REGION METROPOLITANA,MAIPU,URBANA,RENE OLIVARES BECERRA,HERNAN OLGUIN,NULL,-33.533215,-70.775116,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192755,HERNAN OLGUIN - RENE OLIVARES BECERRA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.774185,-33.491447,911,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO DEL ORO,NULL,121,-33.491447,-70.774185,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190402,- CAMINO DEL ORO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.774124,-33.508217,912,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,NULL,1201,-33.508217,-70.774124,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190394,- CAMINO A RINCONADA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,2,2
-70.773094,-33.538265,913,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,JUDEA,NULL,-33.538265,-70.773094,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190392,CAMINO A MELIPILLA - JUDEA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.773003,-33.535404,914,2019,13,REGION METROPOLITANA,MAIPU,URBANA,HERNAN OLGUIN,NULL,176,-33.535404,-70.773003,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131191319,- HERNAN OLGUIN,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.772987,-33.509163,915,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A RINCONADA,EL CID,NULL,-33.509163,-70.772987,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA - EL CID,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.772842,-33.543732,916,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ETIOPIA,LAS INDUSTRIAS,NULL,-33.543732,-70.772842,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131191082,ETIOPIA - LAS INDUSTRIAS,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.772652,-33.53019,917,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL OLIMPO,ALFREDO SILVA CARVALLO,NULL,-33.53019,-70.772652,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190950,ALFREDO SILVA CARVALLO - EL OLIMPO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,2
-70.772552,-33.519707,918,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMPANARIO,EL CID,NULL,-33.519707,-70.772552,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190412,CAMPANARIO - EL CID,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,2,1
-70.772194,-33.538208,919,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,NULL,15900,-33.538208,-70.772194,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190392,- CAMINO A MELIPILLA,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.771736,-33.534744,920,2019,13,REGION METROPOLITANA,MAIPU,URBANA,3 PONIENTE,ANTONIO ROMERO,NULL,-33.534744,-70.771736,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190018,3 PONIENTE - ANTONIO ROMERO,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.771057,-33.50695,921,2019,13,REGION METROPOLITANA,MAIPU,URBANA,RENGO,NULL,2258,-33.50695,-70.771057,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131192762,- RENGO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.770943,-33.44331,922,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SAN PABLO,EL TRANQUE,NULL,-33.44331,-70.770943,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,EL TRANQUE - SAN PABLO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.770576,-33.428787,923,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SAN DANIEL,EL TRANQUE,NULL,-33.428787,-70.770576,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,EL TRANQUE - SAN DANIEL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.770462,-33.524906,924,2019,13,REGION METROPOLITANA,MAIPU,URBANA,DEL REY,NVA SAN MARTIN,NULL,-33.524906,-70.770462,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190730,DEL REY - NVA SAN MARTIN,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.770203,-33.44751,925,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,RUTA 68,NULL,75,-33.44751,-70.770203,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131241201,- RUTA 68,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.769814,-33.536259,926,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,3 PONIENTE,NULL,-33.536259,-70.769814,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190392,3 PONIENTE - CAMINO A MELIPILLA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,1,2,2
-70.769463,-33.535568,927,2019,13,REGION METROPOLITANA,MAIPU,URBANA,FERROCARRIL,1 SUR,NULL,-33.535568,-70.769463,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131191137,1 SUR - FERROCARRIL,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.768517,-33.444519,928,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SERRANO,ATENAS,NULL,-33.444519,-70.768517,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131241250,ATENAS - SERRANO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.768021,-33.382,929,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,CAMINO LO BOZA,NULL,120,-33.382,-70.768021,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131240150,- CAMINO LO BOZA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.767998,-33.53532,930,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CAMINO A MELIPILLA,NULL,15300,-33.53532,-70.767998,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190392,- CAMINO A MELIPILLA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,1,1
-70.767509,-33.513931,931,2019,13,REGION METROPOLITANA,MAIPU,URBANA,REPUBLICA,NULL,1806,-33.513931,-70.767509,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131192767,- REPUBLICA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.767433,-33.507881,932,2019,13,REGION METROPOLITANA,MAIPU,URBANA,GRAL ORDONEZ,NULL,829,-33.507881,-70.767433,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131191257,- GRAL ORDONEZ,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,2,1
-70.767174,-33.450302,933,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SERRANO,NULL,536,-33.450302,-70.767174,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131241250,- SERRANO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-70.765915,-33.48468,934,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL ROSAL,NINO JESUS,NULL,-33.48468,-70.765915,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190976,EL ROSAL - NINO JESUS,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,1,0,1
-70.765862,-33.49638,935,2019,13,REGION METROPOLITANA,MAIPU,URBANA,HERNAN BRAVO CRUZ,EVEREST,NULL,-33.49638,-70.765862,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131191315,EVEREST - HERNAN BRAVO CRUZ,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.765686,-33.426422,936,2019,13,REGION METROPOLITANA,CERRO NAVIA,URBANA,JOSE JOAQUIN PEREZ,EL CISNE,NULL,-33.426422,-70.765686,1,13103,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131030268,EL CISNE - JOSE JOAQUIN PEREZ,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,1,1
-70.765053,-33.4645,937,2019,13,REGION METROPOLITANA,MAIPU,URBANA,AMERICO VESPUCIO,CAMINO CASAS VIEJAS,NULL,-33.4645,-70.765053,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190124,AMERICO VESPUCIO - CAMINO CASAS VIEJAS,3,3,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,1,1
-70.764954,-33.509724,938,2019,13,REGION METROPOLITANA,MAIPU,URBANA,SAN MARTIN,CAMINO A RINCONADA,NULL,-33.509724,-70.764954,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131192883,CAMINO A RINCONADA - SAN MARTIN,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.7647586,-33.5091066,939,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CHACABUCO,SAN MARTIN,NULL,-33.5091066,-70.7647586,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131190541,CHACABUCO - SAN MARTIN,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,2,1,1
-70.764404,-33.498722,940,2019,13,REGION METROPOLITANA,MAIPU,URBANA,ARGENTINA,SAN MARTIN,NULL,-33.498722,-70.764404,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190191,ARGENTINA - SAN MARTIN,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.764076,-33.442043,941,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,SAN PABLO,FEDERICO ERRAZURIZ,NULL,-33.442043,-70.764076,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,FEDERICO ERRAZURIZ - SAN PABLO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.763962,-33.518372,942,2019,13,REGION METROPOLITANA,MAIPU,URBANA,CHILLAN,NULL,60,-33.518372,-70.763962,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131190568,- CHILLAN,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.763802,-33.432186,943,2019,13,REGION METROPOLITANA,PUDAHUEL,URBANA,PUDAHUEL,NULL,1267,-33.432186,-70.763802,1,13124,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131241126,- PUDAHUEL,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,0,1
-70.763643,-33.510142,944,2019,13,REGION METROPOLITANA,MAIPU,RURAL,CAMINO A RINCONADA,NULL,4,-33.510142,-70.763643,1,13119,10,ATROPELLO,10,ATROPELLO,2,RURAL,1,TRAMO DE VIA RECTA,131190394,- CAMINO A RINCONADA,1,1,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.763107,-33.521069,945,2019,13,REGION METROPOLITANA,MAIPU,URBANA,EL CARMEN,SUR,NULL,-33.521069,-70.763107,1,13119,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190853,EL CARMEN - SUR,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
