X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Tipo_,Tipo_Accid,Cód_Tipo1,Tipo__CONA,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Atropellos
-70.66317,-33.58514,317,2019,13,REGION METROPOLITANA,SAN BERNARDO,URBANA,SAN FRANCISCO,LO BLANCO,NULL,-33.58514,-70.66317,1,13401,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134011066,LO BLANCO - SAN FRANCISCO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.662994,-33.419685,318,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,FERMIN VIVACETA,NULL,957,-33.419685,-70.662994,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080144,- FERMIN VIVACETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.662849,-33.531075,319,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,8347,-33.531075,-70.662849,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131090158,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,1,0,1
-70.662552,-33.437408,320,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STO DOMINGO,ALMTE BARROSO,NULL,-33.437408,-70.662552,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010635,ALMTE BARROSO - STO DOMINGO,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.662376,-33.406998,321,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,HIPODROMO CHILE,HUASCO,NULL,-33.406998,-70.662376,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080167,HIPODROMO CHILE - HUASCO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.662155,-33.377056,322,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,POMAIRE,NULL,1274,-33.377056,-70.662155,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131040604,- POMAIRE,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.662125,-33.529789,323,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,8214,-33.529789,-70.662125,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131090158,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.662025,-33.58062,324,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,VECINAL NORTE,NULL,-33.58062,-70.662025,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050778,SAN FRANCISCO - VECINAL NORTE,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.661957,-33.456772,325,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,BLANCO ENCALADA,NULL,1969,-33.456772,-70.661957,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010089,- BLANCO ENCALADA,4,4,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,0,1
-70.661942,-33.540707,326,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GOYCOLEA,CONCHA,NULL,-33.540707,-70.661942,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131090155,CONCHA - GOYCOLEA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.661835,-33.450947,327,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAJALES,VERGARA,NULL,-33.450947,-70.661835,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010255,GRAJALES - VERGARA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.66156,-33.577694,328,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,NVA IMPERIAL,NULL,-33.577694,-70.66156,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131050778,NVA IMPERIAL - SAN FRANCISCO,2,2,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.661545,-33.453346,329,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VERGARA,TOESCA,NULL,-33.453346,-70.661545,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010661,TOESCA - VERGARA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.661514,-33.527603,330,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,7978,-33.527603,-70.661514,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131090158,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.661469,-33.425739,331,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,FERMIN VIVACETA,CDTE CANALES,NULL,-33.425739,-70.661469,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080144,CDTE CANALES - FERMIN VIVACETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.661423,-33.561676,332,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,OBSERVATORIO,LOS EUCALIPTUS,NULL,-33.561676,-70.661423,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050636,LOS EUCALIPTUS - OBSERVATORIO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,2,3
-70.6614,-33.526531,333,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,EL PARRON,GRAN AVDA JOSE MIGUEL CARRERA,NULL,-33.526531,-70.6614,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090128,EL PARRON - GRAN AVDA JOSE MIGUEL CARRERA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,2
-70.661171,-33.378628,334,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,GRAL GAMBINO,ELISA UNDURRAGA,NULL,-33.378628,-70.661171,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131040311,ELISA UNDURRAGA - GRAL GAMBINO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,2,0,1,2
-70.661053,-33.406976,335,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,INDEPENDENCIA,HIPODROMO CHILE,NULL,-33.406976,-70.661053,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131080174,HIPODROMO CHILE - INDEPENDENCIA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,1,2
-70.6609753,-33.4069846,336,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,HIPODROMO CHILE,INDEPENDENCIA,NULL,-33.4069846,-70.6609753,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131080168,HIPODROMO CHILE - INDEPENDENCIA,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.660942,-33.384075,337,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,GRAL GAMBINO,DIEGO SILVA HENRIQUEZ,NULL,-33.384075,-70.660942,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040311,DIEGO SILVA HENRIQUEZ - GRAL GAMBINO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.660736,-33.442921,338,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MONEDA,MANUEL RODRIGUEZ,NULL,-33.442921,-70.660736,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010424,MANUEL RODRIGUEZ - MONEDA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.660728,-33.55336,339,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,JULIO COVARRUBIAS,LOS AVIADORES,NULL,-33.55336,-70.660728,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131050287,JULIO COVARRUBIAS - LOS AVIADORES,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.660614,-33.389107,340,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,GRAL GAMBINO,CARD JOSE MARIA CARO,NULL,-33.389107,-70.660614,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131040311,CARD JOSE MARIA CARO - GRAL GAMBINO,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.660454,-33.559803,341,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,LOS RETAMOS,NULL,10540,-33.559803,-70.660454,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131050535,- LOS RETAMOS,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,1,1
-70.660118,-33.502014,342,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GAUSS,DEPARTAMENTAL,NULL,-33.502014,-70.660118,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131300110,DEPARTAMENTAL - GAUSS,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.66011,-33.573738,343,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,SAN FRANCISCO,LO MARTINEZ,NULL,-33.573738,-70.66011,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120657,LO MARTINEZ - SAN FRANCISCO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,2,2
-70.659836,-33.52058,344,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAL FREIRE,GRAN AVDA JOSE MIGUEL CARRERA,NULL,-33.52058,-70.659836,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090157,GRAL FREIRE - GRAN AVDA JOSE MIGUEL CARRERA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.659798,-33.572895,345,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,NULL,11500,-33.572895,-70.659798,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131050778,- SAN FRANCISCO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.659554,-33.438244,346,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL RODRIGUEZ,CATEDRAL,NULL,-33.438244,-70.659554,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010391,CATEDRAL - MANUEL RODRIGUEZ,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.659172,-33.516884,347,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,CARVAJAL,NULL,34,-33.516884,-70.659172,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131090078,- CARVAJAL,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.659149,-33.518593,348,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,STA ELISA,NULL,-33.518593,-70.659149,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090158,GRAN AVDA JOSE MIGUEL CARRERA - STA ELISA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.6590244,-33.4115193,349,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,INDEPENDENCIA,FRANCIA,NULL,-33.4115193,-70.6590244,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131080174,FRANCIA - INDEPENDENCIA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.658691,-33.43882,350,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,COMPANIA,NULL,1140,-33.43882,-70.658691,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010132,- COMPANIA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.658653,-33.516342,351,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,BRIONES LUCO,NULL,-33.516342,-70.658653,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090158,BRIONES LUCO - GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,2,0,2,2
-70.658478,-33.538937,352,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,AMERICO VESPUCIO,SAN CARLOS,NULL,-33.538937,-70.658478,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131090022,AMERICO VESPUCIO - SAN CARLOS,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,2
-70.658401,-33.446045,353,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,DIECIOCHO,LIBER BERNARDO O`HIGGINS,NULL,-33.446045,-70.658401,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010169,DIECIOCHO - LIBER BERNARDO O`HIGGINS,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.658401,-33.436966,354,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STO DOMINGO,SAN MARTIN,NULL,-33.436966,-70.658401,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010635,SAN MARTIN - STO DOMINGO,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,2,2
-70.658394,-33.516476,355,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,6488,-33.516476,-70.658394,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131090158,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.658043,-33.401119,356,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,EL GUANACO,PANTALEON VELEZ SILVA,NULL,-33.401119,-70.658043,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080130,EL GUANACO - PANTALEON VELEZ SILVA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.657997,-33.394451,357,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,EL GUANACO,NULL,3250,-33.394451,-70.657997,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131040246,- EL GUANACO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.657936,-33.401814,358,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,EL GUANACO,TRISTAN CORNEJO,NULL,-33.401814,-70.657936,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080130,EL GUANACO - TRISTAN CORNEJO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.657822,-33.441452,359,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,AGUSTINAS,SAN MARTIN,NULL,-33.441452,-70.657822,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,13,CRUCE REGULADO POR CARABINERO,131010018,AGUSTINAS - SAN MARTIN,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.657791,-33.513714,360,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,DEPARTAMENTAL,NULL,-33.513714,-70.657791,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131300112,DEPARTAMENTAL - GRAN AVDA JOSE MIGUEL CARRERA,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.6576761,-33.4545371,361,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,10 DE JULIO HUAMACHUCO,VIEL,NULL,-33.4545371,-70.6576761,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131010002,10 DE JULIO HUAMACHUCO - VIEL,4,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.657654,-33.512962,362,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,CENTENARIO DE SAN MIGUEL,NULL,-33.512962,-70.657654,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131300112,CENTENARIO DE SAN MIGUEL - GRAN AVDA JOSE MIGUEL CARRERA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.657547,-33.377796,363,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,EL GUANACO,CHACABUCO,NULL,-33.377796,-70.657547,1,13127,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131270241,CHACABUCO - EL GUANACO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.657509,-33.575577,364,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,LO BLANCO,TTE MONTT SALAMANCA,NULL,-33.575577,-70.657509,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131120402,LO BLANCO - TTE MONTT SALAMANCA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.657471,-33.541637,365,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,JULIO COVARRUBIAS,GOYCOLEA,NULL,-33.541637,-70.657471,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131090189,GOYCOLEA - JULIO COVARRUBIAS,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,0,1
-70.657394,-33.460487,366,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VIEL,EL PARQUE,NULL,-33.460487,-70.657394,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010671,EL PARQUE - VIEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.657341,-33.41758,367,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,BEZANILLA,NULL,1249,-33.41758,-70.657341,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131080069,- BEZANILLA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.657272,-33.391888,368,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,EL GUANACO,CARD JOSE MARIA CARO,NULL,-33.391888,-70.657272,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040246,CARD JOSE MARIA CARO - EL GUANACO,3,3,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.657173,-33.386757,369,2019,13,REGION METROPOLITANA,CONCHALI,URBANA,LOS ZAPADORES,EL GUANACO,NULL,-33.386757,-70.657173,1,13104,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040440,EL GUANACO - LOS ZAPADORES,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,1,1
-70.657127,-33.422256,370,2019,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,COLON,MARURI,NULL,-33.422256,-70.657127,1,13108,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131080099,COLON - MARURI,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.657089,-33.44706,371,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PADRE ALONSO DE OVALLE,SAN IGNACIO,NULL,-33.44706,-70.657089,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010455,PADRE ALONSO DE OVALLE - SAN IGNACIO,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,0,1
-70.657043,-33.508793,372,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,5919,-33.508793,-70.657043,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131300112,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,1,0,1
-70.6569977,-33.606217,373,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,CAMINO EL MARISCAL,NULL,1590,-33.606217,-70.6569977,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120082,- CAMINO EL MARISCAL,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.656982,-33.510586,374,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,SEPTIMA AVENIDA,NULL,-33.510586,-70.656982,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131300112,GRAN AVDA JOSE MIGUEL CARRERA - SEPTIMA AVENIDA,3,3,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,0,1
-70.656952,-33.577827,375,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,BERNARDINO PARADA,JULIO CHAVEZ,NULL,-33.577827,-70.656952,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131120057,BERNARDINO PARADA - JULIO CHAVEZ,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.656845,-33.562347,376,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,OBSERVATORIO,SAN FRANCISCO,NULL,-33.562347,-70.656845,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050636,OBSERVATORIO - SAN FRANCISCO,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.656837,-33.519051,377,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,STA ELISA,ESMERALDA,NULL,-33.519051,-70.656837,1,13109,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131090364,ESMERALDA - STA ELISA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.656799,-33.576824,378,2019,13,REGION METROPOLITANA,LA PINTANA,URBANA,PROFE JULIO CHAVEZ,NULL,12421,-33.576824,-70.656799,1,13112,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120564,- PROFE JULIO CHAVEZ,1,0,1,UNIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.656761,-33.562359,379,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,OBSERVATORIO,NULL,-33.562359,-70.656761,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050778,OBSERVATORIO - SAN FRANCISCO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,2,2
-70.656685,-33.470013,380,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAL RONDIZZONI,VIEL,NULL,-33.470013,-70.656685,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010274,GRAL RONDIZZONI - VIEL,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.656654,-33.561584,381,2019,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,LAS LOICAS,NULL,-33.561584,-70.656654,1,13105,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131050778,LAS LOICAS - SAN FRANCISCO,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,2,1
-70.656502,-33.471584,382,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VIEL,GRAL GANA,NULL,-33.471584,-70.656502,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131010671,GRAL GANA - VIEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.656479,-33.460518,383,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,VIEL,MANUEL ANTONIO MATTA,NULL,-33.460518,-70.656479,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010671,MANUEL ANTONIO MATTA - VIEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,2
-70.656471,-33.508358,384,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA,NULL,5883,-33.508358,-70.656471,1,13130,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131300112,- GRAN AVDA JOSE MIGUEL CARRERA,3,3,3,BIDIRECCIONAL CON BANDEJON,3,ADOQUIN,1,2,0,2,1
-70.6563602,-33.4456907,385,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,NULL,1450,-33.4456907,-70.6563602,1,13101,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010342,- LIBER BERNARDO O`HIGGINS,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
