X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.6187554682901,-33.5920990576253,776,1,LA PINTANA,2016,1,13112,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131120312,JUANITA,131120181,EL LINGUE, ,EL LINGUE - JUANITA,JUANITA @ EL LINGUE,0,1,0,0
-70.6186294202114,-33.4281043712196,777,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230437,PROVIDENCIA,131230224,GRAL DEL CANTO, ,GRAL DEL CANTO - PROVIDENCIA,PROVIDENCIA @ GRAL DEL CANTO,0,1,0,0
-70.618591638793,-33.4873018474022,778,1,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290011,ALC CARLOS VALDOVINOS,131290636,VICUNA MACKENNA, ,ALC CARLOS VALDOVINOS - VICUNA MACKENNA,ALC CARLOS VALDOVINOS @ VICUNA MACKENNA,0,0,0,1
-70.6183565002521,-33.4216128002903,779,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230323,LOS CONQUISTADORES, , ,1810,- LOS CONQUISTADORES,1810 LOS CONQUISTADORES,0,2,0,1
-70.6183274413582,-33.5488942388779,780,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131110307,LA SERENA,131110358,LAS UVAS Y EL VIENTO, ,LA SERENA - LAS UVAS Y EL VIENTO,LA SERENA @ LAS UVAS Y EL VIENTO,0,0,0,2
-70.6183208016635,-33.4397774112984,781,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230205,FRANCISCO BILBAO,131230268,JOSE MIGUEL CLARO, ,FRANCISCO BILBAO - JOSE MIGUEL CLARO,FRANCISCO BILBAO @ JOSE MIGUEL CLARO,0,0,0,1
-70.617966395033,-33.4140534238263,782,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230210,GABRIELA MISTRAL,131230003,ABATE MOLINA, ,ABATE MOLINA - GABRIELA MISTRAL,GABRIELA MISTRAL @ ABATE MOLINA,0,0,0,1
-70.6178281422548,-33.4419579533967,783,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131230268,JOSE MIGUEL CLARO,131230108,CLEMENTE FABRES, ,CLEMENTE FABRES - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ CLEMENTE FABRES,0,0,0,1
-70.6177669478862,-33.4530669836542,784,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200285,IRARRAZAVAL,131200312,JOSE MANUEL INFANTE, ,IRARRAZAVAL - JOSE MANUEL INFANTE,IRARRAZAVAL @ JOSE MANUEL INFANTE,0,0,0,1
-70.6177472185591,-33.4277461316785,785,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230041,ANTONIO VARAS,131230437,PROVIDENCIA, ,ANTONIO VARAS - PROVIDENCIA,ANTONIO VARAS @ PROVIDENCIA,0,0,1,0
-70.6177257661311,-33.422930620052,786,4,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230035,ANDRES BELLO,131230286,LA CONCEPCION, ,ANDRES BELLO - LA CONCEPCION,ANDRES BELLO @ LA CONCEPCION,0,2,0,1
-70.6176485251592,-33.5511486369,787,2,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131110307,LA SERENA,131110552,RIO CACHAPOAL, ,LA SERENA - RIO CACHAPOAL,LA SERENA @ RIO CACHAPOAL,0,0,0,1
-70.6174110798573,-33.4332697344106,788,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230367,MANUEL MONTT,131230183,ELIODORO YANEZ, ,ELIODORO YANEZ - MANUEL MONTT,MANUEL MONTT @ ELIODORO YANEZ,0,0,0,1
-70.6173416000346,-33.5239157003491,789,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131110176,CORONEL, , ,7927,- CORONEL,7927 CORONEL,1,0,0,0
-70.6172306003118,-33.4290865999665,790,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230041,ANTONIO VARAS, , ,153,- ANTONIO VARAS,153 ANTONIO VARAS,0,0,0,1
-70.6172146823116,-33.5247896444264,791,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131110176,CORONEL,131110450,OSORNO, ,CORONEL - OSORNO,CORONEL @ OSORNO,0,1,0,0
-70.6172048895938,-33.4446244189816,792,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230129,DALMACIA, ,DALMACIA - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ DALMACIA,0,0,0,1
-70.6167291797077,-33.5549167198306,793,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110307,LA SERENA,131110592,SAN JOSE DE LA ESTRELLA, ,LA SERENA - SAN JOSE DE LA ESTRELLA,LA SERENA @ SAN JOSE DE LA ESTRELLA,0,0,0,2
-70.6165219066605,-33.5315893896385,794,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131110623,TOME,131110176,CORONEL, ,CORONEL - TOME,TOME @ CORONEL,0,0,0,1
-70.616472203829,-33.5375420454289,795,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131110176,CORONEL,131110588,SAN GREGORIO, ,CORONEL - SAN GREGORIO,CORONEL @ SAN GREGORIO,0,1,0,0
-70.6164500697148,-33.427050598706,796,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230040,ANTONIO BELLET,131230437,PROVIDENCIA, ,ANTONIO BELLET - PROVIDENCIA,ANTONIO BELLET @ PROVIDENCIA,0,0,1,0
-70.616205821941,-33.4493629909092,797,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200689,SUCRE,131200314,JOSE MIGUEL CLARO, ,JOSE MIGUEL CLARO - SUCRE,SUCRE @ JOSE MIGUEL CLARO,0,1,0,0
-70.6161728995595,-33.4367623001399,798,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230367,MANUEL MONTT, , ,920,- MANUEL MONTT,920 MANUEL MONTT,0,0,0,0
-70.6160882445766,-33.4560353111805,799,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200099,CAP FUENTES,131200305,JOSE DOMINGO CANAS, ,CAP FUENTES - JOSE DOMINGO CANAS,CAP FUENTES @ JOSE DOMINGO CANAS,0,1,0,0
-70.6159806379959,-33.4375179797708,800,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230367,MANUEL MONTT,131230312,LINARES, ,LINARES - MANUEL MONTT,MANUEL MONTT @ LINARES,0,1,0,0
-70.6159131501716,-33.4530625913653,801,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200285,IRARRAZAVAL,131200314,JOSE MIGUEL CLARO, ,IRARRAZAVAL - JOSE MIGUEL CLARO,IRARRAZAVAL @ JOSE MIGUEL CLARO,0,0,0,1
-70.5705016082625,-33.4096802104732,802,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140055,APOQUINDO,131141092,ROSARIO NORTE, ,APOQUINDO - ROSARIO NORTE,APOQUINDO @ ROSARIO NORTE,0,0,1,0
-70.5704833142534,-33.6085662441367,803,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011314,JOSE LUIS COO,132012047,NEMESIO VICUNA, ,JOSE LUIS COO - NEMESIO VICUNA,JOSE LUIS COO @ NEMESIO VICUNA,0,0,0,1
-70.5704030416669,-33.5824956858271,804,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132011929,MAESTRO PALOMO,132010121,APOSTOL MATIAS, ,APOSTOL MATIAS - MAESTRO PALOMO,MAESTRO PALOMO @ APOSTOL MATIAS,0,0,0,2
-70.6158245066954,-33.4382388421487,805,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230367,MANUEL MONTT,131230018,ALFEREZ REAL, ,ALFEREZ REAL - MANUEL MONTT,MANUEL MONTT @ ALFEREZ REAL,0,0,0,1
-70.5703874995833,-33.4058954999772,806,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140751,LOS MILITARES, , ,5885,- LOS MILITARES,5885 LOS MILITARES,0,0,0,2
-70.5702894914667,-33.6111985255913,807,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132012188,PEDRO LAGOS, , ,365,- PEDRO LAGOS,365 PEDRO LAGOS,0,0,0,1
-70.5701724267159,-33.4293857450559,808,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131141131,SEBASTIAN ELCANO,131140191,CARLOS ALVARADO, ,CARLOS ALVARADO - SEBASTIAN ELCANO,SEBASTIAN ELCANO @ CARLOS ALVARADO,0,0,1,0
-70.5701556444673,-33.5766820796141,809,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011092,GABRIELA ORIENTE,132012066,NONATO COO, ,GABRIELA ORIENTE - NONATO COO,GABRIELA ORIENTE @ NONATO COO,0,0,0,2
-70.5700422660376,-33.6121791175721,810,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011048,EYZAGUIRRE,132012047,NEMESIO VICUNA, ,EYZAGUIRRE - NEMESIO VICUNA,EYZAGUIRRE @ NEMESIO VICUNA,0,1,0,1
-70.569286400247,-33.4094988999541,811,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140055,APOQUINDO, , ,5815,- APOQUINDO,5815 APOQUINDO,0,1,0,0
-70.5691476177682,-33.519281413806,812,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131100045,ALICAHUE,131101879,PAICAVI, ,ALICAHUE - PAICAVI,ALICAHUE @ PAICAVI,0,0,0,1
-70.569082135432,-33.3787872139586,813,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320297,JUAN XXIII,131320157,COST MONS ESCRIVA DE BALAGUER, ,COST MONS ESCRIVA DE BALAGUER - JUAN XXIII,JUAN XXIII @ COST MONS ESCRIVA DE BALAGUER,0,0,0,1
-70.5690795849548,-33.5677135743218,814,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012070,NVO CONTINENTE,132011891,LOS TOROS, ,LOS TOROS - NVO CONTINENTE,NVO CONTINENTE @ LOS TOROS,0,0,0,1
-70.5690418188247,-33.5503268858769,815,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131101643,MANUEL RODRIGUEZ,131101026,JOSE MIGUEL CARRERA, ,JOSE MIGUEL CARRERA - MANUEL RODRIGUEZ,MANUEL RODRIGUEZ @ JOSE MIGUEL CARRERA,0,0,0,1
-70.5690313687026,-33.4787504359837,816,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131221350,VENEZUELA,131220939,ORINOCO, ,ORINOCO - VENEZUELA,VENEZUELA @ ORINOCO,0,0,0,1
-70.5690311285836,-33.5801295101686,817,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012066,NONATO COO,132010846,EL PENON, ,EL PENON - NONATO COO,NONATO COO @ EL PENON,0,0,0,1
-70.5687912506156,-33.5816073283154,818,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012066,NONATO COO,132012738,TRONCAL SAN FRANCISCO, ,NONATO COO - TRONCAL SAN FRANCISCO,NONATO COO @ TRONCAL SAN FRANCISCO,0,0,0,1
-70.5687420999678,-33.4092801002963,819,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140055,APOQUINDO, , ,6009,- APOQUINDO,6009 APOQUINDO,0,0,0,1
-70.5687206754187,-33.4706504878296,820,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220495,GRECIA,131220782,LOS MOLINEROS, ,GRECIA - LOS MOLINEROS,GRECIA @ LOS MOLINEROS,0,1,0,0
-70.568622937998,-33.4052047307136,821,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140804,MANQUEHUE NORTE,131140751,LOS MILITARES, ,LOS MILITARES - MANQUEHUE NORTE,MANQUEHUE NORTE @ LOS MILITARES,0,0,0,1
-70.5685967002773,-33.4017661000253,822,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140947,PDTE RIESCO, , ,6430,- PDTE RIESCO,6430 PDTE RIESCO,0,1,0,0
-70.5685342441599,-33.6018183313507,823,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,132010704,DOMINGO TOCORNAL,132011202,IGNACIO DOMEYKO, ,DOMINGO TOCORNAL - IGNACIO DOMEYKO,DOMINGO TOCORNAL @ IGNACIO DOMEYKO,0,0,1,0
-70.568363252462,-33.474381222815,824,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131220034,AFLUENTE,131220694,LLANURA, ,AFLUENTE - LLANURA,AFLUENTE @ LLANURA,0,1,0,0
-70.5683540308137,-33.4142848607576,825,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140586,LA CAPITANIA,131140375,EL DIRECTOR, ,EL DIRECTOR - LA CAPITANIA,LA CAPITANIA @ EL DIRECTOR,0,0,0,1
-70.5683536998632,-33.5086501996469,826,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131221016,PILLAN, , ,6296,- PILLAN,6296 PILLAN,0,0,0,1
-70.5681507894273,-33.5855092726347,827,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011912,LUIS MATTE LARRAIN,132012066,NONATO COO, ,LUIS MATTE LARRAIN - NONATO COO,LUIS MATTE LARRAIN @ NONATO COO,0,1,0,0
-70.5681370235047,-33.4532651762467,828,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130181,GUEMES, ,GUEMES - LARRAIN,LARRAIN @ GUEMES,0,0,0,2
-70.5681037000256,-33.5480158998138,829,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131101085,LA FLORIDA, , ,9873,- LA FLORIDA,9873 LA FLORIDA,0,0,0,1
-70.5677350886033,-33.4832625963916,830,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220804,LOS PRESIDENTES,131220290,CARACAS, ,CARACAS - LOS PRESIDENTES,LOS PRESIDENTES @ CARACAS,0,0,0,1
-70.5677224630211,-33.617213628506,831,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132010556,CIRCUNVALACION,132011108,GERMAN EBBINGHAUSS, ,CIRCUNVALACION - GERMAN EBBINGHAUSS,CIRCUNVALACION @ GERMAN EBBINGHAUSS,0,0,0,1
-70.5676551002026,-33.3862959999603,832,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131320094,BUENAVENTURA, , ,1749,- BUENAVENTURA,1749 BUENAVENTURA,1,0,0,0
-70.5676537817964,-33.5885539570993,833,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012066,NONATO COO,132010097,ANGEL PIMENTEL, ,ANGEL PIMENTEL - NONATO COO,NONATO COO @ ANGEL PIMENTEL,0,0,0,1
-70.567639100364,-33.4088169998045,834,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140055,APOQUINDO, , ,6060,- APOQUINDO,6060 APOQUINDO,0,0,0,1
-70.5673343704847,-33.5079445528987,835,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131221263,SAN LUIS DE MACUL,131221334,TUCAPEL, ,SAN LUIS DE MACUL - TUCAPEL,SAN LUIS DE MACUL @ TUCAPEL,0,1,0,0
-70.5670650945783,-33.4012751879994,836,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140205,CERRO ALTAR,131140426,ESTOCOLMO, ,CERRO ALTAR - ESTOCOLMO,CERRO ALTAR @ ESTOCOLMO,0,0,0,1
-70.5670175699047,-33.4531880431935,837,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130198,JAVIERA CARRERA SUR, ,JAVIERA CARRERA SUR - LARRAIN,LARRAIN @ JAVIERA CARRERA SUR,0,0,0,2
-70.5669381381844,-33.5910888698553,838,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012581,SAN HUGO,132012066,NONATO COO, ,NONATO COO - SAN HUGO,SAN HUGO @ NONATO COO,0,0,0,1
-70.566875168554,-33.5762817652911,839,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132011525,LAS AZUCENAS,132011092,GABRIELA ORIENTE, ,GABRIELA ORIENTE - LAS AZUCENAS,LAS AZUCENAS @ GABRIELA ORIENTE,0,0,0,1
-70.5668413171729,-33.4125002856595,840,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140375,EL DIRECTOR,131141096,ROSARIO SUR, ,EL DIRECTOR - ROSARIO SUR,EL DIRECTOR @ ROSARIO SUR,0,1,0,1
-70.5667379356071,-33.511349894282,841,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131220355,DEPARTAMENTAL,131220043,ALHUE, ,ALHUE - DEPARTAMENTAL,DEPARTAMENTAL @ ALHUE,0,0,0,1
-70.5667326772711,-33.5674457067538,842,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012004,MEXICO,132011891,LOS TOROS, ,LOS TOROS - MEXICO,MEXICO @ LOS TOROS,0,0,0,2
-70.5667126997312,-33.580650800394,843,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,132012650,STA ELIANA, , ,3153,- STA ELIANA,3153 STA ELIANA,1,0,0,0
-70.5665851866569,-33.3850719165355,844,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320349,LO BELTRAN,131320131,CARMEN FARINA, ,CARMEN FARINA - LO BELTRAN,LO BELTRAN @ CARMEN FARINA,0,0,0,1
-70.5665563732779,-33.3986695858326,845,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140889,NSTRA SRA DEL ROSARIO,131140947,PDTE RIESCO, ,NSTRA SRA DEL ROSARIO - PDTE RIESCO,NSTRA SRA DEL ROSARIO @ PDTE RIESCO,0,1,0,0
-70.5665154199505,-33.4836340559668,846,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220804,LOS PRESIDENTES,131220595,LAGO RUPANCO, ,LAGO RUPANCO - LOS PRESIDENTES,LOS PRESIDENTES @ LAGO RUPANCO,0,0,0,1
-70.5664278889358,-33.5927998615242,847,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012066,NONATO COO,132011580,LAS NIEVES ORIENTE, ,LAS NIEVES ORIENTE - NONATO COO,NONATO COO @ LAS NIEVES ORIENTE,0,0,0,1
-70.5663392112854,-33.5699848103506,848,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012004,MEXICO,132011846,LOS PEQUENES, ,LOS PEQUENES - MEXICO,MEXICO @ LOS PEQUENES,0,0,0,1
-70.5661575860036,-33.5970014743384,849,5,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132012561,SAN CARLOS,132012065,NONATO COO, ,NONATO COO - SAN CARLOS,SAN CARLOS @ NONATO COO,0,2,0,3
-70.5658936997343,-33.5525722996718,850,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131102354,SAN JOSE DE LA ESTRELLA, , ,1553,- SAN JOSE DE LA ESTRELLA,1553 SAN JOSE DE LA ESTRELLA,0,1,0,0
-70.565767839614,-33.4780369426506,851,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220289,CARACAS,131220459,EL VALLE, ,CARACAS - EL VALLE,CARACAS @ EL VALLE,0,1,0,0
-70.5657132759468,-33.599375687238,852,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,132012065,NONATO COO,132010834,EL OCTANTE, ,EL OCTANTE - NONATO COO,NONATO COO @ EL OCTANTE,0,0,0,1
-70.5653887870627,-33.4147609771372,853,2,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140847,MARTIN DE ZAMORA,131140805,MANQUEHUE SUR, ,MANQUEHUE SUR - MARTIN DE ZAMORA,MARTIN DE ZAMORA @ MANQUEHUE SUR,0,1,0,0
-70.5653298158182,-33.6013455820328,854,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010704,DOMINGO TOCORNAL,132012065,NONATO COO, ,DOMINGO TOCORNAL - NONATO COO,DOMINGO TOCORNAL @ NONATO COO,0,0,0,1
-70.565284280445,-33.4760996743604,855,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220366,DURAZNAL,131220041,ALEJANDRO SEPULVEDA, ,ALEJANDRO SEPULVEDA - DURAZNAL,DURAZNAL @ ALEJANDRO SEPULVEDA,0,0,0,1
-70.5652532628276,-33.4442020613759,856,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130261,LORELEY,131130130,ECHENIQUE, ,ECHENIQUE - LORELEY,LORELEY @ ECHENIQUE,0,0,0,1
-70.5651663244661,-33.4081474914134,857,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131140055,APOQUINDO,131140887,NORUEGA, ,APOQUINDO - NORUEGA,APOQUINDO @ NORUEGA,0,1,0,0
-70.5651541332565,-33.535412169336,858,2,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131102253,ROJAS MAGALLANES,131100045,ALICAHUE, ,ALICAHUE - ROJAS MAGALLANES,ROJAS MAGALLANES @ ALICAHUE,0,1,0,1
-70.565107217424,-33.5853947115965,859,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132011912,LUIS MATTE LARRAIN,132012576,SAN GUIDO, ,LUIS MATTE LARRAIN - SAN GUIDO,LUIS MATTE LARRAIN @ SAN GUIDO,0,0,0,1
-70.5648303998029,-33.4166312378412,860,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140288,CRISTOBAL COLON,131140805,MANQUEHUE SUR, ,CRISTOBAL COLON - MANQUEHUE SUR,CRISTOBAL COLON @ MANQUEHUE SUR,0,0,0,1
-70.5647120652095,-33.4984915648337,861,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131221206,QUILIN,131220438,EL PASEO, ,EL PASEO - QUILIN,QUILIN @ EL PASEO,0,0,0,0
-70.5646577002925,-33.5114599227371,862,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220355,DEPARTAMENTAL,131220486,GABRIELA MISTRAL, ,DEPARTAMENTAL - GABRIELA MISTRAL,DEPARTAMENTAL @ GABRIELA MISTRAL,0,0,0,1
-70.56464158624,-33.5760935911462,863,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011092,GABRIELA ORIENTE,132012004,MEXICO, ,GABRIELA ORIENTE - MEXICO,GABRIELA ORIENTE @ MEXICO,0,0,0,1
-70.5645374996058,-33.5799126998111,864,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010846,EL PENON, , ,1498,- EL PENON,1498 EL PENON,0,1,0,0
