X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.9218647000957,-33.0887728998493,1,1,TILTIL,2016,1,13303,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133030058,EL ESPINO, , ,39,- EL ESPINO,39 EL ESPINO,0,0,0,1
-70.9189879001713,-33.0891214995574,2,1,TILTIL,2016,1,13303,13,REGION METROPOLITANA,URBANA,5,PUENTE,133030019,BARROS ARANA, , ,10,- BARROS ARANA,10 BARROS ARANA,0,0,0,2
-70.8817070002777,-33.2788676998843,3,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,133020027,BAQUEDANO, , ,65,- BAQUEDANO,65 BAQUEDANO,0,0,1,0
-70.8730555473755,-33.2857802569532,4,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,133020209,PEDRO AGUIRRE CERDA,133020235,SGTO ALDEA, ,PEDRO AGUIRRE CERDA - SGTO ALDEA,PEDRO AGUIRRE CERDA @ SGTO ALDEA,0,0,0,1
-70.8704577000627,-33.2828189998968,5,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133020210,PEDRO AGUIRRE CERDA, , ,1370,- PEDRO AGUIRRE CERDA,1370 PEDRO AGUIRRE CERDA,0,0,0,1
-70.8690865001417,-33.3843018999126,6,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240151,CAMINO LUIS CRUZ MARTINEZ, , ,800,- CAMINO LUIS CRUZ MARTINEZ,800 CAMINO LUIS CRUZ MARTINEZ,0,0,0,1
-70.8561928228403,-33.4030524345221,7,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131240138,CAMINO BERNARDO O`HIGGINS,131241255,SIMON BOLIVAR, ,CAMINO BERNARDO O`HIGGINS - SIMON BOLIVAR,CAMINO BERNARDO O`HIGGINS @ SIMON BOLIVAR,0,0,0,2
-70.818879499689,-33.4272926997981,8,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240947,NVA 1, , ,17580,- NVA 1,17580 NVA 1,0,0,0,1
-70.8159399999309,-33.2243206000155,9,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133020121,ITALIA, , ,1,- ITALIA,1 ITALIA,0,0,1,0
-70.8111128996405,-33.5660320003764,10,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA, , ,1500,- CAMINO A MELIPILLA,1500 CAMINO A MELIPILLA,0,1,0,0
-70.8099296094638,-33.2265947777266,11,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133020055,CHILE,133020252,URIBE, ,CHILE - URIBE,CHILE @ URIBE,0,0,0,1
-70.7979491676198,-33.5117120557666,12,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190869,EL CONQUISTADOR,131192902,SENADORA MARIA DE LA CRUZ, ,EL CONQUISTADOR - SENADORA MARIA DE LA CRUZ,EL CONQUISTADOR @ SENADORA MARIA DE LA CRUZ,0,1,0,1
-70.797481696423,-33.5073007902991,13,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131190869,EL CONQUISTADOR, ,CAMINO A RINCONADA - EL CONQUISTADOR,CAMINO A RINCONADA @ EL CONQUISTADOR,0,0,0,2
-70.7971269210704,-33.5137231089342,14,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190053,AGUA SANTA,131190869,EL CONQUISTADOR, ,AGUA SANTA - EL CONQUISTADOR,AGUA SANTA @ EL CONQUISTADOR,0,0,0,1
-70.7969022515375,-33.5199699743347,15,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131190869,EL CONQUISTADOR,131192605,PORTALES, ,EL CONQUISTADOR - PORTALES,EL CONQUISTADOR @ PORTALES,0,0,1,1
-70.7968964428164,-33.5205489668612,16,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190869,EL CONQUISTADOR,131190412,CAMPANARIO, ,CAMPANARIO - EL CONQUISTADOR,EL CONQUISTADOR @ CAMPANARIO,0,0,0,1
-70.7962679282222,-33.5068297254114,17,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131191627,LA GALAXIA, ,CAMINO A RINCONADA - LA GALAXIA,CAMINO A RINCONADA @ LA GALAXIA,0,0,0,2
-70.794419593889,-33.5196032928575,18,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131191627,LA GALAXIA,131192605,PORTALES, ,LA GALAXIA - PORTALES,LA GALAXIA @ PORTALES,0,1,0,1
-70.7942269528115,-33.5111986373071,19,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191627,LA GALAXIA,131191590,LA CANDELARIA, ,LA CANDELARIA - LA GALAXIA,LA GALAXIA @ LA CANDELARIA,0,0,1,0
-70.7939676998493,-33.1293238003529,20,1,TILTIL,2016,1,13303,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,133030048,COQUIMBITO, , ,28,- COQUIMBITO,28 COQUIMBITO,0,0,1,0
-70.79328950041,-33.4106328002634,21,2,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240066,ARMANDO CORTINEZ, , ,0,- ARMANDO CORTINEZ,0 ARMANDO CORTINEZ,0,0,0,2
-70.7919074573631,-33.5248968103394,22,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192375,NVA SAN MARTIN,131190024,4 PONIENTE, ,4 PONIENTE - NVA SAN MARTIN,NVA SAN MARTIN @ 4 PONIENTE,0,0,0,1
-70.7914938996236,-33.551189000272,23,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA, , ,18300,- CAMINO A MELIPILLA,18300 CAMINO A MELIPILLA,0,0,0,1
-70.7901760996471,-33.4211978000383,24,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240067,ARMANDO CORTINEZ ORIENTE, , ,0,- ARMANDO CORTINEZ ORIENTE,0 ARMANDO CORTINEZ ORIENTE,0,1,0,0
-70.7898196002942,-33.5098579999466,25,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192172,MANTOS BLANCOS, , ,2386,- MANTOS BLANCOS,2386 MANTOS BLANCOS,0,0,0,1
-70.7869530292588,-33.5247252259882,26,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191757,LAS NACIONES,131192375,NVA SAN MARTIN, ,LAS NACIONES - NVA SAN MARTIN,LAS NACIONES @ NVA SAN MARTIN,0,0,0,1
-70.7865341520293,-33.5219852480206,27,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191757,LAS NACIONES,131192995,SUR, ,LAS NACIONES - SUR,LAS NACIONES @ SUR,0,1,0,0
-70.786277060138,-33.5061900682169,28,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131192457,PANGAL, ,CAMINO A RINCONADA - PANGAL,CAMINO A RINCONADA @ PANGAL,0,0,0,1
-70.785837463428,-33.5617228547258,29,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192467,PARQUE CENTRAL PONIENTE,131191696,LAGO DE LUGANO, ,LAGO DE LUGANO - PARQUE CENTRAL PONIENTE,PARQUE CENTRAL PONIENTE @ LAGO DE LUGANO,0,0,0,1
-70.7846537289863,-33.5112082411673,30,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191757,LAS NACIONES,131192157,MALAMBO, ,LAS NACIONES - MALAMBO,LAS NACIONES @ MALAMBO,0,0,1,0
-70.784316053343,-33.506903849333,31,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131191757,LAS NACIONES, ,CAMINO A RINCONADA - LAS NACIONES,CAMINO A RINCONADA @ LAS NACIONES,0,0,0,1
-70.7825350098826,-33.4438095819465,32,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131241232,SAN PABLO,131240039,AMERICO VESPUCIO, ,AMERICO VESPUCIO - SAN PABLO,SAN PABLO @ AMERICO VESPUCIO,1,0,0,0
-70.7817504566181,-33.4576264852739,33,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131240642,LAGUNA SUR, , ,8957,- LAGUNA SUR,8957 LAGUNA SUR,0,0,0,1
-70.7813557999301,-33.5622379000589,34,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191484,JORGE GUERRA, , ,18460,- JORGE GUERRA,18460 JORGE GUERRA,0,0,0,1
-70.7805101997857,-33.4244670002517,35,3,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240039,AMERICO VESPUCIO, , ,18800,- AMERICO VESPUCIO,18800 AMERICO VESPUCIO,2,1,0,1
-70.7803659997909,-33.44633630008,36,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240952,OCEANICA, , ,9680,- OCEANICA,9680 OCEANICA,0,1,0,0
-70.7793338002145,-33.5205712997255,37,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190018,3 PONIENTE, , ,900,- 3 PONIENTE,900 3 PONIENTE,0,1,0,0
-70.7792759162504,-33.5085632037287,38,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131190018,3 PONIENTE, ,3 PONIENTE - CAMINO A RINCONADA,CAMINO A RINCONADA @ 3 PONIENTE,0,1,0,0
-70.7788855520265,-33.5332874670428,39,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192511,PDTE JOSE MANUEL BALMACEDA,131190093,ALFREDO SILVA CARVALLO, ,ALFREDO SILVA CARVALLO - PDTE JOSE MANUEL BALMACEDA,PDTE JOSE MANUEL BALMACEDA @ ALFREDO SILVA CARVALLO,0,0,1,0
-70.7785346464566,-33.5259952620715,40,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191229,GERMAN GARCES,131190018,3 PONIENTE, ,3 PONIENTE - GERMAN GARCES,GERMAN GARCES @ 3 PONIENTE,0,0,0,1
-70.7777600001237,-33.4974992996528,41,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192279,MINERVA, , ,3294,- MINERVA,3294 MINERVA,0,1,0,0
-70.7776213678317,-33.4909239802573,42,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131190976,EL ROSAL,131191384,ING EDUARDO DOMINGUEZ, ,EL ROSAL - ING EDUARDO DOMINGUEZ,EL ROSAL @ ING EDUARDO DOMINGUEZ,0,0,0,1
-70.7769174540771,-33.5181633361689,43,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192605,PORTALES,131191979,LOS FAISANES, ,LOS FAISANES - PORTALES,PORTALES @ LOS FAISANES,0,1,0,0
-70.7765243999809,-33.5375736997662,44,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191240,GLORIAS NAVALES, , ,1853,- GLORIAS NAVALES,1853 GLORIAS NAVALES,0,0,0,1
-70.7756745793182,-33.5068012915462,45,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192152,MAIPU, ,EL OLIMPO - MAIPU,EL OLIMPO @ MAIPU,0,0,0,1
-70.7756032441942,-33.5082000889628,46,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190950,EL OLIMPO,131191335,HNOS CARDEMIL, ,EL OLIMPO - HNOS CARDEMIL,EL OLIMPO @ HNOS CARDEMIL,0,0,0,1
-70.7754657963093,-33.5129155860853,47,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190950,EL OLIMPO,131191264,GRECIA, ,EL OLIMPO - GRECIA,EL OLIMPO @ GRECIA,0,0,0,1
-70.7754014534142,-33.5245524743171,48,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192375,NVA SAN MARTIN, ,EL OLIMPO - NVA SAN MARTIN,EL OLIMPO @ NVA SAN MARTIN,0,0,0,1
-70.7753363326055,-33.5215143818831,49,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190950,EL OLIMPO,131192995,SUR, ,EL OLIMPO - SUR,EL OLIMPO @ SUR,0,0,1,0
-70.7752273986254,-33.4998390927997,50,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190227,ASUNCION,131190950,EL OLIMPO, ,ASUNCION - EL OLIMPO,ASUNCION @ EL OLIMPO,1,0,0,1
-70.7747730665237,-33.4892575544924,51,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190976,EL ROSAL,131190408,CAMINO LA FARFANA, ,CAMINO LA FARFANA - EL ROSAL,EL ROSAL @ CAMINO LA FARFANA,1,0,0,0
-70.7744552083411,-33.5396697235787,52,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA,131191450,JACQUES COSTEAU, ,CAMINO A MELIPILLA - JACQUES COSTEAU,CAMINO A MELIPILLA @ JACQUES COSTEAU,0,0,0,1
-70.7743144698368,-33.4919585603391,53,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131190402,CAMINO DEL ORO,131191384,ING EDUARDO DOMINGUEZ, ,CAMINO DEL ORO - ING EDUARDO DOMINGUEZ,CAMINO DEL ORO @ ING EDUARDO DOMINGUEZ,0,0,0,1
-70.7729050999902,-33.4920871004392,54,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191384,ING EDUARDO DOMINGUEZ, , ,441,- ING EDUARDO DOMINGUEZ,441 ING EDUARDO DOMINGUEZ,0,0,1,0
-70.7726975229722,-33.4881130691626,55,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131190976,EL ROSAL,131192626,PROVINCIAS UNIDAS, ,EL ROSAL - PROVINCIAS UNIDAS,EL ROSAL @ PROVINCIAS UNIDAS,0,0,0,1
-70.7722497945922,-33.4878755222374,56,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190976,EL ROSAL,131190617,COMBATE YERBAS BUENAS, ,COMBATE YERBAS BUENAS - EL ROSAL,EL ROSAL @ COMBATE YERBAS BUENAS,0,0,1,1
-70.7716142059307,-33.5365586448654,57,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191137,FERROCARRIL,131191319,HERNAN OLGUIN, ,FERROCARRIL - HERNAN OLGUIN,FERROCARRIL @ HERNAN OLGUIN,0,0,0,1
-70.7711318851282,-33.5117720909091,58,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131191499,JOSE MANUEL BORGONO,131190730,DEL REY, ,DEL REY - JOSE MANUEL BORGONO,JOSE MANUEL BORGONO @ DEL REY,0,0,0,2
-70.7708958283797,-33.5179272092731,59,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192605,PORTALES,131190730,DEL REY, ,DEL REY - PORTALES,PORTALES @ DEL REY,0,0,0,1
-70.7704509553471,-33.5248803680344,60,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192375,NVA SAN MARTIN,131190730,DEL REY, ,DEL REY - NVA SAN MARTIN,NVA SAN MARTIN @ DEL REY,0,1,0,0
-70.7701198285671,-33.5024344696749,61,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191824,LIBER BERNARDO O`HIGGINS,131193042,TERRANOVA, ,LIBER BERNARDO O`HIGGINS - TERRANOVA,LIBER BERNARDO O`HIGGINS @ TERRANOVA,0,0,0,1
-70.7690737416597,-33.4993849666428,62,3,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190310,BLANCO ENCALADA,131190713,DE LA VICTORIA, ,BLANCO ENCALADA - DE LA VICTORIA,BLANCO ENCALADA @ DE LA VICTORIA,0,0,2,1
-70.7689549681971,-33.4429418404934,63,2,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,SAN PABLO,131241250,SERRANO, ,SAN PABLO - SERRANO,SAN PABLO @ SERRANO,1,0,0,1
-70.7689309284195,-33.4544643142766,64,2,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131240582,LA TRAVESIA,131240039,AMERICO VESPUCIO, ,AMERICO VESPUCIO - LA TRAVESIA,LA TRAVESIA @ AMERICO VESPUCIO,0,0,0,2
-70.7687472212072,-33.5021852135766,65,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190713,DE LA VICTORIA,131191824,LIBER BERNARDO O`HIGGINS, ,DE LA VICTORIA - LIBER BERNARDO O`HIGGINS,DE LA VICTORIA @ LIBER BERNARDO O`HIGGINS,0,0,1,1
-70.7687232012146,-33.4476704839055,66,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131241201,RUTA 68,131241250,SERRANO, ,RUTA 68 - SERRANO,RUTA 68 @ SERRANO,0,1,0,0
-70.7687212038203,-33.5212798926528,67,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192442,PADRE HURTADO,131192995,SUR, ,PADRE HURTADO - SUR,PADRE HURTADO @ SUR,0,0,0,1
-70.767647066159,-33.4371619021999,68,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241250,SERRANO,131240169,CARD JOSE MARIA CARO, ,CARD JOSE MARIA CARO - SERRANO,SERRANO @ CARD JOSE MARIA CARO,1,0,0,0
-70.7675384379484,-33.5149921206897,69,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131191351,HUASCAR,131191782,LAS TINAJAS, ,HUASCAR - LAS TINAJAS,HUASCAR @ LAS TINAJAS,0,0,0,1
-70.7674451998359,-33.4364950998688,70,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131241251,SERRANO, , ,1175,- SERRANO,1175 SERRANO,0,1,0,0
-70.7673904913779,-33.4899473084214,71,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131193020,TEATRO ALAMEDA,131191672,LA SINFONIA, ,LA SINFONIA - TEATRO ALAMEDA,TEATRO ALAMEDA @ LA SINFONIA,0,0,0,1
-70.7669227449886,-33.4881358435942,72,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190279,BATALLA DE MAIPU, , ,499,- BATALLA DE MAIPU,499 BATALLA DE MAIPU,0,0,0,1
-70.7666782004384,-33.4539465997556,73,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131241320,TRAVESIA, , ,9421,- TRAVESIA,9421 TRAVESIA,1,0,1,0
-70.7654152986769,-33.4923808927639,74,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190408,CAMINO LA FARFANA,131191404,ISABEL RIQUELME, ,CAMINO LA FARFANA - ISABEL RIQUELME,CAMINO LA FARFANA @ ISABEL RIQUELME,0,0,0,1
-70.7647414402651,-33.5091128468802,75,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131190541,CHACABUCO,131192883,SAN MARTIN, ,CHACABUCO - SAN MARTIN,CHACABUCO @ SAN MARTIN,0,0,0,1
-70.7644334404508,-33.5211156143939,76,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192995,SUR,131190671,CRUZ DEL SUR, ,CRUZ DEL SUR - SUR,SUR @ CRUZ DEL SUR,0,0,0,1
-70.7639742897815,-33.5055256095191,77,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131192883,SAN MARTIN,131191825,LIBERTAD, ,LIBERTAD - SAN MARTIN,SAN MARTIN @ LIBERTAD,0,0,0,1
-70.7637015946527,-33.457042964661,78,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131240527,JAIME GUZMAN ERRAZURIZ,131240500,ISLA LENNOX, ,ISLA LENNOX - JAIME GUZMAN ERRAZURIZ,JAIME GUZMAN ERRAZURIZ @ ISLA LENNOX,0,0,0,1
-70.7632319021304,-33.4143426862658,79,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131030290,LA CAPILLA,131030617,SERRANO, ,LA CAPILLA - SERRANO,LA CAPILLA @ SERRANO,0,0,0,2
-70.7626908996651,-33.5149765003651,80,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192874,SAN JOSE, , ,459,- SAN JOSE,459 SAN JOSE,0,0,0,1
-70.7626517683643,-33.4536413500681,81,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131240482,ISLA DE PASCUA,131241320,TRAVESIA, ,ISLA DE PASCUA - TRAVESIA,ISLA DE PASCUA @ TRAVESIA,0,0,0,1
-70.7616929822452,-33.4426969703887,82,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131241325,TROVADOR, , ,9037,- TROVADOR,9037 TROVADOR,1,0,0,0
-70.7611118196546,-33.4276800099244,83,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131240397,FEDERICO ERRAZURIZ,131240538,JOSE JOAQUIN PEREZ, ,FEDERICO ERRAZURIZ - JOSE JOAQUIN PEREZ,FEDERICO ERRAZURIZ @ JOSE JOAQUIN PEREZ,0,0,0,1
-70.7610721694449,-33.3859029134885,84,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240150,CAMINO LO BOZA, , ,121,- CAMINO LO BOZA,121 CAMINO LO BOZA,0,0,0,1
-70.7610215313185,-33.3629765703123,85,1,QUILICURA,2016,1,13125,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131250382,LO MARCOLETA, , ,0,- LO MARCOLETA,0 LO MARCOLETA,0,0,0,1
-70.6572289393639,-33.3919010551894,86,1,CONCHALI,2016,1,13104,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131040246,EL GUANACO,131040160,CARD JOSE MARIA CARO, ,CARD JOSE MARIA CARO - EL GUANACO,EL GUANACO @ CARD JOSE MARIA CARO,0,1,0,0
-70.7609769384348,-33.4696539724527,87,2,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131190875,EL DESCANSO,131190124,AMERICO VESPUCIO, ,AMERICO VESPUCIO - EL DESCANSO,EL DESCANSO @ AMERICO VESPUCIO,0,0,1,2
-70.7603282493491,-33.4585623638619,88,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131240642,LAGUNA SUR,131240494,ISLA GRANDE TIERRA DEL FUEGO, ,ISLA GRANDE TIERRA DEL FUEGO - LAGUNA SUR,LAGUNA SUR @ ISLA GRANDE TIERRA DEL FUEGO,0,0,0,1
-70.7602060000067,-33.3863719998677,89,1,PUDAHUEL,2016,1,13124,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131240039,AMERICO VESPUCIO, , ,130,- AMERICO VESPUCIO,130 AMERICO VESPUCIO,0,0,0,1
-70.7600124443187,-33.5078454745888,90,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131192180,MANUEL RODRIGUEZ,131191257,GRAL ORDONEZ, ,GRAL ORDONEZ - MANUEL RODRIGUEZ,MANUEL RODRIGUEZ @ GRAL ORDONEZ,0,1,0,1
-70.7598987861999,-33.51269875954,91,1,MAIPU,2016,1,13119,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131192180,MANUEL RODRIGUEZ,131191607,LA COLONIA, ,LA COLONIA - MANUEL RODRIGUEZ,MANUEL RODRIGUEZ @ LA COLONIA,0,0,0,1
-70.7595750923165,-33.4143958892587,92,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131030290,LA CAPILLA,131030135,DIAG RENY, ,DIAG RENY - LA CAPILLA,LA CAPILLA @ DIAG RENY,0,0,0,1
-70.7590758076023,-33.414997238032,93,1,CERRO NAVIA,2016,1,13103,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131030135,DIAG RENY, , ,1765,- DIAG RENY,1765 DIAG RENY,0,0,0,1
