X,Y,FID,Ano,Cod_Comuna,Comuna,Cod_Region,Region,Cod_TipoAc,TipoAccide,Cod_Zona,Zona,CalleUno,CalleDos,Numero,PistasdeId,PistasdeRe,Fallecidos,Graves,Menos_Grav,Leves,lat,lng,Atropellos
-70.6495901,-33.4429617,1,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,937,4,4,0,0,0,1,-33.4429617,-70.6495901,1
-70.649559,-33.563549,2,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OBSERVATORIO, ,1753,2,2,0,0,0,1,-33.563549,-70.649559,1
-70.649437,-33.474522,3,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,NATANIEL COX,BIO BIO,0,2,0,0,0,1,0,-33.474522,-70.649437,1
-70.649376,-33.50877,4,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VARGAS BUSTON,MIGUEL LUIS CERDA,0,2,2,0,0,0,1,-33.50877,-70.649376,1
-70.6492397,-33.5349691,5,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BRASIL, ,1231,1,1,0,0,1,0,-33.5349691,-70.6492397,1
-70.6490467,-33.4434242,6,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,ESTADO,0,4,4,0,1,0,0,-33.4434242,-70.6490467,1
-70.648857,-33.447037,7,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SERRANO,TARAPACA,0,2,0,0,0,0,1,-33.447037,-70.648857,1
-70.648811,-33.531578,8,2018,13109,LA CISTERNA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LA GRANJA, ,8083,1,1,0,0,0,1,-33.531578,-70.648811,1
-70.648804,-33.466141,9,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN DIEGO,PEDRO LAGOS,0,2,0,0,0,0,1,-33.466141,-70.648804,1
-70.648796,-33.451462,10,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ARTURO PRAT,STA ISABEL,0,2,0,0,0,0,1,-33.451462,-70.648796,1
-70.648743,-33.467396,11,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN DIEGO,MAULE,0,3,0,0,0,0,1,-33.467396,-70.648743,1
-70.6486098,-33.4429642,12,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,877,4,4,0,1,0,0,-33.4429642,-70.6486098,1
-70.6485596,-33.4325979,13,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,STA MARIA,0,3,3,0,1,0,3,-33.4325979,-70.6485596,3
-70.648422,-33.533463,14,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PARAGUAY,EMILIANO FIGUEROA,0,1,1,0,0,0,1,-33.533463,-70.648422,1
-70.648422,-33.180683,15,2018,13301,COLINA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GRAL SAN MARTIN, ,119,1,1,0,0,1,0,-33.180683,-70.648422,1
-70.648354,-33.42815,16,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DAVILA BAEZA, ,700,2,0,0,0,0,1,-33.42815,-70.648354,1
-70.648338,-33.475651,17,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN DIEGO,PLACER,0,3,0,0,0,1,0,-33.475651,-70.648338,1
-70.648232,-33.180561,18,2018,13301,COLINA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GRAL SAN MARTIN, ,105,1,1,0,0,0,1,-33.180561,-70.648232,1
-70.6481848,-33.4319672,19,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,BELLAVISTA,0,3,3,0,0,0,1,-33.4319672,-70.6481848,2
-70.647995,-33.528622,20,2018,13109,LA CISTERNA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LA GRANJA,EL PARRON,0,1,1,0,0,0,1,-33.528622,-70.647995,1
-70.647667,-33.443035,21,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,SAN ANTONIO,0,3,3,0,0,0,2,-33.443035,-70.647667,2
-70.647171,-33.424675,22,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RENGIFO,OLIVOS,0,3,0,0,0,0,1,-33.424675,-70.647171,1
-70.647041,-33.381107,23,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SALZBURGO,PRINCIPAL CAP IGNACIO CARRERA PINTO,0,2,2,0,1,0,1,-33.381107,-70.647041,1
-70.647026,-33.445457,24,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN FRANCISCO,PADRE ALONSO DE OVALLE,0,2,0,0,0,0,1,-33.445457,-70.647026,1
-70.646996,-33.446671,25,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,TARAPACA,SAN FRANCISCO,0,4,0,0,1,0,0,-33.446671,-70.646996,1
-70.646812,-33.469616,26,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ARTURO PRAT,NUBLE,0,2,0,0,1,0,1,-33.469616,-70.646812,1
-70.646782,-33.428696,27,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,DAVILA BAEZA,0,3,2,0,0,0,1,-33.428696,-70.646782,1
-70.646706,-33.505222,28,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DEPARTAMENTAL, ,813,2,2,0,0,0,1,-33.505222,-70.646706,1
-70.646454,-33.542202,29,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OSSA, ,1699,1,1,0,0,0,1,-33.542202,-70.646454,1
-70.646271,-33.44273,30,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,MAC IVER,0,3,0,0,1,0,1,-33.44273,-70.646271,2
-70.646255,-33.459068,31,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MANUEL ANTONIO MATTA,SERRANO,0,4,0,0,0,0,0,-33.459068,-70.646255,1
-70.64576,-33.442776,32,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS,STA ROSA,0,3,3,0,1,0,0,-33.442776,-70.64576,2
-70.645729,-33.439888,33,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MIRAFLORES, ,222,2,0,0,0,0,1,-33.439888,-70.645729,1
-70.645615,-33.43792,34,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MIRAFLORES,MERCED,0,3,0,0,2,0,2,-33.43792,-70.645615,3
-70.64537,-33.575668,35,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO MARTINEZ,TOLTEN,0,2,2,0,0,0,2,-33.575668,-70.64537,1
-70.645348,-33.424355,36,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA, ,689,2,2,0,1,0,0,-33.424355,-70.645348,1
-70.645317,-33.545841,37,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LA BANDERA,VICUNA MACKENNA,0,2,0,0,0,1,0,-33.545841,-70.645317,1
-70.6452977,-33.584479,38,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GABRIELA,PSJE 6,0,2,2,1,0,0,1,-33.584479,-70.6452977,1
-70.645248,-33.440308,39,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MIRAFLORES,AGUSTINAS,0,2,0,0,0,0,1,-33.440308,-70.645248,1
-70.64518,-33.554607,40,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ALMTE LATORRE,PSJE 1,0,2,0,0,0,0,1,-33.554607,-70.64518,1
-70.645035,-33.505749,41,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MONTREAL,DEPARTAMENTAL,0,1,1,0,0,0,0,-33.505749,-70.645035,1
-70.645004,-33.460854,42,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN FRANCISCO,MARINA DE GAETE,0,3,0,0,1,0,0,-33.460854,-70.645004,1
-70.6449893,-33.5372706,43,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,JUAN LUIS SANFUENTES,ECUADOR,0,1,1,0,1,0,0,-33.5372706,-70.6449893,1
-70.644913,-33.392288,44,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RAUL MONTT,NVA RECOLETA,0,1,1,1,0,0,0,-33.392288,-70.644913,1
-70.644608,-33.441303,45,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MONEDA,STA LUCIA,0,2,0,0,0,1,0,-33.441303,-70.644608,1
-70.644409,-33.37479,46,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RIO CACHAPOAL, ,5419,1,0,0,0,1,0,-33.37479,-70.644409,1
-70.644386,-33.442455,47,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,552,4,4,0,0,0,1,-33.442455,-70.644386,1
-70.644203,-33.451717,48,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,EYZAGUIRRE,STA ROSA,0,4,0,2,0,0,0,-33.451717,-70.644203,1
-70.644096,-33.420307,49,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA, ,1003,3,0,0,1,0,0,-33.420307,-70.644096,1
-70.644043,-33.42004,50,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA, ,1039,2,2,1,0,0,0,-33.42004,-70.644043,1
-70.643852,-33.433273,51,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,BELLAVISTA, ,284,4,0,0,1,0,0,-33.433273,-70.643852,1
-70.643768,-33.458179,52,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MANUEL ANTONIO MATTA, ,717,4,0,1,0,0,0,-33.458179,-70.643768,1
-70.6436353,-33.4147951,53,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MARIA GRAHAM,RECOLETA,0,2,0,0,0,0,1,-33.4147951,-70.6436353,1
-70.6436,-33.414001,54,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA, ,1490,2,2,0,0,0,1,-33.414001,-70.6436,1
-70.6435992,-33.4776675,55,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARLOS SILVA VILDOSOLA,SAN FRANCISCO,0,3,0,0,0,1,0,-33.4776675,-70.6435992,1
-70.643387,-33.43655,56,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MONJITAS,JOSE MIGUEL DE LA BARRA,0,2,0,0,0,0,0,-33.43655,-70.643387,1
-70.643227,-33.40736,57,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MAIPO,RECOLETA,0,2,0,0,0,0,1,-33.40736,-70.643227,1
-70.643204,-33.407017,58,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,SAN GERARDO,RECOLETA,0,2,2,0,1,0,1,-33.407017,-70.643204,2
-70.6431755,-33.4434456,59,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARMEN,MARCOLETA,0,2,0,0,0,0,2,-33.4434456,-70.6431755,1
-70.643036,-33.541012,60,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,AMERICO VESPUCIO,CARLOS DAVILA,0,2,0,0,0,0,0,-33.541012,-70.643036,1
-70.642883,-33.400925,61,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,MUNOZ GAMERO,0,2,2,0,1,1,1,-33.400925,-70.642883,3
-70.642776,-33.396976,62,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,DORSAL,0,2,2,0,1,0,0,-33.396976,-70.642776,1
-70.642769,-33.542652,63,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OSSA,ALMTE LATORRE,0,1,1,0,1,0,0,-33.542652,-70.642769,1
-70.642654,-33.434032,64,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LORETO,STA MARIA,0,1,0,0,0,0,1,-33.434032,-70.642654,1
-70.642647,-33.39386,65,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,URMENETA,RECOLETA,0,1,1,0,0,0,2,-33.39386,-70.642647,2
-70.642616,-33.446125,66,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARMEN,CURICO,0,2,0,0,0,1,0,-33.446125,-70.642616,1
-70.642578,-33.499149,67,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MONTREAL, ,4630,2,0,0,0,0,0,-33.499149,-70.642578,1
-70.642448,-33.390926,68,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS ZAPADORES,RECOLETA,0,2,2,0,4,2,0,-33.390926,-70.642448,5
-70.642365,-33.423317,69,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,MAESTRA LIDIA TORRES,TABARE,0,1,1,0,1,0,0,-33.423317,-70.642365,1
-70.642334,-33.46497,70,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA, ,1490,3,0,0,2,0,0,-33.46497,-70.642334,2
-70.642166,-33.438915,71,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VICTORIA SUBERCASEAUX, ,143,2,0,0,0,0,0,-33.438915,-70.642166,1
-70.64212,-33.472942,72,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,FRANKLIN,0,3,0,0,0,0,1,-33.472942,-70.64212,1
-70.642067,-33.537041,73,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CARLOS DAVILA,DONIHUE,0,1,1,0,0,0,1,-33.537041,-70.642067,1
-70.642067,-33.380615,74,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS INDUSTRIALES, ,650,1,1,0,0,0,2,-33.380615,-70.642067,1
-70.6417143,-33.5332477,75,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,URUGUAY,LOS CLARINES,0,1,1,0,1,0,0,-33.5332477,-70.6417143,1
-70.641701,-33.576015,76,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO MARTINEZ,PUNTA DE HORCON,0,1,1,0,1,0,0,-33.576015,-70.641701,1
-70.641624,-33.386021,77,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,ADELA MARTINEZ,0,1,2,0,0,0,1,-33.386021,-70.641624,1
-70.641556,-33.438507,78,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ROSAL, ,346,3,3,0,1,0,0,-33.438507,-70.641556,1
-70.641533,-33.449848,79,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ISABEL,CARMEN,0,2,0,0,1,0,0,-33.449848,-70.641533,1
-70.641479,-33.38858,80,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ALFREDO ROSENDE, ,590,1,1,0,0,0,1,-33.38858,-70.641479,1
-70.641403,-33.552883,81,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,AURORA DE CHILE,ESPERANZA,0,1,1,0,0,0,1,-33.552883,-70.641403,1
-70.641266,-33.442944,82,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DIAG PARAGUAY,MARCOLETA,0,2,0,0,0,0,0,-33.442944,-70.641266,1
-70.641167,-33.556957,83,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VENANCIA LEIVA, ,1949,2,2,0,1,0,0,-33.556957,-70.641167,1
-70.640999,-33.484695,84,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA, ,3260,3,3,0,1,0,0,-33.484695,-70.640999,1
-70.640961,-33.384277,85,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,LOS CARDENALES,0,2,2,0,0,1,1,-33.384277,-70.640961,2
-70.640923,-33.406006,86,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CRNEL DEL CANTO, ,2259,1,1,0,0,0,2,-33.406006,-70.640923,1
-70.640694,-33.488091,87,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,PEDRO ALARCON,0,2,2,0,1,0,0,-33.488091,-70.640694,1
-70.640427,-33.4921,88,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,ALVAREZ DE TOLEDO,0,2,2,0,0,0,2,-33.4921,-70.640427,1
-70.6403886,-33.4228,89,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PERU,SANTOS DUMONT,0,2,2,1,0,0,0,-33.4228,-70.6403886,1
-70.640343,-33.383652,90,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,AMERICO VESPUCIO,RECOLETA,0,2,0,0,0,0,1,-33.383652,-70.640343,1
-70.640312,-33.444511,91,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIRA, ,140,2,0,0,1,0,0,-33.444511,-70.640312,1
-70.640312,-33.381626,92,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA, ,4440,2,2,0,0,0,2,-33.381626,-70.640312,1
-70.6402218,-33.4213196,93,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PERU, ,981,2,2,0,1,0,0,-33.4213196,-70.6402218,1
-70.639984,-33.495312,94,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,PDTE SALVADOR ALLENDE,0,2,2,0,1,0,1,-33.495312,-70.639984,1
-70.639702,-33.497791,95,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ING BUDGE,STA ROSA,0,3,3,1,0,0,0,-33.497791,-70.639702,1
-70.639549,-33.543129,96,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OSSA,AURORA DE CHILE,0,1,1,0,1,0,0,-33.543129,-70.639549,1
-70.639366,-33.501068,97,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,URETA COX,STA ROSA,0,3,3,0,1,0,0,-33.501068,-70.639366,1
-70.638969,-33.582985,98,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PORTO ALEGRE,CALLE A,0,2,2,0,0,0,1,-33.582985,-70.638969,1
-70.638962,-33.479694,99,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RIVAS, ,572,2,0,0,0,1,0,-33.479694,-70.638962,1
-70.6387506,-33.5849032,100,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CIUDAD DE MEXICO,ANDRES BELLO,0,1,1,0,0,0,1,-33.5849032,-70.6387506,1
-70.638748,-33.434944,101,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PURISIMA,STA MARIA,0,2,2,0,0,0,1,-33.434944,-70.638748,1
-70.638725,-33.413467,102,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,VALDIVIESO,EL SALTO,0,2,2,0,0,0,1,-33.413467,-70.638725,1
-70.638641,-33.380371,103,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA CLARA, ,555,1,1,0,0,0,1,-33.380371,-70.638641,1
-70.638481,-33.507046,104,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DEPARTAMENTAL,STA ROSA,0,2,2,0,1,0,1,-33.507046,-70.638481,2
-70.638336,-33.589386,105,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,TUCAPEL, ,2335,2,0,0,1,0,0,-33.589386,-70.638336,1
-70.638245,-33.576313,106,2018,13112,LA PINTANA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO MARTINEZ,PORTO ALEGRE,0,1,1,0,0,0,1,-33.576313,-70.638245,1
-70.638084,-33.430416,107,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PURISIMA,STA FILOMENA,0,2,0,0,0,0,1,-33.430416,-70.638084,1
-70.638023,-33.437908,108,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,153,3,0,0,1,0,0,-33.437908,-70.638023,1
-70.638,-33.369614,109,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LA PINCOYA,GUAYALOLEN,0,1,1,0,0,0,2,-33.369614,-70.638,1
-70.637848,-33.366692,110,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS MANZANOS, ,5908,1,1,0,1,0,0,-33.366692,-70.637848,1
-70.63781,-33.443031,111,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DIAG PARAGUAY,PORTUGAL,0,4,0,0,0,0,2,-33.443031,-70.63781,2
-70.6377524,-33.4020461,112,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,NORTE,DIGNIDAD,0,1,1,0,1,0,0,-33.4020461,-70.6377524,1
-70.63768,-33.391777,113,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS ZAPADORES,FIERRO,0,2,2,1,0,0,0,-33.391777,-70.63768,1
-70.637558,-33.543415,114,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OSSA, ,1957,1,1,0,1,0,0,-33.543415,-70.637558,1
-70.63755,-33.510548,115,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA, ,5740,2,2,1,0,0,0,-33.510548,-70.63755,1
-70.637444,-33.391853,116,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LOS ZAPADORES,JOSE SANTOS OSSA,0,1,1,0,0,0,1,-33.391853,-70.637444,1
-70.637444,-33.375534,117,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RECOLETA,CARLOS AGUIRRE LUCO,0,2,2,0,0,0,2,-33.375534,-70.637444,2
-70.637428,-33.432014,118,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,ANTONIA LOPEZ DE BELLO, ,49,2,0,0,0,0,1,-33.432014,-70.637428,1
-70.63723,-33.437469,119,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIBER BERNARDO O`HIGGINS, ,123,3,3,0,1,0,0,-33.437469,-70.63723,1
-70.637184,-33.455994,120,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LIRA,PORVENIR,0,2,0,0,1,0,0,-33.455994,-70.637184,1
-70.637085,-33.500954,121,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,URETA COX,CRISTOBAL DE ERAZO,0,1,1,0,1,0,0,-33.500954,-70.637085,1
-70.637009,-33.517006,122,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,SEBASTOPOL,0,3,3,0,0,0,2,-33.517006,-70.637009,1
-70.637001,-33.374554,123,2018,13107,HUECHURABA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,GUILLERMO SUBIABRE,RECOLETA,0,1,1,0,0,0,3,-33.374554,-70.637001,3
-70.636917,-33.444542,124,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,CURICO,PORTUGAL,0,2,0,0,0,0,1,-33.444542,-70.636917,1
-70.636795,-33.544769,125,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PEDRO AGUIRRE CERDA,LOS FRANCISCANOS,0,2,2,0,0,0,0,-33.544769,-70.636795,1
-70.63678,-33.545345,126,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,PEDRO AGUIRRE CERDA,GOYCOLEA,0,1,1,0,0,0,1,-33.545345,-70.63678,1
-70.6367665,-33.5435173,127,2018,13131,SAN RAMON,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,OSSA,PEDRO AGUIRRE CERDA,0,1,1,0,0,0,1,-33.5435173,-70.6367665,1
-70.636734,-33.518726,128,2018,13130,SAN MIGUEL,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,LO OVALLE,STA ROSA,0,2,2,0,1,0,0,-33.518726,-70.636734,1
-70.636597,-33.437527,129,2018,13101,SANTIAGO,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,RAMON CORVALAN MELGAREJO,LIBER BERNARDO O`HIGGINS,0,4,4,0,1,0,1,-33.437527,-70.636597,1
-70.636345,-33.507153,130,2018,13129,SAN JOAQUIN,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,DEPARTAMENTAL,BERLIOZ,0,2,2,0,0,0,1,-33.507153,-70.636345,1
-70.636314,-33.410267,131,2018,13127,RECOLETA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,NICOLAS DE GARNICA,EL SALTO,0,1,1,0,1,0,1,-33.410267,-70.636314,1
-70.636223,-33.52121,132,2018,13111,LA GRANJA,13,REGION METROPOLITANA,10,ATROPELLO,1,URBANA,STA ROSA,PADRE ESTEBAN GAMUCIO VIVES,0,1,1,0,0,0,1,-33.52121,-70.636223,1
