X,Y,FID,ICOUNT,Año,Cód_Comuna,Comuna,Cód_Región,Región,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.714761183182,-33.6219574524744,1,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, ,12489,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ 12489,1,0,0,0,1
-70.7134327307359,-33.629205941401,2,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ, ,20040,PRESIDENTE JORGE ALESSANDRI RODRIGUEZ 20040,0,0,0,1,1
-70.7121127103333,-33.6013390844312,3,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CALLE 1 DE MAYO,EYZAGUIRRE,0,CALLE 1 DE MAYO / EYZAGUIRRE,0,0,0,1,1
-70.7105705546873,-33.6018293597371,4,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CALLE 1 DE MAYO,FIDEL PINOCHET,0,CALLE 1 DE MAYO / FIDEL PINOCHET,1,0,0,0,1
-70.7072593003764,-33.6365474004421,5,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,PORTALES, ,3000,PORTALES 3000,0,1,0,0,1
-70.7060520630523,-33.6075811402574,6,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EUCALIPTUS,BULNES,0,EUCALIPTUS / BULNES,0,0,0,1,1
-70.7036591154758,-33.6136480666049,7,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,MATEO DE TORO Y ZAMBRANO,LAS AGATAS,0,MATEO DE TORO Y ZAMBRANO / LAS AGATAS,0,0,0,1,1
-70.6991576219266,-33.6185610845264,8,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,DIEGO PORTALES,CENTRAL,0,DIEGO PORTALES / CENTRAL,0,0,0,1,1
-70.6971066082833,-33.600391540737,9,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BAQUEDANO, ,820,BAQUEDANO 820,0,0,0,1,1
-70.6946708232998,-33.6191913501007,10,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CENTRAL,LOS ALERCES,0,CENTRAL / LOS ALERCES,0,0,0,1,1
-70.6859104894775,-33.6030308863662,11,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,DUCAUD, ,15575,DUCAUD 15575,0,0,1,0,1
-70.682572746535,-33.6048728202244,12,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN JOSE,PADRE HURTADO,0,SAN JOSE / PADRE HURTADO,0,0,0,1,1
-70.6822118000345,-33.6169429001947,13,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PADRE HURTADO, ,13560,PADRE HURTADO 13560,0,1,0,0,1
-70.7143327893267,-33.5973144420079,14,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN ALFONSO, ,1000,SAN ALFONSO 1000,0,0,0,1,1
-70.7120197833863,-33.5977963284378,15,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,AMERICA,SAN ALFONSO,0,AMERICA / SAN ALFONSO,0,0,1,0,1
-70.7114171422872,-33.5880920257264,16,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,COLON, ,160,COLON 160,0,0,0,1,1
-70.7113186341476,-33.5979264765256,17,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN ALFONSO,MAHUIDA,0,SAN ALFONSO / MAHUIDA,0,1,0,0,1
-70.7080117883133,-33.5959218921815,18,2,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN JOSE,URMENETA,0,SAN JOSE / URMENETA,0,0,0,2,2
-70.7065749945403,-33.5961671714778,19,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EYZAGUIRRE,SAN JOSE,0,EYZAGUIRRE / SAN JOSE,0,0,0,1,1
-70.7062788343007,-33.5961519963175,20,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN JOSE, ,583,SAN JOSE 583,0,0,0,1,1
-70.7052123138971,-33.5966316803078,21,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE, ,729,FREIRE 729,0,0,2,0,1
-70.7051822396686,-33.5963577198328,22,3,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE,SAN JOSE,0,FREIRE / SAN JOSE,0,0,0,3,3
-70.7045938950922,-33.5946614356767,23,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE,COVADONGA,0,FREIRE / COVADONGA,0,0,1,0,1
-70.7040015539285,-33.5929832395848,24,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE,ARTURO PRAT,0,FREIRE / ARTURO PRAT,0,0,0,1,1
-70.7036436147609,-33.5918879786473,25,3,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE,LIBERTADOR BERNARDO OHIGGINS,0,FREIRE / LIBERTADOR BERNARDO OHIGGINS,0,1,1,1,3
-70.7075876536472,-33.5909588629611,26,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO OHIGGINS,MAIPU,0,LIBERTADOR BERNARDO OHIGGINS / MAIPU,0,0,0,1,1
-70.7070821033564,-33.5867995380682,27,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FLORIDA,AMERICA,0,FLORIDA / AMERICA,0,1,0,0,1
-70.7049141886388,-33.5915947439022,28,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EYZAGUIRRE,LIBERTADOR BERNARDO OHIGGINS,0,EYZAGUIRRE / LIBERTADOR BERNARDO OHIGGINS,0,1,0,0,1
-70.7030045376293,-33.590228455179,29,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE,COLON SUR,0,FREIRE / COLON SUR,0,1,0,0,1
-70.7027884062599,-33.5899131052056,30,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FREIRE, ,220,FREIRE 220,0,1,0,0,1
-70.7022441167725,-33.5894182919206,31,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EYZAGUIRRE,FREIRE,0,EYZAGUIRRE / FREIRE,0,0,0,1,1
-70.701105164072,-33.5969910062299,32,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN JOSE,JOSE JOAQUIN PEREZ,0,SAN JOSE / JOSE JOAQUIN PEREZ,0,0,0,1,1
-70.7008954997275,-33.5953902003974,33,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,COVADONGA, ,234,COVADONGA 234,0,0,1,0,1
-70.7003945027041,-33.5908775858319,34,3,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BULNES,COLON SUR,0,BULNES / COLON SUR,0,0,0,4,3
-70.6993095192189,-33.5957171012632,35,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,NUEVA BARROS ARANA,COVADONGA,0,NUEVA BARROS ARANA / COVADONGA,0,0,0,1,1
-70.6988706608523,-33.5944425784622,36,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,ARTURO PRAT,BARROS ARANA,0,ARTURO PRAT / BARROS ARANA,0,1,0,0,1
-70.6980341996186,-33.5975358164247,37,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PORTALES, ,6,PORTALES 6,0,0,0,1,1
-70.6951755462144,-33.5986235068693,38,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN JOSE,SAN MARTIN,0,SAN JOSE / SAN MARTIN,0,0,0,1,1
-70.6951478246124,-33.5919235288478,39,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SERGIO FUENTES,COLON,0,SERGIO FUENTES / COLON,0,0,0,1,1
-70.6940961205395,-33.593624297923,40,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SAN MARTIN DE PORRES,LIBERTADOR BERNARDO OHIGGINS,0,SAN MARTIN DE PORRES / LIBERTADOR BERNARDO OHIGGINS,0,0,0,1,1
-70.693498669428,-33.5970142240272,41,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,JOSE BESA,ANTONIO VARAS,0,JOSE BESA / ANTONIO VARAS,0,0,0,1,1
-70.6918435481412,-33.5851511670926,42,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SANTA MARTA,TEMUCO,0,SANTA MARTA / TEMUCO,0,0,0,1,1
-70.6913782640956,-33.5912692459789,43,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,RAYEN QUITRAL, ,14716,RAYEN QUITRAL 14716,0,0,0,1,1
-70.7083755874634,-33.5712942187532,44,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,COSTA BELLA, ,1549,COSTA BELLA 1549,0,1,0,0,1
-70.7062318465225,-33.5848814235388,45,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BALMACEDA,AMERICA,0,BALMACEDA / AMERICA,0,0,1,0,1
-70.7052472624512,-33.5827105428572,46,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,AMERICA,ISABEL RIQUELME,0,AMERICA / ISABEL RIQUELME,0,1,0,0,1
-70.7022059207666,-33.5794160483119,47,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,URMENETA, ,575,URMENETA 575,0,0,0,4,1
-70.7017249003838,-33.58262209993,48,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EYZAGUIRRE, ,300,EYZAGUIRRE 300,0,0,0,1,1
-70.7016995763743,-33.5826514421103,49,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,EYZAGUIRRE, ,300,EYZAGUIRRE 300,0,0,0,1,1
-70.6984797867128,-33.5738208667396,50,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LO BLANCO, ,1724,LO BLANCO 1724,0,0,0,1,1
-70.6958278910443,-33.583175785534,51,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,FONTECILLA,SANTA MARTA,0,FONTECILLA / SANTA MARTA,0,0,0,1,1
-70.6921541344057,-33.5763453635477,52,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,LO BLANCO,0,GRAN AVENIDA JOSE MIGUEL CARRERA / LO BLANCO,0,0,0,1,1
-70.6901633141856,-33.5807931118126,53,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CALDERON DE LA BARCA,ALONSO DE MONROY,0,CALDERON DE LA BARCA / ALONSO DE MONROY,0,0,0,0,1
-70.6897746757606,-33.5914469448206,54,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SILVIA PINTO,PEDRO SANCHO DE LA HOZ,0,SILVIA PINTO / PEDRO SANCHO DE LA HOZ,0,0,0,1,1
-70.6887731565559,-33.5852923210837,55,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PEDRO DE VALDIVIA,FRANCISCO DE CAMARGO,0,PEDRO DE VALDIVIA / FRANCISCO DE CAMARGO,0,0,0,1,1
-70.6872667039951,-33.5900473164305,56,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BALMACEDA,MARINA ORTIZ DE GAETE,0,BALMACEDA / MARINA ORTIZ DE GAETE,1,0,0,0,1
-70.6861220999549,-33.5837232001656,57,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CRISTOBAL DE MOLINA, ,13741,CRISTOBAL DE MOLINA 13741,0,1,0,0,1
-70.6856588133036,-33.5849921093983,58,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BARTOLOME DIAZ,PEDRO SANCHO DE LA HOZ,0,BARTOLOME DIAZ / PEDRO SANCHO DE LA HOZ,0,0,0,0,1
-70.6854105698419,-33.5959974388307,59,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CHACAO,CHAUQUES,0,CHACAO / CHAUQUES,0,0,0,1,1
-70.6843367820168,-33.5914128892934,60,2,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,MARTIN DE SOLIS,BALMACEDA,0,MARTIN DE SOLIS / BALMACEDA,0,1,0,1,2
-70.682899659092,-33.5892140208103,61,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SANTA MARTA,MARTIN DE SOLIS,0,SANTA MARTA / MARTIN DE SOLIS,0,0,1,0,1
-70.6801331942914,-33.5956002343633,62,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PADRE HURTADO,PIRINEOS,0,PADRE HURTADO / PIRINEOS,0,0,0,1,1
-70.67969168922,-33.593728350383,63,3,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PADRE HURTADO,BALMACEDA,0,PADRE HURTADO / BALMACEDA,0,0,0,3,3
-70.6789710201964,-33.5909565139319,64,3,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SANTA MARTA,PADRE HURTADO,0,SANTA MARTA / PADRE HURTADO,1,0,0,2,3
-70.6755694172948,-33.5945247018535,65,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BALMACEDA, ,1282,BALMACEDA 1282,0,1,0,0,1
-70.6754662623581,-33.594547895369,66,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,BALMACEDA, ,1222,BALMACEDA 1222,0,1,0,0,1
-70.6710928700399,-33.5894984817695,67,2,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,SANTA TERESA,SANTA MERCEDES,0,SANTA TERESA / SANTA MERCEDES,0,1,0,1,2
-70.6801817981514,-33.5821898614729,68,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,MARTIN DE ROBLEDO,SANTA MARTA,0,MARTIN DE ROBLEDO / SANTA MARTA,0,1,0,0,1
-70.6799977959615,-33.5847174096807,69,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,CALDERON DE LA BARCA,MARTIN DE SOLIS,0,CALDERON DE LA BARCA / MARTIN DE SOLIS,0,0,0,1,1
-70.6793113965037,-33.5834912551173,70,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,MARTIN DE SOLIS,ALONSO ESCUDERO,0,MARTIN DE SOLIS / ALONSO ESCUDERO,0,0,0,1,1
-70.6776528577931,-33.585553104692,71,1,2013,13401,SAN BERNARDO,13,REGION METROPOLITANA,PADRE HURTADO, ,13560,PADRE HURTADO 13560,0,0,0,1,1
-70.6767006637047,-33.5824426528062,72,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,LO BLANCO,0,LOS MORROS / LO BLANCO,0,1,0,0,1
-70.6764898581204,-33.5813244429687,73,2,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS, ,11200,LOS MORROS 11200,0,2,0,0,2
-70.6761731357815,-33.5809574925941,74,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,LAS PARCELAS,0,LOS MORROS / LAS PARCELAS,0,0,0,1,1
-70.6905324723957,-33.5741415128205,75,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,LO MORENO,0,GRAN AVENIDA JOSE MIGUEL CARRERA / LO MORENO,0,0,0,1,1
-70.6871546979309,-33.5783615167705,76,2,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LO BLANCO,PEDRO DE MENDOZA,0,LO BLANCO / PEDRO DE MENDOZA,0,0,0,3,2
-70.6862737922017,-33.5684049830035,77,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,CENTRAL,GRAN AVENIDA JOSE MIGUEL CARRERA,0,CENTRAL / GRAN AVENIDA JOSE MIGUEL CARRERA,0,0,1,0,1
-70.6852287664943,-33.5791001965168,78,2,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LO BLANCO,FRANCISCO DE CAMARGO,0,LO BLANCO / FRANCISCO DE CAMARGO,0,0,1,1,2
-70.6827645890145,-33.5639924620824,79,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,GRAN AVENIDA JOSE MIGUEL CARRERA,CLAUDIO ARRAU,0,GRAN AVENIDA JOSE MIGUEL CARRERA / CLAUDIO ARRAU,0,0,0,1,1
-70.6817220634225,-33.5715096351615,80,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS CIPRESES,LOS CAROLINOS,0,LOS CIPRESES / LOS CAROLINOS,0,0,0,1,1
-70.6806228580584,-33.5767189518181,81,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,SANTA CRUZ,CHEPICA,0,SANTA CRUZ / CHEPICA,0,0,0,1,1
-70.6785636165176,-33.5651531190212,82,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,CLAUDIO ARRAU,MOZART,0,CLAUDIO ARRAU / MOZART,0,1,0,0,1
-70.6745320574085,-33.5660339923748,83,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,CLAUDIO ARRAU,SAN FLORENCIO,0,CLAUDIO ARRAU / SAN FLORENCIO,0,0,0,1,1
-70.6735931256222,-33.5713176173142,84,2,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LO MARTINEZ,LOS MORROS,0,LO MARTINEZ / LOS MORROS,0,2,0,0,2
-70.6733844514313,-33.5708831944038,85,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,LOS CIERVOS,0,LOS MORROS / LOS CIERVOS,0,2,0,1,1
-70.6728844436621,-33.5688456031421,86,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,EL LIBERTADOR,0,LOS MORROS / EL LIBERTADOR,0,0,1,0,1
-70.6726725004355,-33.5746551003526,87,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,COQUIMBO, ,650,COQUIMBO 650,0,0,0,0,1
-70.6722340152875,-33.566461861026,88,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,EL CONQUISTADOR,0,LOS MORROS / EL CONQUISTADOR,0,0,0,1,1
-70.6720176177188,-33.565923702217,89,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS MORROS,LAS PERDICES,0,LOS MORROS / LAS PERDICES,0,1,0,0,1
-70.6700356288412,-33.5719298928502,90,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LO MARTINEZ, ,1070,LO MARTINEZ 1070,0,0,0,1,1
-70.6672835666832,-33.5737881907724,91,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,YUMBEL,TEMUCO,0,YUMBEL / TEMUCO,0,0,0,1,1
-70.6669442353881,-33.5682490153797,92,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,LOS RAULIES, ,11467,LOS RAULIES 11467,0,0,0,1,1
-70.6669068020072,-33.5738563935577,93,1,2013,13105,EL BOSQUE,13,REGION METROPOLITANA,QUILLECO,TEMUCO,0,QUILLECO / TEMUCO,0,0,0,1,1
-70.7969341441953,-33.5227444017327,94,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL CONQUISTADOR,LA CASTELLANA,0,EL CONQUISTADOR / LA CASTELLANA,0,0,1,0,1
-70.7934793257103,-33.5318825245588,95,1,2013,13119,MAIPU,13,REGION METROPOLITANA,ALFREDO SILVA CARVALLO,4 PONIENTE,0,ALFREDO SILVA CARVALLO / 4 PONIENTE,0,0,0,1,1
-70.7919074573632,-33.5248968103395,96,1,2013,13119,MAIPU,13,REGION METROPOLITANA,NUEVA SAN MARTIN,4 PONIENTE,0,NUEVA SAN MARTIN / 4 PONIENTE,0,0,0,1,1
-70.7901936966817,-33.5386450036639,97,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PRESIDENTE GABRIEL GONZALEZ VIDELA,LOS VILOS,0,PRESIDENTE GABRIEL GONZALEZ VIDELA / LOS VILOS,0,1,0,0,1
-70.7880707246841,-33.5260650431671,98,1,2013,13119,MAIPU,13,REGION METROPOLITANA,GERMAN GARCES,LAS TACAS ORIENTE,0,GERMAN GARCES / LAS TACAS ORIENTE,0,0,0,1,1
-70.7863331067874,-33.5358203482304,99,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PRESIDENTE GABRIEL GONZALEZ VIDELA,CABO DE HORNOS,0,PRESIDENTE GABRIEL GONZALEZ VIDELA / CABO DE HORNOS,0,0,0,1,1
-70.7792443320602,-33.5245341695163,100,1,2013,13119,MAIPU,13,REGION METROPOLITANA,3 PONIENTE,NUEVA SAN MARTIN,0,3 PONIENTE / NUEVA SAN MARTIN,0,0,1,0,1
-70.7782267518631,-33.542285413441,101,1,2013,13119,MAIPU,13,REGION METROPOLITANA,CAMINO A MELIPILLA,EGIPTO,0,CAMINO A MELIPILLA / EGIPTO,1,0,0,0,1
-70.7771689153132,-33.5223960007748,102,1,2013,13119,MAIPU,13,REGION METROPOLITANA,CAROLINA SAN MARTIN,LOS ANGLICANOS,0,CAROLINA SAN MARTIN / LOS ANGLICANOS,0,0,0,1,1
-70.7754014534143,-33.5245524743172,103,1,2013,13119,MAIPU,13,REGION METROPOLITANA,NUEVA SAN MARTIN,EL OLIMPO,0,NUEVA SAN MARTIN / EL OLIMPO,0,0,0,1,1
-70.7753363326056,-33.5215143818832,104,1,2013,13119,MAIPU,13,REGION METROPOLITANA,SUR,EL OLIMPO,0,SUR / EL OLIMPO,0,0,1,0,1
-70.7748287012835,-33.5315204835834,105,1,2013,13119,MAIPU,13,REGION METROPOLITANA,3 PONIENTE,ALFREDO SILVA CARVALLO,0,3 PONIENTE / ALFREDO SILVA CARVALLO,0,0,0,1,1
-70.7726737026292,-33.5302232439075,106,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO,ALFREDO SILVA CARVALLO,0,EL OLIMPO / ALFREDO SILVA CARVALLO,0,0,0,1,1
-70.7691140825488,-33.5281740397001,107,1,2013,13119,MAIPU,13,REGION METROPOLITANA,ALFREDO SILVA CARVALLO, ,520,ALFREDO SILVA CARVALLO 520,0,0,1,0,1
-70.766890346912,-33.5247597860352,108,1,2013,13119,MAIPU,13,REGION METROPOLITANA,LOS CESARES, ,773,LOS CESARES 773,0,0,0,1,1
-70.7964157003242,-33.5049147998781,109,1,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO O`HIGGINS, ,3039,LIBERTADOR BERNARDO O`HIGGINS 3039,0,0,0,1,1
-70.7962679282223,-33.5068297254115,110,2,2013,13119,MAIPU,13,REGION METROPOLITANA,LA GALAXIA,CAMINO A RINCONADA,0,LA GALAXIA / CAMINO A RINCONADA,0,0,0,2,2
-70.7961761002468,-33.5048613001089,111,3,2013,13101,SANTIAGO,13,REGION METROPOLITANA,LIBERTADOR BERNARDO O`HIGGINS, ,2085,LIBERTADOR BERNARDO O`HIGGINS 2085,0,1,0,2,3
-70.791388842621,-33.5055046508189,112,1,2013,13119,MAIPU,13,REGION METROPOLITANA,CAMINO A RINCONADA,4 PONIENTE,0,CAMINO A RINCONADA / 4 PONIENTE,0,0,0,1,1
-70.7912995273513,-33.5191935644314,113,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PORTALES,4 PONIENTE,0,PORTALES / 4 PONIENTE,0,0,0,1,1
-70.7908291504449,-33.5132327302063,114,1,2013,13119,MAIPU,13,REGION METROPOLITANA,AGUA SANTA,4 PONIENTE,0,AGUA SANTA / 4 PONIENTE,0,0,0,2,1
-70.7863403157529,-33.506263986194,115,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PANGAL, ,2051,PANGAL 2051,0,1,0,0,1
-70.7829263085023,-33.5059835227214,116,1,2013,13119,MAIPU,13,REGION METROPOLITANA,LOS PRUSIANOS, ,2417,LOS PRUSIANOS 2417,0,0,1,0,1
-70.7825575226115,-33.5183091729299,117,1,2013,13119,MAIPU,13,REGION METROPOLITANA,SIGLO XX,PORTALES,0,SIGLO XX / PORTALES,0,0,0,2,1
-70.7792759162505,-33.5085632037288,118,2,2013,13119,MAIPU,13,REGION METROPOLITANA,CAMINO A RINCONADA,3 PONIENTE,0,CAMINO A RINCONADA / 3 PONIENTE,0,0,0,2,2
-70.7791703403389,-33.5182444388298,119,1,2013,13119,MAIPU,13,REGION METROPOLITANA,3 PONIENTE,PORTALES,0,3 PONIENTE / PORTALES,0,0,0,1,1
-70.7791691109657,-33.5177302838255,120,1,2013,13119,MAIPU,13,REGION METROPOLITANA,3 PONIENTE,ANGOSTURA,0,3 PONIENTE / ANGOSTURA,0,0,0,2,1
-70.7791248220528,-33.5116394948668,121,3,2013,13119,MAIPU,13,REGION METROPOLITANA,3 PONIENTE,JOSE MANUEL BORGONO,0,3 PONIENTE / JOSE MANUEL BORGONO,0,0,2,1,3
-70.7755459214071,-33.5093461939716,122,3,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO,CAMINO A RINCONADA,0,EL OLIMPO / CAMINO A RINCONADA,1,0,0,2,3
-70.7754980397027,-33.5119550193086,123,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO,JOSE MANUEL BORGONO,0,EL OLIMPO / JOSE MANUEL BORGONO,0,0,0,1,1
-70.7754657963094,-33.5129155860854,124,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO,GRECIA,0,EL OLIMPO / GRECIA,0,0,0,2,1
-70.7753902469623,-33.5181090953584,125,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PORTALES,EL OLIMPO,0,PORTALES / EL OLIMPO,0,0,0,1,1
-70.7690702379011,-33.5116031685514,126,1,2013,13119,MAIPU,13,REGION METROPOLITANA,PADRE HURTADO,JOSE MANUEL BORGONO,0,PADRE HURTADO / JOSE MANUEL BORGONO,0,0,0,1,1
-70.775622078696,-33.5026897458351,127,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO,LIBERTADOR BERNARDO O`HIGGINS,0,EL OLIMPO / LIBERTADOR BERNARDO O`HIGGINS,0,0,0,1,1
-70.7748924874983,-33.4979193486989,128,1,2013,13119,MAIPU,13,REGION METROPOLITANA,EL OLIMPO, ,3205,EL OLIMPO 3205,0,0,0,1,1
-70.763536227315,-33.5124102444372,129,1,2013,13119,MAIPU,13,REGION METROPOLITANA,DEL PONTIFICE,EL CARMEN,0,DEL PONTIFICE / EL CARMEN,0,0,0,1,1
-70.7608810365306,-33.5254091127403,130,1,2013,13119,MAIPU,13,REGION METROPOLITANA,NUEVA SAN MARTIN,LEOPOLDO INFANTE,0,NUEVA SAN MARTIN / LEOPOLDO INFANTE,0,0,0,1,1
-70.7599215606315,-33.5106588723091,131,1,2013,13119,MAIPU,13,REGION METROPOLITANA,MANUEL RODRIGUEZ,5 DE ABRIL,0,MANUEL RODRIGUEZ / 5 DE ABRIL,0,0,0,1,1
-70.7588471001135,-33.5096556003256,132,1,2013,13119,MAIPU,13,REGION METROPOLITANA,MONUMENTO, ,1950,MONUMENTO 1950,0,0,0,2,1
-70.7588261962719,-33.5117310395558,133,1,2013,13119,MAIPU,13,REGION METROPOLITANA,CARMEN LUISA CORREA,MONUMENTO,0,CARMEN LUISA CORREA / MONUMENTO,0,0,0,1,1
-70.7573609461507,-33.5133209653902,134,1,2013,13119,MAIPU,13,REGION METROPOLITANA,LOS PAJARITOS,BELARMINO OSORIO,0,LOS PAJARITOS / BELARMINO OSORIO,0,0,0,1,1
-70.7573602473774,-33.5106246036425,135,2,2013,13119,MAIPU,13,REGION METROPOLITANA,LOS PAJARITOS,5 DE ABRIL,0,LOS PAJARITOS / 5 DE ABRIL,0,0,0,2,2
-70.75569699532,-33.5106464634635,136,1,2013,13119,MAIPU,13,REGION METROPOLITANA,5 DE ABRIL,ALBERTO LLONA,0,5 DE ABRIL / ALBERTO LLONA,0,0,0,1,1
