X,Y,FID,ICOUNT,Año,Cód_Comuna,Comuna,Cód_Región,Región,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.635838784832,-33.5261460630903,438,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,LOS PRUNOS,0,SANTA ROSA / LOS PRUNOS,0,0,0,0,1
-70.6347863469123,-33.53289166282,439,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,TOME,0,SANTA ROSA / TOME,0,0,2,0,2
-70.631553793173,-33.5562192043528,440,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,SARGENTO CANDELARIA,0,SANTA ROSA / SARGENTO CANDELARIA,0,0,0,1,1
-70.6311007749807,-33.5580388853862,441,1,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA, ,10331,SANTA ROSA 10331,0,1,0,0,1
-70.6309954481814,-33.5581900335432,442,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,10098,SANTA ROSA 10098,0,1,0,1,2
-70.6307250589143,-33.5608957248578,443,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTA ROSA, ,10934,SANTA ROSA 10934,1,0,0,0,1
-70.6307213051441,-33.5597788064467,444,4,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTA ROSA,SANTO TOMAS,0,SANTA ROSA / SANTO TOMAS,1,2,0,2,4
-70.623581528065,-33.5582043219719,445,2,2013,13112,LA PINTANA,13,REGION METROPOLITANA,SANTO TOMAS,JOAQUIN EDWARDS BELLO,0,SANTO TOMAS / JOAQUIN EDWARDS BELLO,0,0,0,3,2
-70.6182975011287,-33.5552659688493,446,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LOS PENSAMIENTOS,SAN JOSE DE LA ESTRELLA,0,LOS PENSAMIENTOS / SAN JOSE DE LA ESTRELLA,0,0,0,2,1
-70.6179300102617,-33.5630308970582,447,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,LAS PARCELAS,SAN MIGUEL,0,LAS PARCELAS / SAN MIGUEL,0,1,0,0,1
-70.632508842609,-33.5514580729317,448,3,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,RIQUELME,0,SANTA ROSA / RIQUELME,0,2,0,1,3
-70.6320427977369,-33.5531015003339,449,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,JOSE SANTOS GONZALEZ VERA,0,SANTA ROSA / JOSE SANTOS GONZALEZ VERA,0,2,0,0,1
-70.6319769988394,-33.553868903527,450,2,2013,13131,SAN RAMON,13,REGION METROPOLITANA,SANTA ROSA,ESPERANZA,0,SANTA ROSA / ESPERANZA,0,0,0,1,2
-70.629234929948,-33.5510552935669,451,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SOFIA EASTMAN DE HUNNEUS,CANTO GENERAL,0,SOFIA EASTMAN DE HUNNEUS / CANTO GENERAL,0,0,0,1,1
-70.6287241968641,-33.5532714605095,452,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,BENJAMIN SUBERCASEAUX,SOFIA EASTMAN DE HUNNEUS,0,BENJAMIN SUBERCASEAUX / SOFIA EASTMAN DE HUNNEUS,0,0,0,1,1
-70.6334556857313,-33.5452813465569,453,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,ALBORADA,0,SANTA ROSA / ALBORADA,0,0,1,1,2
-70.6333663992399,-33.5469719766754,454,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,9413,SANTA ROSA 9413,1,0,0,0,1
-70.6332925550074,-33.5475744738828,455,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA,SAN MARTIN,0,SANTA ROSA / SAN MARTIN,0,0,1,0,1
-70.6332409438145,-33.5476555963286,456,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SANTA ROSA, ,9478,SANTA ROSA 9478,1,0,0,0,1
-70.6299656974589,-33.5477309613148,457,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PADRE IGNACIO GATICA, ,293,PADRE IGNACIO GATICA 293,0,0,0,1,1
-70.6299022655771,-33.5472459929082,458,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SOFIA EASTMAN DE HUNNEUS, ,438,SOFIA EASTMAN DE HUNNEUS 438,0,0,0,1,1
-70.6294764995408,-33.5492935747386,459,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LAS UVAS Y EL VIENTO,SOFIA EASTMAN DE HUNNEUS,0,LAS UVAS Y EL VIENTO / SOFIA EASTMAN DE HUNNEUS,0,0,0,1,1
-70.6273988686628,-33.5468905142857,460,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,DIAGONAL SUR ORIENTE,VICUNA MACKENNA,0,DIAGONAL SUR ORIENTE / VICUNA MACKENNA,0,0,0,1,1
-70.6251848286169,-33.5496521092574,461,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,JOAQUIN EDWARDS BELLO,MANUEL PLAZA,0,JOAQUIN EDWARDS BELLO / MANUEL PLAZA,0,0,0,1,1
-70.6250416259702,-33.5505603139073,462,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,JOAQUIN EDWARDS BELLO,CANTO GENERAL,0,JOAQUIN EDWARDS BELLO / CANTO GENERAL,0,0,1,0,1
-70.617499448141,-33.5458873385298,463,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,MANUEL RODRIGUEZ, ,664,MANUEL RODRIGUEZ 664,0,0,1,0,1
-70.6174214481413,-33.552202220556,464,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,PEDRO LIRA,0,LA SERENA / PEDRO LIRA,0,0,0,1,1
-70.6166185729887,-33.5632007879859,465,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,RIO LOS MUELLES, ,10984,RIO LOS MUELLES 10984,0,0,0,1,1
-70.6152435968145,-33.5453047010511,466,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,TRICOLOR,0,CORONEL / TRICOLOR,0,0,0,1,1
-70.6143906959738,-33.5494613027968,467,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,RIO BLANCO, ,1085,RIO BLANCO 1085,0,1,0,0,1
-70.6136321582974,-33.5497220792105,468,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,BAHIA CATALINA,MAQUEHUE,0,BAHIA CATALINA / MAQUEHUE,0,0,0,1,1
-70.6127179497735,-33.5540671878504,469,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,BAHIA CATALINA,SAN JOSE DE LA ESTRELLA,0,BAHIA CATALINA / SAN JOSE DE LA ESTRELLA,0,0,0,1,1
-70.6122147709949,-33.5599716642608,470,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,GENERAL ARRIAGADA,LAS FLAUTAS,0,GENERAL ARRIAGADA / LAS FLAUTAS,0,0,0,1,1
-70.6119142283589,-33.5504564916737,471,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,JOSE MIGUEL CARRERA, ,124,JOSE MIGUEL CARRERA 124,0,0,0,1,1
-70.6110886875928,-33.5597513636345,472,1,2013,13112,LA PINTANA,13,REGION METROPOLITANA,BAHIA CATALINA,GENERAL ARRIAGADA,0,BAHIA CATALINA / GENERAL ARRIAGADA,0,1,0,0,1
-70.6108873392793,-33.5466555807904,473,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,TRINIDAD,PUNTA ARENAS,0,TRINIDAD / PUNTA ARENAS,0,0,1,0,1
-70.6104661858657,-33.5619652436011,474,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,BAHIA CATALINA,SAN MIGUEL,0,BAHIA CATALINA / SAN MIGUEL,0,0,0,1,1
-70.6084686063411,-33.5467185962862,475,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,CALLE 1,TRINIDAD,0,CALLE 1 / TRINIDAD,0,1,0,0,1
-70.6081590875718,-33.5594562897759,476,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,GENERAL ARRIAGADA,TURQUESA,0,GENERAL ARRIAGADA / TURQUESA,0,0,0,1,1
-70.601839925672,-33.5539379363866,477,2,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,SAN JOSE DE LA ESTRELLA,SANTA RAQUEL,0,SAN JOSE DE LA ESTRELLA / SANTA RAQUEL,0,0,0,2,2
-70.6011443729145,-33.5587085394675,478,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,SANTA RAQUEL,GENERAL ARRIAGADA,0,SANTA RAQUEL / GENERAL ARRIAGADA,0,0,0,1,1
-70.6290197977254,-33.5375308893391,479,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO,LOS VILOS,0,SAN GREGORIO / LOS VILOS,0,0,0,1,1
-70.625089899779,-33.5376895998951,480,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO, ,395,SAN GREGORIO 395,0,0,1,0,1
-70.6245391882329,-33.5376528967638,481,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,SAN GREGORIO,EL TABO,0,SAN GREGORIO / EL TABO,0,0,0,4,1
-70.6237300358125,-33.5295651802888,482,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,COMBARBALA,0,LA SERENA / COMBARBALA,0,0,0,1,1
-70.6229498685416,-33.5320530764882,483,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,TOME,LA SERENA,0,TOME / LA SERENA,0,0,0,0,1
-70.622291788735,-33.5336331979137,484,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,VALDIVIA,0,LA SERENA / VALDIVIA,0,1,0,0,1
-70.621486909893,-33.5356187292209,485,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PADRE JUAN MEYER,LA SERENA,0,PADRE JUAN MEYER / LA SERENA,0,0,0,1,1
-70.6206898407635,-33.5271340259145,486,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LINARES,PARRAL,0,LINARES / PARRAL,0,0,0,1,1
-70.6206111545811,-33.5378450890796,487,2,2013,13111,LA GRANJA,13,REGION METROPOLITANA,LA SERENA,SAN GREGORIO,0,LA SERENA / SAN GREGORIO,1,0,0,1,2
-70.6201954852334,-33.531857015289,488,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,2 ORIENTE,TOME,0,2 ORIENTE / TOME,0,0,0,1,1
-70.6170780707963,-33.5268243254822,489,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL, ,7812,CORONEL 7812,0,0,0,1,1
-70.6167699046074,-33.5285211420371,490,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL, ,7876,CORONEL 7876,0,1,0,0,1
-70.616693840848,-33.5352755856997,491,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,PADRE JUAN MEYER,0,CORONEL / PADRE JUAN MEYER,0,0,0,1,1
-70.6162636645365,-33.5394098024204,492,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,2 SUR,0,CORONEL / 2 SUR,0,1,0,1,1
-70.6156961572518,-33.5315370401023,493,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,TOME,5 ORIENTE,0,TOME / 5 ORIENTE,0,0,0,1,1
-70.6153290009326,-33.5439841194715,494,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,CORONEL,ISLA DE PASCUA,0,CORONEL / ISLA DE PASCUA,0,0,0,1,1
-70.6126366510605,-33.5388169999046,495,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,OSORNO,7 ORIENTE,0,OSORNO / 7 ORIENTE,0,0,0,1,1
-70.6100672933708,-33.5347962362573,496,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PUNTA ARENAS,PADRE JUAN MEYER,0,PUNTA ARENAS / PADRE JUAN MEYER,0,0,1,0,1
-70.6098278911442,-33.528422213914,497,1,2013,13111,LA GRANJA,13,REGION METROPOLITANA,PUNTA ARENAS,COMBARBALA,0,PUNTA ARENAS / COMBARBALA,0,0,0,1,1
-70.6053879004312,-33.5314623999697,498,1,2013,13110,LA FLORIDA,13,REGION METROPOLITANA,AMERICO VESPUCIO, ,8264,AMERICO VESPUCIO 8264,0,0,0,1,1
-70.6603619534413,-33.5227807847054,499,1,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,LA BLANCA,GRAN AVENIDA JOSE MIGUEL CARRERA,0,LA BLANCA / GRAN AVENIDA JOSE MIGUEL CARRERA,0,1,0,0,1
-70.6597540081409,-33.5206082879421,500,3,2013,13109,LA CISTERNA,13,REGION METROPOLITANA,GENERAL FREIRE,GRAN AVENIDA JOSE MIGUEL CARRERA,0,GENERAL FREIRE / GRAN AVENIDA JOSE MIGUEL CARRERA,0,2,0,2,3
-70.6461993947862,-33.4051720826255,501,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,EINSTEIN,LA COLONIA,0,EINSTEIN / LA COLONIA,0,0,0,1,1
-70.6431903450583,-33.4064710993617,502,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,EINSTEIN,0,RECOLETA / EINSTEIN,0,0,0,1,1
-70.6427421975943,-33.3969884282733,503,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,DORSAL,RECOLETA,0,DORSAL / RECOLETA,1,0,0,0,1
-70.6426434520337,-33.3939466917864,504,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,3393,RECOLETA 3393,0,0,0,1,1
-70.6426296933057,-33.3940502316328,505,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,2763,RECOLETA 2763,0,0,0,0,1
-70.6416316490813,-33.4011008364344,506,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,MUNOZ GAMERO, ,555,MUNOZ GAMERO 555,0,0,0,1,1
-70.6324877301246,-33.3959797873373,507,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SANTA ANA,MONTE AGUILA,0,SANTA ANA / MONTE AGUILA,0,1,0,0,1
-70.6319942424403,-33.4039342827409,508,2,2013,13127,RECOLETA,13,REGION METROPOLITANA,EL SALTO,VICTOR CUCCUINI,0,EL SALTO / VICTOR CUCCUINI,0,0,0,0,2
-70.6309774401567,-33.3973253439894,509,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,SAN JOSE,ORTIZ DE ROZAS,0,SAN JOSE / ORTIZ DE ROZAS,0,0,0,0,1
-70.6306604651083,-33.402005055289,510,2,2013,13127,RECOLETA,13,REGION METROPOLITANA,EL SALTO, ,2686,EL SALTO 2686,0,1,0,2,2
-70.625007858226,-33.3943761468416,511,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,AMERICO VESPUCIO,EL SALTO,0,AMERICO VESPUCIO / EL SALTO,0,1,0,0,1
-70.6241127998658,-33.4115882004351,512,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,POETA WHITMAN, ,1476,POETA WHITMAN 1476,0,0,0,0,1
-70.619750556443,-33.3930750994363,513,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,DEL PARQUE,DEL VALLE,0,DEL PARQUE / DEL VALLE,0,0,0,1,1
-70.6182083774146,-33.4214513306144,514,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS CONQUISTADORES, ,1810,LOS CONQUISTADORES 1810,0,1,0,0,1
-70.6167729488125,-33.4213175798424,515,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,CARLOS CASANUEVA,SANTA MARIA,0,CARLOS CASANUEVA / SANTA MARIA,0,0,0,1,1
-70.6155609558734,-33.419225245049,516,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS CONQUISTADORES,PEDRO DE VALDIVIA NORTE,0,LOS CONQUISTADORES / PEDRO DE VALDIVIA NORTE,0,0,0,1,1
-70.614165010207,-33.4219050008151,517,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PEDRO DE VALDIVIA,ANDRES BELLO,0,PEDRO DE VALDIVIA / ANDRES BELLO,0,0,0,2,2
-70.613919952144,-33.4220592786128,518,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PEDRO DE VALDIVIA, ,195,PEDRO DE VALDIVIA 195,0,1,0,0,1
-70.6112203033742,-33.4202647129461,519,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,NUEVA DE LYON,ANDRES BELLO,0,NUEVA DE LYON / ANDRES BELLO,0,0,0,2,2
-70.6098518661706,-33.4218155983112,520,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,RICARDO LYON,0,PROVIDENCIA / RICARDO LYON,0,0,0,1,1
-70.6090998998405,-33.421365900416,521,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA, ,2239,PROVIDENCIA 2239,0,0,0,1,1
-70.60811158718,-33.420755973909,522,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,SUECIA,0,PROVIDENCIA / SUECIA,0,0,0,1,1
-70.6467019152611,-33.3764836769801,523,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RAFAEL FRONTAURA,JUAN CRISTOBAL,0,RAFAEL FRONTAURA / JUAN CRISTOBAL,0,0,0,1,1
-70.6445359205962,-33.3812184789496,524,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,PRINCIPAL,AMERICO VESPUCIO,0,PRINCIPAL / AMERICO VESPUCIO,0,1,0,0,1
-70.6443230924367,-33.3745695680311,525,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RIO CACHAPOAL, ,5435,RIO CACHAPOAL 5435,0,1,0,0,1
-70.6414337289834,-33.3853897855101,526,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,1884,RECOLETA 1884,1,2,0,0,1
-70.6413369718238,-33.3851629144369,527,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA, ,464,RECOLETA 464,0,0,0,1,1
-70.6408939082273,-33.3832445409028,528,1,2013,13127,RECOLETA,13,REGION METROPOLITANA,RECOLETA,AMERICO VESPUCIO,0,RECOLETA / AMERICO VESPUCIO,1,1,0,0,1
-70.6402881150045,-33.3747108344374,529,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,CARLOS AGUIRRE LUCO,0,RECOLETA / CARLOS AGUIRRE LUCO,0,0,0,1,1
-70.6370998996406,-33.3748791848264,530,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PREMIO NOBEL,RECOLETA,0,PREMIO NOBEL / RECOLETA,0,0,0,1,1
-70.6347721843887,-33.3691561493368,531,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,DEL PINCOY,0,RECOLETA / DEL PINCOY,0,0,0,1,1
-70.6347321888394,-33.3744865372238,532,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PREMIO NOBEL,CAMINO AL BOSQUE DE SANTIAGO,0,PREMIO NOBEL / CAMINO AL BOSQUE DE SANTIAGO,0,0,0,1,1
-70.6345219003654,-33.3685405004437,533,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA, ,5908,RECOLETA 5908,0,0,0,1,1
-70.6333335038381,-33.3788337727603,534,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,PRESIDENTE SALVADOR ALLENDE,EL LINO,0,PRESIDENTE SALVADOR ALLENDE / EL LINO,0,1,0,0,1
-70.6330429032074,-33.3650124141916,535,2,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA,LOA NOGALES,0,RECOLETA / LOA NOGALES,0,0,0,2,2
-70.6308555937106,-33.3597696778284,536,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,RECOLETA, ,5640,RECOLETA 5640,0,0,0,1,1
-70.629637084284,-33.376366242608,537,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,CAMINO AL BOSQUE DE SANTIAGO,REPUBLICA DE ZAMBIA,0,CAMINO AL BOSQUE DE SANTIAGO / REPUBLICA DE ZAMBIA,0,0,0,1,1
-70.6280313276836,-33.374989468689,538,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,REPUBLICA YUGOSLAVIA,LAS PETUNIAS,0,REPUBLICA YUGOSLAVIA / LAS PETUNIAS,0,0,1,0,1
-70.6209578747061,-33.3809520583907,539,1,2013,13107,HUECHURABA,13,REGION METROPOLITANA,CAMINO AL BOSQUE DE SANTIAGO,LAS MUTILLAS,0,CAMINO AL BOSQUE DE SANTIAGO / LAS MUTILLAS,0,1,0,0,1
-70.6076341757765,-33.4214024722463,540,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,SUECIA,11 DE SEPTIEMBRE,0,SUECIA / 11 DE SEPTIEMBRE,0,0,0,1,1
-70.6061426951292,-33.4198537065832,541,2,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,LOS LEONES,0,PROVIDENCIA / LOS LEONES,0,1,1,0,2
-70.6052681772845,-33.4214974037821,542,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,LOS LEONES,SAN PIO X,0,LOS LEONES / SAN PIO X,0,0,0,1,1
-70.6049647415296,-33.4177601693963,543,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,11 DE SEPTIEMBRE,HOLANDA,0,11 DE SEPTIEMBRE / HOLANDA,0,0,0,1,1
-70.6042227621707,-33.4192851192128,544,3,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,HOLANDA,PROVIDENCIA,0,HOLANDA / PROVIDENCIA,0,0,1,2,3
-70.6035340046905,-33.4138169938592,545,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,VITACURA,EL BOSQUE NORTE,0,VITACURA / EL BOSQUE NORTE,0,0,0,1,1
-70.6020496997338,-33.4178793997145,546,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,11 DE SEPTIEMBRE, ,2593,11 DE SEPTIEMBRE 2593,0,0,0,1,1
-70.6014675029229,-33.4182288591745,547,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,PROVIDENCIA,TOBALABA,0,PROVIDENCIA / TOBALABA,0,0,1,0,1
-70.5996049880797,-33.4198687207648,548,1,2013,13123,PROVIDENCIA,13,REGION METROPOLITANA,TOBALABA, ,175,TOBALABA 175,0,0,0,1,1
-70.5995705602331,-33.4187777046273,549,2,2013,13114,LAS CONDES,13,REGION METROPOLITANA,EL BOSQUE NORTE,NAPOLEON,0,EL BOSQUE NORTE / NAPOLEON,0,2,0,0,2
-70.5917695440292,-33.4158263149324,550,2,2013,13114,LAS CONDES,13,REGION METROPOLITANA,APOQUINDO,GERTRUDIS ECHENIQUE,0,APOQUINDO / GERTRUDIS ECHENIQUE,0,0,1,1,2
-70.5902964284374,-33.415519789107,551,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,APOQUINDO,ALSACIA,0,APOQUINDO / ALSACIA,0,0,0,2,1
-70.5986638979205,-33.4062953952163,552,1,2013,13132,VITACURA,13,REGION METROPOLITANA,VITACURA,LAS CATALPAS,0,VITACURA / LAS CATALPAS,0,1,0,0,1
-70.5986035138411,-33.4039703059848,553,1,2013,13132,VITACURA,13,REGION METROPOLITANA,NUEVA COSTANERA,RODRIGO DE QUIROGA,0,NUEVA COSTANERA / RODRIGO DE QUIROGA,0,0,0,2,1
-70.5980862282968,-33.4068564777442,554,1,2013,13132,VITACURA,13,REGION METROPOLITANA,LAS CATALPAS,LAS NIEVES,0,LAS CATALPAS / LAS NIEVES,0,1,0,0,1
-70.5954116139548,-33.4032573297619,555,1,2013,13132,VITACURA,13,REGION METROPOLITANA,VITACURA,ARMANDO JARAMILLO,0,VITACURA / ARMANDO JARAMILLO,0,0,0,1,1
-70.5952270379973,-33.3971949701717,556,1,2013,13132,VITACURA,13,REGION METROPOLITANA,ESPOZ,FRANCISCO DE AGUIRRE,0,ESPOZ / FRANCISCO DE AGUIRRE,0,0,1,0,1
-70.5940066714707,-33.4019519449263,557,1,2013,13132,VITACURA,13,REGION METROPOLITANA,ALONSO DE CORDOVA,VITACURA,0,ALONSO DE CORDOVA / VITACURA,0,0,0,1,1
-70.5897411069665,-33.4030101259165,558,1,2013,13132,VITACURA,13,REGION METROPOLITANA,LOS LAURELES,ALONSO DE CORDOVA,0,LOS LAURELES / ALONSO DE CORDOVA,0,0,0,1,1
-70.5888818002549,-33.4152080004489,559,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,APOQUINDO, ,3990,APOQUINDO 3990,1,0,0,0,1
-70.5852352678933,-33.4194971289893,560,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,PRESIDENTE ERRAZURIZ,MALAGA,0,PRESIDENTE ERRAZURIZ / MALAGA,0,0,0,1,1
-70.5852313639363,-33.4136554567339,561,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,LOS MILITARES,AMERICO VESPUCIO NORTE,0,LOS MILITARES / AMERICO VESPUCIO NORTE,0,0,0,1,1
-70.585122599928,-33.4140070997478,562,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,AMERICO VESPUCIO NORTE, ,22,AMERICO VESPUCIO NORTE 22,0,2,0,0,1
-70.584978469181,-33.4142949205741,563,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,AMERICO VESPUCIO SUR,APOQUINDO,0,AMERICO VESPUCIO SUR / APOQUINDO,0,0,0,1,1
-70.5835804307922,-33.4139380794787,564,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,APOQUINDO,CRUZ DEL SUR,0,APOQUINDO / CRUZ DEL SUR,0,0,1,0,1
-70.5829735134168,-33.4182254228649,565,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,DEL INCA,AMERICO VESPUCIO SUR,0,DEL INCA / AMERICO VESPUCIO SUR,0,0,0,1,1
-70.5817539472868,-33.4152149396177,566,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,NEVERIA,FELIX DE AMESTI,0,NEVERIA / FELIX DE AMESTI,0,0,0,0,1
-70.5813308063716,-33.4129308585722,567,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,SAN PASCUAL,APOQUINDO,0,SAN PASCUAL / APOQUINDO,0,0,0,3,1
-70.5806967744365,-33.4218492995055,568,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,MARTIN DE ZAMORA,AMERICO VESPUCIO,0,MARTIN DE ZAMORA / AMERICO VESPUCIO,0,0,0,2,1
-70.5770488688102,-33.4117521675285,569,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,APOQUINDO,LA CASTELLANA SUR,0,APOQUINDO / LA CASTELLANA SUR,0,0,0,1,1
-70.5736294944056,-33.4123512266278,570,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,JORGE VI,NEVERIA,0,JORGE VI / NEVERIA,0,1,0,0,1
-70.5734683826597,-33.4149981337568,571,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,DEL INCA,SEBASTIAN ELCANO,0,DEL INCA / SEBASTIAN ELCANO,0,0,1,0,1
-70.5718378991996,-33.4187611562024,572,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,CRISTOBAL COLON,SEBASTIAN ELCANO,0,CRISTOBAL COLON / SEBASTIAN ELCANO,0,1,0,0,1
-70.5701677700265,-33.4162030688165,573,1,2013,13114,LAS CONDES,13,REGION METROPOLITANA,MARTIN DE ZAMORA,LA RECONQUISTA,0,MARTIN DE ZAMORA / LA RECONQUISTA,0,0,0,0,1
-70.5878204545503,-33.3987972338052,574,6,2013,13132,VITACURA,13,REGION METROPOLITANA,VITACURA,AMERICO VESPUCIO,0,VITACURA / AMERICO VESPUCIO,1,1,1,3,6
