X,Y,FID,Intersecci,Comuna,Ciudad,Pais,Año,Clase,Cód_Comun,Región,Cód_Tipo,Tipo_Accid,Cód_Tip_1,Tipo__CONA,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Cód_Cal_1,Calle_Uno,Calle_Dos,Número,PiSANTAsde,PiSANTAs_1,Cód_Calza,Calzada,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.636250587401,-33.460150500166,1,SIERRA BELLA @ SANTA ELVIRA,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010609,131010618,SIERRA BELLA,SANTA ELVIRA, ,2, ,1,UNIDIRECCIONAL,CONCRETO,0,0,1,0,1
-70.636248377697,-33.4698982877146,2,CARMEN @ GENERAL GANA,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,4,ACERA O BERMA,131010106,131010263,CARMEN,GENERAL GANA, ,2, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,0,1
-70.6361712,-33.5238027,3,6705 SANTA ROSA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310349,0,SANTA ROSA, ,6705,2, ,1,UNIDIRECCIONAL,CONCRETO,0,1,0,0,1
-70.6360962,-33.3724432,4,5696 RECOLETA,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070365,0,RECOLETA, ,5696,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6359600234219,-33.4461159429498,5,PORTUGAL @ MARIN,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131010494,131010398,PORTUGAL,MARIN, ,3, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,2,1
-70.6356683503624,-33.4337142382756,6,5 PIO NONO,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131230429,0,PIO NONO, ,5,2, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6355386281117,-33.4348193043131,7,PIO NONO @ BELLAVISTA,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270682,131270094,PIO NONO,BELLAVISTA, ,2, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6353861,-33.4359736,8,PIO NONO / STA MARIA,PROVIDENCIA,SANTIAGO,CHILE,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131230489,131230429,SANTA MARIA,PIO, ,3, ,1,UNIDIRECCIONAL,CONCRETO,0,2,0,0,1
-70.6353411421524,-33.5070382766645,9,DIEGO DE MEZA @ DEPARTAMENTAL,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131290162,131290160,DIEGO DE MEZA,DEPARTAMENTAL, ,2,2,3,BIDIRECCIONAL CON BANDEJON,CONCRETO,0,0,0,1,1
-70.6353173921973,-33.4368135342951,10,VICUNA MACKENNA @ PROVIDENCIA,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230516,131230437,VICUNA MACKENNA,PROVIDENCIA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6350663178398,-33.557779809841,11,VENANCIA LEIVA @ INES DE SUAREZ,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310368,131310151,VENANCIA LEIVA,INES DE SUAREZ, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,2,0,2
-70.6350545,-33.5072002,12,440 DEPARTAMENTAL,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131290160,0,DEPARTAMENTAL, ,440,2,2,3,BIDIRECCIONAL CON BANDEJON,CONCRETO,0,0,0,1,1
-70.6349607,-33.368569,13,DEL PINCOY @ RECOLETA,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131070061,131070365,DEL PINCOY,RECOLETA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6349428805509,-33.5547951993315,14,ONGOLMO @ JAVIERA CARRERA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310251,131310155,ONGOLMO,JAVIERA CARRERA, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6349029967726,-33.3991675258407,15,PEDRO DONOSO VERGARA @ COLINA,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131270668,131270171,PEDRO DONOSO VERGARA,COLINA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6346870933763,-33.468286583406,16,ARTEMIO GUTIERREZ @ NUBLE,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010058,131010437,ARTEMIO GUTIERREZ,NUBLE, ,3, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6346393,-33.4765084,17,501 PINTOR CICARELLI,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131290454,0,PINTOR CICARELLI, ,501,2, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,0,1
-70.6346022468623,-33.5359780676274,18,SANTA ROSA @ GUATEMALA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310349,131310145,SANTA ROSA,GUATEMALA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,0,1
-70.6344895,-33.5346029,19,8108 SANTA ROSA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310349,0,SANTA ROSA, ,8108,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,1,1
-70.6344865141424,-33.4766401280249,20,PINTOR CICARELLI @ CARMEN,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290454,131290097,PINTOR CICARELLI,CARMEN, ,2, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6344674,-33.5402665,21,8751 SANTA ROSA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131310349,0,SANTA ROSA, ,8751,2, ,1,UNIDIRECCIONAL,CONCRETO,0,0,0,1,1
-70.6344333279134,-33.4516111257738,22,PORTUGAL @ 10 DE JULIO HUAMACHUCO,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,131010002,PORTUGAL,10 DE JULIO HUAMACHUCO, ,4, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,2,2
-70.6343847,-33.4014739,23,181 MUNOZ GAMERO,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270607,0,MUNOZ GAMERO, ,181,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.634125,-33.542511,24,SANTA ROSA @ AMERICO VESPUCIO,LA GRANJA, , ,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110612,131110089,SANTA ROSA,AMERICO VESPUCIO, ,3,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,1,1,2
-70.6338964417258,-33.4418644669618,25,VICUNA MACKENNA @ RANCAGUA,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230516,131230450,VICUNA MACKENNA,RANCAGUA, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,0,0,1,1
-70.6338872012257,-33.367003390917,26,LOS PAPAYOS @ RECOLETA,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070280,131070365,LOS PAPAYOS,RECOLETA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,1,0,1
-70.633855177832,-33.5451560596116,27,SANTA ROSA @ LOS FRANCISCANOS,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310349,131310203,SANTA ROSA,LOS FRANCISCANOS, ,2, ,1,UNIDIRECCIONAL,CONCRETO,0,1,0,0,1
-70.6338385,-33.3750043,28,504 CAMINO AL BOSQUE DE SANTIAGO,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070034,0,CAMINO AL BOSQUE DE SANTIAGO, ,504,1,1,2,BIDIRECCIONAL,ASFALTO,0,1,0,1,1
-70.6337628,-33.5452172,29,9233 SANTA ROSA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310349,0,SANTA ROSA, ,9233,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,0,1
-70.6337559,-33.5372,30,SAN GREGORIO / STA ROSA,LA GRANJA,SANTIAGO,CHILE,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110612,131110588,SANTA ROSA,SAN GREGORIO, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,3,3
-70.6335930425325,-33.5007485969939,31,JUAN GRIEGO @ URETA COX,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131290276,131290621,JUAN GRIEGO,URETA COX, ,1,1,2,BIDIRECCIONAL,CONCRETO,0,0,0,1,1
-70.6335617,-33.5825554,32,BALDOMERO LILLO / LOS COSMONAUTAS,LA PINTANA,SANTIAGO,CHILE,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,4,ACERA O BERMA,131120049,131120423,BALDOMERO LILLO,LOS COSMONAUTAS, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6335384995424,-33.4552097745519,33,PORTUGAL @ PORVENIR,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010494,131010495,PORTUGAL,PORVENIR, ,4, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6334631234579,-33.3779250329849,34,EL LINO @ LAS AZUCENAS,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,4,ACERA O BERMA,131070090,131070162,EL LINO,LAS AZUCENAS, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6334556861419,-33.5452813462925,35,SANTA ROSA @ ALBORADA,LA GRANJA, , ,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110612,131110078,SANTA ROSA,ALBORADA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,CONCRETO,0,1,1,0,2
-70.6332925551627,-33.5475744743141,36,VICUNA MACKENNA @ SANTA ROSA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131310372,131310349,VICUNA MACKENNA,SANTA ROSA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,1,1
-70.6331792,-33.439687,37,EULOGIA SANCHEZ / VICUNA MACKENNA,PROVIDENCIA,SANTIAGO,CHILE,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230516,131230196,VICUNA MACKENNA,EULOGIA SANCHEZ, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,0,1,0,1
-70.6330763349342,-33.4054439888844,38,LIRCAY @ EL SALTO,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270506,131270248,LIRCAY,EL SALTO, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6330684756642,-33.5768660033783,39,LO MARTINEZ @ BERNARDO PHILLIPI,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120403,131120059,LO MARTINEZ,BERNARDO PHILLIPI, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,2,0,0,2
-70.633037,-33.5581056,40,STA ROSA / VENANCIA LEIVA,LA PINTANA,SANTIAGO,CHILE,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120761,131120807,SANTA ROSA,VENANCIA LEIVA, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,1,0,1,2
-70.6330002521758,-33.5406799024658,41,SARGENTO ALDEA @ AGUILAS BLANCAS,LA GRANJA, , ,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110599,131110075,SARGENTO ALDEA,AGUILAS BLANCAS, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6325432,-33.5514129,42,CANTO GENERAL / STA ROSA,LA GRANJA,SANTIAGO,CHILE,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110612,131110142,SANTA ROSA,CANTO GENERAL, ,1,1,2,BIDIRECCIONAL,CONCRETO,1,0,0,0,1
-70.6325090291345,-33.5514585536312,43,SANTA ROSA @ RIQUELME,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,131310327,SANTA ROSA,RIQUELME, ,2, ,1,UNIDIRECCIONAL,ASFALTO,1,0,0,0,1
-70.6322001,-33.4484033,44,563 VICUNA MACKENNA,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,4,ACERA O BERMA,131010667,0,VICUNA MACKENNA, ,563,3, ,1,UNIDIRECCIONAL,ASFALTO,0,2,0,0,2
-70.6320427,-33.5165796,45,LA TRANQUERA / LO OVALLE,SAN JOAQUIN,SANTIAGO,CHILE,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131290334,131290296,LO OVALLE,LA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,CONCRETO,0,1,0,0,1
-70.6320345190503,-33.4733356959004,46,LIRA @ PLACER,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131010349,131010489,LIRA,PLACER, ,2, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.63199424277,-33.4039342829225,47,EL SALTO @ VICTOR CUCCUINI,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270248,131270887,EL SALTO,VICTOR CUCCUINI, ,1,1,2,BIDIRECCIONAL,CONCRETO,0,0,0,1,1
-70.6319767867179,-33.5538689065658,48,SANTA ROSA @ ESPERANZA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,131310124,SANTA ROSA,ESPERANZA, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6318056,-33.5697773,49,11315 SANTA ROSA,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120761,0,SANTA ROSA, ,11315,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,2,1
-70.631553793218,-33.5562192045211,50,SANTA ROSA @ SARGENTO CANDELARIA,SAN RAMON, , ,2017,1,13131,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131310349,131310339,SANTA ROSA,SARGENTO CANDELARIA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,2,0,0,2
-70.6314791547044,-33.3644918807963,51,LOS PALTOS @ LOS QUILLAYES,HUECHURABA, , ,2017,1,13107,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131070279,131070293,LOS PALTOS,LOS QUILLAYES, ,1,1,2,BIDIRECCIONAL,ASFALTO,1,0,0,0,1
-70.6313509,-33.5560537,52,CAP AVALOS / STA ROSA,LA GRANJA,SANTIAGO,CHILE,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110144,131110612,CAPITAN AVALOS,SANTA ROSA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,1,1
-70.6311816,-33.4815778,53,LAS INDUSTRIAS / SIERRA BELLA,SAN JOAQUIN,SANTIAGO,CHILE,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290310,131290582,LAS INDUSTRIAS,SIERRA BELLA, ,3,3,3,BIDIRECCIONAL CON BANDEJON,CONCRETO,0,0,0,1,1
-70.631108,-33.4053587,54,LAS TORRES @ LIRCAY,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,14,CRUCE CON SEÑAL PARE,131270486,131270506,LAS TORRES,LIRCAY, ,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6310188458431,-33.4362042883775,55,PROVIDENCIA @ SEMINARIO,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,131230478,PROVIDENCIA,SEMINARIO, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,1,0,0,1
-70.6309905,-33.455625,56,MANUEL ANTONIO MATTA / STA ROSA,SANTIAGO,SANTIAGO,CHILE,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010629,131010385,SANTA ROSA,MANUEL MATTA, ,4, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6309015036512,-33.4519491020281,57,VICUNA MACKENNA @ 10 DE JULIO HUAMACHUCO,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010667,131010002,VICUNA MACKENNA,10 DE JULIO HUAMACHUCO, ,4,4,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,1,2
-70.6307361603856,-33.4805138490473,58,SIERRA BELLA @ DIAGONAL SANTA ELENA,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131290582,131290161,SIERRA BELLA,DIAGONAL SANTA ELENA, ,2, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6307213047249,-33.5597788062804,59,LOS MANANTIALES @ SANTA ROSA,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120439,131120761,LOS MANANTIALES,SANTA ROSA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,0,0,1
-70.6307178,-33.5528521,60,JOSE SANTOS GONZALEZ VERA / STA ROSA,LA GRANJA,SANTIAGO,CHILE,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131110612,131110294,SANTA ROSA,JOSE SANTOS GONZALEZ VERA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,0,0,1,1
-70.6305979,-33.4522198,61,IRARRAZAVAL / VICUNA MACKENNA,ÑUÑOA,SANTIAGO,CHILE,2017,1,13120,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200733,131200285,VICUNA MACKENNA,IRARRAZAVAL, ,2,2,2,BIDIRECCIONAL,ASFALTO,1,1,0,0,2
-70.6305859345345,-33.5597760807746,62,SANTO TOMAS @ SANTA ROSA,LA GRANJA, , ,2017,1,13111,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131110613,131110612,SANTO TOMAS,SANTA ROSA, ,1,1,2,BIDIRECCIONAL,CONCRETO,0,1,0,0,1
-70.630423166014,-33.4471169906181,63,GENERAL BUSTAMANTE @ SANTA ISABEL,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230221,131230486,GENERAL BUSTAMANTE,SANTA ISABEL, ,3, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6303806085127,-33.5658119144915,64,SANTA ROSA @ OBSERVATORIO,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120761,131120517,SANTA ROSA,OBSERVATORIO, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,0,2,0,2
-70.6302623,-33.563454,65,GRAL ARRIAGADA / STA ROSA,LA PINTANA,SANTIAGO,CHILE,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120761,131120253,SANTA ROSA,GENERAL ARRIAGADA, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,0,1,0,0,1
-70.6302528750571,-33.4677858664501,66,PORTUGAL @ NUBLE,SANTIAGO, , ,2017,1,13101,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,26,OTROS NO CONSIDERADOS,131010494,131010437,PORTUGAL,NUBLE, ,3, ,1,UNIDIRECCIONAL,ASFALTO,0,1,0,1,1
-70.6302303,-33.5850558,67,LOS MANZANOS / STA ROSA,LA PINTANA,SANTIAGO,CHILE,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,16,CRUCE SIN SEÑALIZACION,131120761,131120441,SANTA ROSA,LOS MANZANOS, ,2,2,2,BIDIRECCIONAL,CONCRETO,0,1,0,2,2
-70.6300342,-33.5849313,68,12975 SANTA ROSA,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120761,0,SANTA ROSA, ,12975,2,2,2,BIDIRECCIONAL,ASFALTO,1,0,0,0,1
-70.6299576467551,-33.4011535136138,69,REINA DE CHILE @ EL SALTO,RECOLETA, , ,2017,1,13127,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270741,131270248,REINA DE CHILE,EL SALTO, ,1, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.629937409248,-33.4408704625609,70,SEMINARIO @ RANCAGUA,PROVIDENCIA, , ,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230478,131230450,SEMINARIO,RANCAGUA, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,1,0,1,2
-70.6299285,-33.5735869,71,LOS MANANTIALES / STA ROSA,LA PINTANA,SANTIAGO,CHILE,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131120761,131120439,SANTA ROSA,LOS, ,2,2,2,BIDIRECCIONAL,ASFALTO,0,1,0,0,1
-70.6298152,-33.5717232,72,11610 SANTA ROSA,LA PINTANA, , ,2017,1,13112,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131120761,0,SANTA ROSA, ,11610,2,2,2,BIDIRECCIONAL,ASFALTO,0,0,1,0,1
-70.6295383724754,-33.4873577312792,73,LAS INDUSTRIAS @ FRANCIS DRAKE,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290310,131290212,LAS INDUSTRIAS,FRANCIS DRAKE, ,2,2,3,BIDIRECCIONAL CON BANDEJON,ASFALTO,1,0,0,1,2
-70.6294065,-33.4470685,74,GRAL BUSTAMANTE / STA ISABEL,PROVIDENCIA,SANTIAGO,CHILE,2017,1,13123,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230486,131230221,SANTA ISABEL,GENERAL, ,3, ,1,UNIDIRECCIONAL,ASFALTO,0,0,0,1,1
-70.6293714,-33.5004255,75,267 URETA COX,SAN JOAQUIN, , ,2017,1,13129,REGION METROPOLITANA,10,ATROPELLO,10,ATROPELLO,1,URBANA,1,TRAMO DE VIA RECTA,131290621,0,URETA COX, ,267,1,1,2,BIDIRECCIONAL,ASFALTO,0,0,0,1,1
