X,Y,FID,OBJECTID,ICOUNT,Region,Comuna,Match_Addr,Calle1,Calle2,Numero,Fallecidos,Graves,Mgrave,Leve,Ileso
-70.6814595653923,-33.4267923137543,377,378,1,REGION METROPOLITANA,QUINTA NORMAL,"3372 CARRASCAL, QUINTA NORMAL",CARRASCAL, ,3372,0,1,0,0,1
-70.6834814364276,-33.5314809289175,378,379,1,REGION METROPOLITANA,LO ESPEJO,"1500 JOSE JOAQUIN PRIETO VIAL, LO ESPEJO",JOSE JOAQUIN PRIETO VIAL, ,1500,1,0,0,0,1
-70.6818414016385,-33.4519596412611,379,380,1,REGION METROPOLITANA,ESTACION CENTRAL,"3450 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",LIBER BERNARDO O`HIGGINS, ,3450,0,0,0,1,1
-70.6808440451083,-33.4053639922664,380,382,1,REGION METROPOLITANA,RENCA,"2250 PRESIDENTE EDUARDO FREI MONTALVA, RENCA",PDTE EDUARDO FREI MONTALVA, ,2250,0,0,0,0,2
-70.681420146277,-33.4359942318868,381,383,1,REGION METROPOLITANA,QUINTA NORMAL,"SAN PABLO & PATRICIO LYNCH, QUINTA NORMAL",SAN PABLO,PATRICIO LYNCH,0,0,0,0,1,1
-70.6838632653057,-33.5767012286968,382,384,1,REGION METROPOLITANA,EL BOSQUE,"FRANCISCO DE CAMARGO & LO MORENO, EL BOSQUE",FRANCISCO DE CAMARGO,LO MORENO,0,0,0,0,1,1
-70.6823983437795,-33.5064680518837,383,385,2,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"LO OVALLE & CLOTARIO BLEST, LO ESPEJO",LO OVALLE,CLOTARIO BLEST,0,0,0,0,2,2
-70.6813097825235,-33.4518365699513,384,386,3,REGION METROPOLITANA,ESTACION CENTRAL,"3410 LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",LIBER BERNARDO O`HIGGINS, ,3410,0,1,0,3,2
-70.6805364003948,-33.433043491057,385,388,1,REGION METROPOLITANA,QUINTA NORMAL,"MATUCANA & MAPOCHO, QUINTA NORMAL",MATUCANA,MAPOCHO,0,0,1,0,0,1
-70.6814769994765,-33.4844343442802,386,389,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"MAIPU & LA RURAL, PEDRO AGUIRRE CERDA",MAIPU,LA RURAL,0,1,0,0,0,1
-70.680426043602,-33.4345504934105,387,390,1,REGION METROPOLITANA,QUINTA NORMAL,"MATUCANA & MARTINEZ DE ROZAS, QUINTA NORMAL",MATUCANA,MARTINEZ DE ROZAS,0,0,1,0,0,1
-70.6815114107673,-33.4975123733062,388,391,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"PASEO GROHNERT & BOMBERO OSSANDON, PEDRO AGUIRRE CERDA",PASEO GROHNERT,BOMB OSSANDON,0,0,1,0,1,1
-70.6807101450549,-33.4567455222291,389,392,1,REGION METROPOLITANA,ESTACION CENTRAL,"471 SAN FRANCISCO DE BORJA, ESTACION CENTRAL",SAN BORJA, ,471,0,1,0,0,1
-70.6802757647861,-33.435836899999,390,393,4,REGION METROPOLITANA,SANTIAGO,"SAN PABLO & MATUCANA, QUINTA NORMAL",SAN PABLO,MATUCANA,0,0,0,0,4,4
-70.6805578419516,-33.4515667842745,391,394,1,REGION METROPOLITANA,ESTACION CENTRAL,"SAN FRANCISCO DE BORJA & LIBERTADOR BERNARDO O`HIGGINS, ESTACION CENTRAL",SAN BORJA,LIBER BERNARDO O`HIGGINS,0,0,0,0,1,1
-70.6810558258602,-33.4784069266514,392,395,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"MAIPU & ALCALDE CARLOS VALDOVINOS, PEDRO AGUIRRE CERDA",MAIPU,ALC CARLOS VALDOVINOS,0,0,0,0,1,1
-70.6821999616776,-33.5427716535769,393,396,1,REGION METROPOLITANA,EL BOSQUE,"LOS NOGALES & 18 DE SEPTIEMBRE, EL BOSQUE",LOS NOGALES,18 DE SEPTIEMBRE,0,0,1,0,1,0
-70.6801533435103,-33.4374116024905,394,397,1,REGION METROPOLITANA,SANTIAGO,"ROSAS & MATUCANA, QUINTA NORMAL",ROSAS,MATUCANA,0,0,0,0,1,1
-70.6804704482931,-33.4541650048956,395,398,1,REGION METROPOLITANA,ESTACION CENTRAL,"5 DE ABRIL & SAN FRANCISCO DE BORJA, ESTACION CENTRAL",5 DE ABRIL,SAN BORJA,0,0,1,0,0,1
-70.6809989253051,-33.4859873879385,396,399,2,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"UNIDAD POPULAR & VILLA SUR, PEDRO AGUIRRE CERDA",RAMONA PARRA,MAIPU,0,0,0,0,2,2
-70.6794788000816,-33.4137406662802,397,400,1,REGION METROPOLITANA,RENCA,"DOMINGO SANTA MARIA & PRESIDENTE EDUARDO FREI MONTALVA, RENCA",DOMINGO SANTA MARIA,PDTE EDUARDO FREI MONTALVA,0,0,0,0,1,1
-70.6798938820666,-33.4403930193245,398,401,1,REGION METROPOLITANA,SANTIAGO,"MATUCANA & CATEDRAL, SANTIAGO",MATUCANA,CATEDRAL,0,0,0,0,1,1
-70.6816122911497,-33.5316989167638,399,402,1,REGION METROPOLITANA,LO ESPEJO,"JOSE JOAQUIN PRIETO VIAL & AMERICO VESPUCIO, LO ESPEJO",JOSE JOAQUIN PRIETO VIAL,AMERICO VESPUCIO,0,0,1,0,1,0
-70.6797094090806,-33.4426059796088,400,403,2,REGION METROPOLITANA,SANTIAGO,"HUERFANOS & MATUCANA, SANTIAGO",HUERFANOS,MATUCANA,0,1,0,0,2,1
-70.6820902927507,-33.5657781801249,401,404,1,REGION METROPOLITANA,EL BOSQUE,"HUMBERTO ALLENDE & ROSSINI, EL BOSQUE",HUMBERTO ALLENDE,ROSSINI,0,0,0,0,2,1
-70.6808466397208,-33.5023889878428,402,405,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"CLOTARIO BLEST & LOS MOLLES, PEDRO AGUIRRE CERDA",CLOTARIO BLEST,LOS MOLLES,0,0,0,0,1,1
-70.6795893743655,-33.4437086272552,403,406,3,REGION METROPOLITANA,SANTIAGO,"MATUCANA & PORTALES, SANTIAGO",MATUCANA,PORTALES,0,0,2,0,1,2
-70.6792260635637,-33.4357781870791,404,407,1,REGION METROPOLITANA,SANTIAGO,"3202 SAN PABLO, SANTIAGO",SAN PABLO, ,3202,0,0,0,0,2
-70.6791824157184,-33.4357171495532,405,408,2,REGION METROPOLITANA,SANTIAGO,"SAN PABLO & CHACABUCO, SANTIAGO",SAN PABLO,CHACABUCO,0,0,1,0,1,2
-70.6793799399172,-33.446306904966,406,409,1,REGION METROPOLITANA,SANTIAGO,"MATUCANA & ERASMO ESCALA, ESTACION CENTRAL",MATUCANA,ERASMO ESCALA,0,0,0,0,1,2
-70.6810414925955,-33.5366706515805,407,410,1,REGION METROPOLITANA,LA CISTERNA,"ANIBAL PINTO & INES RIVAS, LA CISTERNA",ANIBAL PINTO,INES RIVAS,0,0,0,0,1,1
-70.6773147754591,-33.3604539904318,408,411,1,REGION METROPOLITANA,HUECHURABA,"EL SAUCE SUR & TOLTEN, HUECHURABA",EL SAUCE, ,1528,0,0,0,1,1
-70.6800067239706,-33.5014131776293,409,412,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"CLOTARIO BLEST & ALHUE, PEDRO AGUIRRE CERDA",CLOTARIO BLEST,ALHUE,0,0,1,0,0,1
-70.6786743029742,-33.4414573068065,410,413,1,REGION METROPOLITANA,SANTIAGO,"COMPANIA DE JESUS & CHACABUCO, SANTIAGO",COMPANIA,CHACABUCO,0,0,1,0,0,1
-70.6783601910763,-33.4327992532941,411,414,1,REGION METROPOLITANA,SANTIAGO,"MAPOCHO & HERRERA, SANTIAGO",MAPOCHO,HERRERA,0,0,1,0,0,1
-70.6778684038671,-33.4196242180009,412,415,1,REGION METROPOLITANA,RENCA,"PRESIDENTE EDUARDO FREI MONTALVA & JORGE HIRMAS, RENCA",PDTE EDUARDO FREI MONTALVA,JORGE HIRMAS,0,0,0,0,0,2
-70.6782374102115,-33.4462939455697,413,416,1,REGION METROPOLITANA,SANTIAGO,"ERASMO ESCALA & CHACABUCO, SANTIAGO",ERASMO ESCALA,CHACABUCO,0,0,0,0,1,1
-70.6791080409635,-33.4979836525767,414,417,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"5548 TEMISTOCLES, PEDRO AGUIRRE CERDA",TEMISTOCLES, ,5548,0,0,1,0,1
-70.6779400924331,-33.4491388415343,415,418,1,REGION METROPOLITANA,SANTIAGO,"23 CHACABUCO, SANTIAGO",CHACABUCO, ,23,0,0,0,1,1
-70.6778661786411,-33.4506020233741,416,419,2,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & CHACABUCO, ESTACION CENTRAL",LIBER BERNARDO O`HIGGINS,CHACABUCO,0,0,1,0,1,2
-70.6778712405771,-33.451362895655,417,420,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & EXPOSICION, ESTACION CENTRAL",LIBER BERNARDO O`HIGGINS,EXPOSICION,0,0,0,0,0,2
-70.677842624441,-33.4520554699026,418,421,1,REGION METROPOLITANA,SANTIAGO,"56 EXPOSICION, SANTIAGO",EXPOSICION, ,56,0,0,0,1,2
-70.6773129340453,-33.4327083710933,419,422,1,REGION METROPOLITANA,SANTIAGO,"MAPOCHO & MAIPU, SANTIAGO",MAPOCHO,MAIPU,0,0,0,0,1,1
-70.6764219387224,-33.3933598400052,420,423,1,REGION METROPOLITANA,CONCHALI,"3868 FERMIN VIVACETA, CONCHALI",FERMIN VIVACETA, ,3868,0,0,0,1,3
-70.6773813372221,-33.4437547528312,421,424,1,REGION METROPOLITANA,SANTIAGO,"AGUSTINAS & HERRERA, SANTIAGO",AGUSTINAS,HERRERA,0,0,0,0,0,2
-70.6774951292614,-33.4506351115397,422,425,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & ENRIQUE MEIGGS, SANTIAGO",LIBER BERNARDO O`HIGGINS,MEIGGS,0,0,1,0,0,1
-70.6756412736959,-33.3605676003552,423,426,1,REGION METROPOLITANA,HUECHURABA,"SANTA MARTA DE HUECHURABA & EL SAUCE, HUECHURABA",STA MARTA DE HUECHURABA,EL SAUCE,0,0,0,0,2,0
-70.6794047155319,-33.5599638425736,424,427,1,REGION METROPOLITANA,EL BOSQUE,"11438 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",GRAN AVDA JOSE MIGUEL CARRERA, ,11438,0,0,0,0,2
-70.6772223564845,-33.4522340147455,425,428,1,REGION METROPOLITANA,SANTIAGO,"GARDLAND & SALVADOR SANFUENTES, SANTIAGO",GARDLAND,SALVADOR SANFUENTES,0,0,0,0,1,1
-70.6759250030834,-33.4540932710758,426,429,1,REGION METROPOLITANA,SANTIAGO,"SAN ALFONSO & GRAJALES, SANTIAGO",SAN ALFONSO,GRAJALES,0,0,0,0,1,1
-70.6756202271646,-33.4499813402467,427,431,5,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & MAIPU, SANTIAGO",LIBER BERNARDO O`HIGGINS,MAIPU,0,0,3,0,1,6
-70.6763582859668,-33.4942439798995,428,432,2,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"DEPARTAMENTAL & CLOTARIO BLEST, PEDRO AGUIRRE CERDA",DEPARTAMENTAL,CLOTARIO BLEST,0,0,2,0,1,1
-70.6755764694853,-33.4706995292098,429,433,1,REGION METROPOLITANA,ESTACION CENTRAL,"3060 RAMON SUBERCASEAUX, SANTIAGO",RAMON SUBERCASEAUX, ,3060,0,0,0,1,1
-70.6753847560372,-33.4807772953034,430,434,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"3491 PEDRO SUBERCASEAUX, PEDRO AGUIRRE CERDA",PEDRO SUBERCASEAUX, ,3491,0,0,0,1,1
-70.6742965383842,-33.4496402552023,431,435,4,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & ESPERANZA, SANTIAGO",LIBER BERNARDO O`HIGGINS,ESPERANZA,0,0,2,0,1,5
-70.6758164184195,-33.5369119653298,432,436,1,REGION METROPOLITANA,LA CISTERNA,"GOYCOLEA & BALDOMERO LILLO, LA CISTERNA",GOYCOLEA,BALDOMERO LILLO,0,0,0,0,1,1
-70.6747864949552,-33.4847210937574,433,437,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"2 DE ABRIL & GALO GONZALEZ, PEDRO AGUIRRE CERDA",2 DE ABRIL,GALO GONZALEZ,0,0,0,0,0,2
-70.6747595914625,-33.4905872217322,434,438,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"CLOTARIO BLEST & 30 DE OCTUBRE, PEDRO AGUIRRE CERDA",CLOTARIO BLEST,30 DE OCTUBRE,0,0,0,0,1,1
-70.6736497090987,-33.436969381827,435,439,1,REGION METROPOLITANA,SANTIAGO,"ROSAS & RAFAEL SOTOMAYOR, SANTIAGO",ROSAS,RAFAEL SOTOMAYOR,0,0,1,0,0,1
-70.6749643445161,-33.5217345431842,436,440,1,REGION METROPOLITANA,LA CISTERNA,"1180 EL PARRON, LA CISTERNA",EL PARRON, ,1180,0,1,0,0,1
-70.6736051218035,-33.4524632725842,437,441,1,REGION METROPOLITANA,SANTIAGO,"SAZIE & UNION AMERICANA, SANTIAGO",SAZIE,UNION AMERICANA,0,0,1,0,0,1
-70.6724560859164,-33.3948411833503,438,442,1,REGION METROPOLITANA,CONCHALI,"3673 INDEPENDENCIA, CONCHALI",INDEPENDENCIA, ,3673,0,0,0,1,1
-70.6724428429536,-33.3950775036962,439,443,1,REGION METROPOLITANA,CONCHALI,"3652 INDEPENDENCIA, CONCHALI",INDEPENDENCIA, ,3652,0,0,0,1,1
-70.674072689043,-33.4845061387548,440,444,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"4000 JUAN MAURICIO RUGENDAS, PEDRO AGUIRRE CERDA",EUGENIO MATTE, ,4000,1,0,0,0,2
-70.673358511594,-33.4535217267684,441,445,1,REGION METROPOLITANA,SANTIAGO,"GRAJALES & UNION AMERICANA, SANTIAGO",GRAJALES,UNION AMERICANA,0,0,0,0,1,1
-70.6719641459189,-33.3841685742778,442,446,2,REGION METROPOLITANA,CONCHALI,"PEDRO FONTOVA & DIEGO SILVA HENRIQUEZ, CONCHALI",PEDRO FONTOVA,DIEGO SILVA HENRIQUEZ,0,0,1,0,1,2
-70.6716125796822,-33.3756199852187,443,447,1,REGION METROPOLITANA,CONCHALI,"5594 PEDRO FONTOVA, CONCHALI",PEDRO FONTOVA, ,5594,0,1,0,1,0
-70.6750333272349,-33.5539962385319,444,448,1,REGION METROPOLITANA,EL BOSQUE,"10375 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",GRAN AVDA JOSE MIGUEL CARRERA, ,10375,0,0,0,1,0
-70.6753796664225,-33.5780236002454,445,449,1,REGION METROPOLITANA,EL BOSQUE,"13253 LOS MORROS, EL BOSQUE",LOS MORROS, ,13253,0,0,0,0,2
-70.6728436738203,-33.4492300439116,446,450,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & LIBERTAD, SANTIAGO",LIBER BERNARDO O`HIGGINS,LIBERTAD,0,0,1,0,0,1
-70.6751445237716,-33.576962003505,447,451,1,REGION METROPOLITANA,EL BOSQUE,"LOS MORROS & CHIMBARONGO, EL BOSQUE",LOS MORROS,CHIMBARONGO,0,0,0,1,0,1
-70.6750232014098,-33.5708018739397,448,452,1,REGION METROPOLITANA,EL BOSQUE,"1106 LO MARTINEZ, EL BOSQUE",LO MARTINEZ, ,1106,0,1,0,0,1
-70.6731984625454,-33.4785042550082,449,453,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"ALCALDE CARLOS VALDOVINOS & BELEN, SANTIAGO",ALC CARLOS VALDOVINOS,BELEN,0,0,0,1,0,1
-70.6711115529265,-33.3713334872851,450,454,2,REGION METROPOLITANA,CONCHALI,"PEDRO FONTOVA & AMERICO VESPUCIO, CONCHALI",PEDRO FONTOVA,AMERICO VESPUCIO,0,0,2,0,1,1
-70.6705132406865,-33.3460225800852,451,455,2,REGION METROPOLITANA,HUECHURABA,"EL CARMEN & PEDRO FONTOVA, HUECHURABA",EL CARMEN,PEDRO FONTOVA,0,1,1,0,0,2
-70.6744474182927,-33.5535473517857,452,456,3,REGION METROPOLITANA,EL BOSQUE,"ALEJANDRO GUZMAN & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",ALEJANDRO GUZMAN,GRAN AVDA JOSE MIGUEL CARRERA,0,0,1,0,3,2
-70.6747304893944,-33.5752192307542,453,457,1,REGION METROPOLITANA,EL BOSQUE,"12589 LOS MORROS, EL BOSQUE",LOS MORROS, ,12589,1,0,0,0,1
-70.6733767429551,-33.5062163633921,454,458,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"ABRANQUIL & PETROHUE, PEDRO AGUIRRE CERDA",ABRANQUIL,PETROHUE,0,0,1,0,0,1
-70.6706289094218,-33.364578393036,455,459,1,REGION METROPOLITANA,HUECHURABA,"6456 PEDRO FONTOVA, HUECHURABA",PEDRO FONTOVA, ,6455,0,0,0,1,1
-70.6728050678797,-33.4864724127265,456,460,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"4235 CLOTARIO BLEST, PEDRO AGUIRRE CERDA",CLOTARIO BLEST, ,4235,0,2,0,0,1
-70.674559402323,-33.5828100809757,457,461,1,REGION METROPOLITANA,EL BOSQUE,"884 LO BLANCO, EL BOSQUE",LO BLANCO, ,884,0,0,1,0,1
-70.6742360372274,-33.5738566406359,458,462,2,REGION METROPOLITANA,EL BOSQUE,"LAS CANTERAS & LOS MORROS, EL BOSQUE",LAS CANTERAS,LOS MORROS,0,0,0,0,2,1
-70.6704869564755,-33.3900638856981,459,463,1,REGION METROPOLITANA,CONCHALI,"PEDRO FONTOVA & EIBAR, CONCHALI",PEDRO FONTOVA,EIBAR,0,0,0,1,0,0
-70.6702967764525,-33.3838979389229,460,464,1,REGION METROPOLITANA,CONCHALI,"DIEGO SILVA HENRIQUEZ & LA PALMILLA, CONCHALI",DIEGO SILVA HENRIQUEZ,LA PALMILLA,0,0,0,0,1,2
-70.6723654099205,-33.5020971672092,461,465,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"CARELMAPU & BOROA, PEDRO AGUIRRE CERDA",CARELMAPU,BOROA,0,0,1,0,0,1
-70.6713226737195,-33.4486279922747,462,466,1,REGION METROPOLITANA,SANTIAGO,"2601 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",LIBER BERNARDO O`HIGGINS, ,2600,0,0,0,1,1
-70.670966972956,-33.4350035151994,463,467,1,REGION METROPOLITANA,SANTIAGO,"SAN PABLO & GENERAL BULNES, SANTIAGO",SAN PABLO,GRAL BULNES,0,0,0,0,1,2
-70.6709428206754,-33.435057631712,464,468,1,REGION METROPOLITANA,SANTIAGO,"2398 SAN PABLO, SANTIAGO",SAN PABLO, ,2398,0,0,0,1,1
-70.6727274121927,-33.5322135869518,465,469,1,REGION METROPOLITANA,LA CISTERNA,"QUITO & PEDRO AGUIRRE CERDA, LA CISTERNA",QUITO,BOGOTA,0,0,1,0,0,0
-70.6718096939913,-33.4976421504365,466,470,5,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"DEPARTAMENTAL & CLUB HIPICO, PEDRO AGUIRRE CERDA",DEPARTAMENTAL,CLUB HIPICO,0,0,1,0,4,5
-70.6693115807342,-33.3725671002875,467,471,1,REGION METROPOLITANA,CONCHALI,"5791 HORACIO JOHNSON, CONCHALI",HORACIO JOHNSON, ,5799,0,1,0,0,1
-70.6726318599585,-33.5511453648107,468,472,2,REGION METROPOLITANA,EL BOSQUE,"GENERAL KORNER & GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",GRAL KORNER,GRAN AVDA JOSE MIGUEL CARRERA,0,0,1,0,0,2
-70.6729570165255,-33.5686430648042,469,473,1,REGION METROPOLITANA,EL BOSQUE,"11589 LOS MORROS, EL BOSQUE",LOS MORROS, ,11589,0,0,0,1,1
-70.6732135374946,-33.5826474757068,470,474,1,REGION METROPOLITANA,EL BOSQUE,"13365 PENABLANCA, EL BOSQUE",PENABLANCA, ,13365,1,0,0,0,1
-70.672938463134,-33.5685792577415,471,475,1,REGION METROPOLITANA,EL BOSQUE,"9559 LOS MORROS, EL BOSQUE",LOS MORROS, ,9559,0,0,0,1,0
-70.6695731812122,-33.3978641706741,472,476,7,REGION METROPOLITANA,CONCHALI,"DORSAL & INDEPENDENCIA, CONCHALI",DORSAL,INDEPENDENCIA,0,1,2,2,4,5
-70.6721976655793,-33.5503801348506,473,478,1,REGION METROPOLITANA,EL BOSQUE,"9863 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",GRAN AVDA JOSE MIGUEL CARRERA, ,9863,0,0,0,1,2
-70.6700512252255,-33.4416622849767,474,479,1,REGION METROPOLITANA,SANTIAGO,"GENERAL BULNES & HUERFANOS, SANTIAGO",GRAL BULNES,HUERFANOS,0,0,1,0,0,1
-70.6687655461069,-33.3813480790839,475,480,1,REGION METROPOLITANA,CONCHALI,"1071 CUNACO, CONCHALI",CUNACO, ,1071,1,0,0,0,1
-70.6698895518208,-33.4428909469688,476,481,1,REGION METROPOLITANA,SANTIAGO,"AGUSTINAS & GENERAL BULNES, SANTIAGO",AGUSTINAS,GRAL BULNES,0,0,0,0,2,0
-70.6722340225813,-33.566461863214,477,482,3,REGION METROPOLITANA,EL BOSQUE,"LOS MORROS & CLAUDIO ARRAU, EL BOSQUE",LOS MORROS,CLAUDIO ARRAU,0,0,2,0,1,3
-70.6703525419977,-33.4786119345282,478,483,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"ALCALDE CARLOS VALDOVINOS & FRANCISCO PIZARRO, PEDRO AGUIRRE CERDA",ALC CARLOS VALDOVINOS,FRANCISCO PIZARRO,0,0,0,0,1,1
-70.668516182338,-33.3910102724692,479,484,1,REGION METROPOLITANA,CONCHALI,"LA PALMILLA & TENIENTE YAVAR, CONCHALI",LA PALMILLA,TTE YAVAR,0,0,1,0,0,1
-70.6717044199905,-33.5645685108583,480,485,1,REGION METROPOLITANA,EL BOSQUE,"SANTA ELENA & PADRE HURTADO, EL BOSQUE",STA ELENA,LOS MORROS,0,0,0,0,1,1
-70.6703571278325,-33.4954606566195,481,486,2,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"CLUB HIPICO & LAZO, PEDRO AGUIRRE CERDA",CLUB HIPICO,LAZO,0,0,2,0,1,1
-70.6691109860068,-33.433008429532,482,487,1,REGION METROPOLITANA,SANTIAGO,"RICARDO CUMMING & ANDES, SANTIAGO",RICARDO CUMMING,ANDES,0,0,0,0,1,1
-70.668208996191,-33.3924910553463,483,488,1,REGION METROPOLITANA,CONCHALI,"3772 LA PALMILLA, CONCHALI",LA PALMILLA, ,3772,0,1,0,0,1
-70.6712914289772,-33.5630026440594,484,489,1,REGION METROPOLITANA,EL BOSQUE,"PADRE HURTADO & LOS SAUCES, EL BOSQUE",LOS MORROS,LOS SAUCES,0,0,0,0,1,1
-70.6690650488117,-33.4480886278273,485,490,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & GENERAL BULNES, SANTIAGO",LIBER BERNARDO O`HIGGINS,GRAL BULNES,0,0,0,0,0,2
-70.6700676140234,-33.5030977109299,486,491,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"2429 CARELMAPU, PEDRO AGUIRRE CERDA",CARELMAPU, ,2429,0,0,1,0,1
-70.6698088353281,-33.4975776475625,487,492,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"HISTORIADOR VASSARI & TRISTAN MATTA, PEDRO AGUIRRE CERDA",HISTORIADOR VASSARI, ,5295,0,0,0,1,0
-70.6686637439484,-33.4380195703492,488,493,1,REGION METROPOLITANA,SANTIAGO,"RICARDO CUMMING & SANTO DOMINGO, SANTIAGO",RICARDO CUMMING,STO DOMINGO,0,0,1,0,0,1
-70.6695215620026,-33.4991684066866,489,494,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"DEPARTAMENTAL & ALCIBIADES, PEDRO AGUIRRE CERDA",DEPARTAMENTAL,ALCIBIADES,0,0,0,0,2,0
-70.6694016261244,-33.4958162290231,490,495,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"LAZO & MANUELA ERRAZURIZ, PEDRO AGUIRRE CERDA",LAZO,MANUELA ERRAZURIZ,0,0,0,0,1,1
-70.6679539082344,-33.4224104311512,491,496,1,REGION METROPOLITANA,INDEPENDENCIA,"GAMERO & 4 NORTE, INDEPENDENCIA",GAMERO,4 NORTE,0,0,0,0,1,1
-70.6673529594199,-33.3929743399881,492,497,1,REGION METROPOLITANA,CONCHALI,"1477 SAN FERNANDO, CONCHALI",SAN FERNANDO, ,1477,0,0,0,1,1
-70.6704723125168,-33.5760001480681,493,498,1,REGION METROPOLITANA,EL BOSQUE,"IMPERIAL & LA PAMPA, EL BOSQUE",NVA IMPERIAL,LA PAMPA,0,0,0,0,1,1
-70.6699474541039,-33.5546192698487,494,499,1,REGION METROPOLITANA,EL BOSQUE,"360 ALEJANDRO GUZMAN, EL BOSQUE",ALEJANDRO GUZMAN, ,360,0,0,0,1,1
-70.667863479875,-33.4480916719145,495,500,1,REGION METROPOLITANA,SANTIAGO,"2274 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",LIBER BERNARDO O`HIGGINS, ,2274,0,0,0,0,2
-70.6677616603098,-33.445174142089,496,501,1,REGION METROPOLITANA,SANTIAGO,"ERASMO ESCALA & RICARDO CUMMING, SANTIAGO",ERASMO ESCALA,RICARDO CUMMING,0,0,1,0,0,1
-70.6696238682736,-33.5471001611508,497,502,1,REGION METROPOLITANA,EL BOSQUE,"9595 GRAN AVENIDA JOSE MIGUEL CARRERA, EL BOSQUE",GRAN AVDA JOSE MIGUEL CARRERA, ,9595,0,1,0,0,1
-70.6665016614181,-33.3863219987186,498,503,1,REGION METROPOLITANA,CONCHALI,"1400 LOS ZAPADORES, CONCHALI",LOS ZAPADORES, ,1400,0,0,0,1,0
-70.6682136243786,-33.4896734771206,499,504,1,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,"4485 ANACREONTE, PEDRO AGUIRRE CERDA",ANACREONTE, ,4485,0,0,0,1,1
-70.6673505103924,-33.4477539899377,500,505,1,REGION METROPOLITANA,SANTIAGO,"LIBERTADOR BERNARDO O`HIGGINS & RICARDO CUMMING, SANTIAGO",LIBER BERNARDO O`HIGGINS,RICARDO CUMMING,0,0,0,0,1,1
-70.6151945953844,-33.5463243939081,501,1009,1,REGION METROPOLITANA,LA GRANJA,"CORONEL & MANUEL RODRIGUEZ, LA GRANJA",CORONEL,MANUEL RODRIGUEZ,0,0,0,0,1,0
-70.6131082729812,-33.4340652915827,502,1010,1,REGION METROPOLITANA,PROVIDENCIA,"VALENZUELA CASTILLO & MATILDE SALAMANCA, PROVIDENCIA",VALENZUELA CASTILLO,MATILDE SALAMANCA,0,0,0,0,1,1
-70.6143656088117,-33.5064031788876,503,1011,1,REGION METROPOLITANA,SAN JOAQUIN,"AQUELARRE & VICUNA MACKENNA, SAN JOAQUIN",AQUELARRE,VICUNA MACKENNA,0,0,0,0,0,1
-70.6127196259173,-33.417946446067,504,1012,1,REGION METROPOLITANA,PROVIDENCIA,"PADRE LETELIER & LOS ARAUCANOS, PROVIDENCIA",PADRE LETELIER,LOS ARAUCANOS,0,0,0,0,2,1
