X,Y,FID,OBJECTID,ICOUNT,Region,Comuna,Match_Addr,Calle1,Calle2,Numero,Fallecidos,Graves,Mgrave,Leve,Ileso
-70.5796232314344,-33.4829019034657,813,1325,1,REGION METROPOLITANA,MACUL,"2875 AMERICO VESPUCIO, MACUL",AMERICO VESPUCIO, ,2875,0,0,0,2,0
-70.5804357788042,-33.5435625505572,814,1326,1,REGION METROPOLITANA,LA FLORIDA,"SANTA AMALIA & COLOMBIA, LA FLORIDA",STA AMALIA,COLOMBIA,0,0,1,0,0,1
-70.5787351028885,-33.4554499082138,815,1327,1,REGION METROPOLITANA,NUNOA,"5089 DIAGONAL ORIENTE, NUNOA",DIAG ORIENTE, ,5089,0,1,0,0,1
-70.5809803262408,-33.5827929414962,816,1328,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & MAESTRO PALOMO, PUENTE ALTO",CONCHA Y TORO,MAESTRO PALOMO,0,0,1,0,0,1
-70.5788416359651,-33.4792033795652,817,1329,1,REGION METROPOLITANA,MACUL,"2481 AMERICO VESPUCIO, MACUL",AMERICO VESPUCIO, ,2480,1,0,0,0,1
-70.5794100036224,-33.5207686614661,818,1330,1,REGION METROPOLITANA,LA FLORIDA,"LA FLORIDA & MANZANILLONES, LA FLORIDA",LA FLORIDA,MANZANILLONES,0,0,1,0,0,1
-70.5805406621334,-33.5843890605104,819,1331,2,REGION METROPOLITANA,PUENTE ALTO,"2983 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,2983,0,1,0,2,2
-70.5767434520833,-33.3756979023744,820,1332,1,REGION METROPOLITANA,VITACURA,"6502 LO RECABARREN, VITACURA",LO RECABARREN, ,6502,0,1,0,0,1
-70.5764808264067,-33.3870913389563,821,1333,2,REGION METROPOLITANA,VITACURA,"LUIS PASTEUR & MANQUEHUE NORTE, VITACURA",LUIS PASTEUR,MANQUEHUE NORTE,0,0,0,0,2,2
-70.5770988959172,-33.4259619448571,822,1334,1,REGION METROPOLITANA,LAS CONDES,"AMERICO VESPUCIO SUR & ISABEL LA CATOLICA, LAS CONDES",AMERICO VESPUCIO SUR,ISABEL LA CATOLICA,0,0,0,0,1,0
-70.5800228404063,-33.5870878699204,823,1335,1,REGION METROPOLITANA,PUENTE ALTO,"2767 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,2767,0,1,0,0,1
-70.5784633404436,-33.5019041249287,824,1336,2,REGION METROPOLITANA,PENALOLEN,"LAS TORRES & SARGENTO SEGUNDO JUAN HORMAZABAL, PENALOLEN",LAS TORRES,SGTO SEGUNDO JUAN HORMAZABAL,0,0,0,0,2,2
-70.5783331967892,-33.5019971106802,825,1337,1,REGION METROPOLITANA,PENALOLEN,"LAS TORRES & NEVADO 3 CRUCES, PENALOLEN",LAS TORRES,NEVADO 3 CRUCES,0,0,1,0,0,1
-70.5790846403387,-33.5473430234687,826,1338,1,REGION METROPOLITANA,LA FLORIDA,"TRINIDAD ORIENTE & COLOMBIA, LA FLORIDA",TRINIDAD,COLOMBIA,0,0,0,0,0,2
-70.5797096934206,-33.5893204637971,827,1339,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & ANGEL PIMENTEL, PUENTE ALTO",CONCHA Y TORO,ANGEL PIMENTEL,0,0,0,0,1,1
-70.5763837236876,-33.4081506443217,828,1340,1,REGION METROPOLITANA,LAS CONDES,"PIO XI & LOS MILITARES, LAS CONDES",PIO XI,LOS MILITARES,0,0,0,1,0,1
-70.579801593154,-33.6032729668829,829,1341,1,REGION METROPOLITANA,PUENTE ALTO,"193 DOMINGO TOCORNAL, PUENTE ALTO",DOMINGO TOCORNAL, ,193,0,0,0,1,1
-70.5774395678646,-33.4753061589451,830,1342,1,REGION METROPOLITANA,PENALOLEN,"EL VALLE & AMERICO VESPUCIO, PENALOLEN",EL VALLE,AMERICO VESPUCIO,0,1,0,0,0,1
-70.5797842094631,-33.6062924500827,831,1343,1,REGION METROPOLITANA,PUENTE ALTO,"TOCORNAL GREZ & ERNESTO ALVEAR, PUENTE ALTO",TOCORNAL GREZ,ERNESTO ALVEAR,0,0,0,0,1,1
-70.579417098944,-33.5902177904633,832,1344,1,REGION METROPOLITANA,PUENTE ALTO,"2331 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,2331,0,0,0,1,1
-70.5771201109644,-33.4687548954665,833,1345,1,REGION METROPOLITANA,NUNOA,"5050 GRECIA, NUNOA",GRECIA, ,5500,0,0,0,1,0
-70.5793270638616,-33.5937415594474,834,1346,1,REGION METROPOLITANA,PUENTE ALTO,"1478 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,1477,0,0,0,1,1
-70.5764101613073,-33.4542746044957,835,1347,1,REGION METROPOLITANA,NUNOA,"IRARRAZAVAL & CAUQUENES, NUNOA",IRARRAZAVAL,CAUQUENES,0,0,0,0,1,0
-70.5783850606048,-33.5688338570731,836,1348,1,REGION METROPOLITANA,PUENTE ALTO,"NEMESIO VICUNA & LOS TOROS, PUENTE ALTO",NEMESIO VICUNA,LOS TOROS,0,0,1,0,0,1
-70.5767992784067,-33.4854586151021,837,1349,1,REGION METROPOLITANA,PENALOLEN,"MAR TIRRENO & MAR TIRRENO, PENALOLEN",MAR TIRRENO, ,3349,0,0,0,1,1
-70.5783481780911,-33.5761088970797,838,1350,1,REGION METROPOLITANA,PUENTE ALTO,"GABRIELA ORIENTE & ORION, PUENTE ALTO",GABRIELA ORIENTE,ORION,0,0,1,0,0,1
-70.5788042035746,-33.603211734081,839,1351,1,REGION METROPOLITANA,PUENTE ALTO,"DOMINGO TOCORNAL & SANTO DOMINGO, PUENTE ALTO",DOMINGO TOCORNAL,STO DOMINGO,0,0,1,0,0,1
-70.5770787061605,-33.5148428126266,840,1352,1,REGION METROPOLITANA,LA FLORIDA,"EL PARQUE & CATALINA DE MEDICIS, LA FLORIDA",EL PARQUE,CATALINA DE MEDICIS,0,0,1,0,0,0
-70.5767633158005,-33.5020970626264,841,1353,1,REGION METROPOLITANA,PENALOLEN,"5490 LAS TORRES, PENALOLEN",LAS TORRES, ,5490,1,0,0,1,1
-70.5752793664518,-33.4272701916905,842,1354,1,REGION METROPOLITANA,LAS CONDES,"AMERICO VESPUCIO SUR & JUAN ESTEBAN MONTERO, LAS CONDES",AMERICO VESPUCIO SUR,JUAN ESTEBAN MONTERO,0,0,0,0,1,1
-70.5778382795661,-33.5711418596416,843,1355,1,REGION METROPOLITANA,PUENTE ALTO,"PARQUE EL ARRAYAN & NEMESIO VICUNA, PUENTE ALTO",PARQUE EL ARRAYAN,NEMESIO VICUNA,0,0,0,0,1,1
-70.5776804678911,-33.5625505984801,844,1356,1,REGION METROPOLITANA,LA FLORIDA,"DIEGO PORTALES & CAUPOLICAN, LA FLORIDA",DIEGO PORTALES,CAUPOLICAN,0,0,0,0,1,1
-70.5783021321065,-33.5981165583671,845,1357,1,REGION METROPOLITANA,PUENTE ALTO,"1340 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,1340,0,0,0,1,1
-70.5767607411336,-33.5133897547599,846,1358,1,REGION METROPOLITANA,LA FLORIDA,"5872 DIAGONAL LOS CASTANOS, LA FLORIDA",DIAG LOS CASTANOS, ,5872,0,0,0,1,0
-70.5759454019307,-33.468997824518,847,1359,1,REGION METROPOLITANA,PENALOLEN,"GRECIA & AMERICO VESPUCIO, PENALOLEN",GRECIA,AMERICO VESPUCIO,0,0,0,0,1,1
-70.5782389382548,-33.606068688522,848,1360,1,REGION METROPOLITANA,PUENTE ALTO,"ERNESTO ALVEAR & SANTO DOMINGO, PUENTE ALTO",ERNESTO ALVEAR,STO DOMINGO,0,0,0,0,1,1
-70.5779959295618,-33.598015977684,849,1361,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & SAN CARLOS, PUENTE ALTO",CONCHA Y TORO,SAN CARLOS,0,0,0,0,1,2
-70.5748163312016,-33.4312216251508,850,1362,1,REGION METROPOLITANA,LA REINA,"OSSA & FRANCISCO BILBAO, LAS CONDES",OSSA,FRANCISCO BILBAO,0,0,0,0,1,1
-70.574096055393,-33.3916136693291,851,1363,2,REGION METROPOLITANA,VITACURA,"5951 VITACURA, VITACURA",VITACURA, ,5951,0,0,0,1,2
-70.5779858033191,-33.6073885689266,852,1364,1,REGION METROPOLITANA,PUENTE ALTO,"GANDARILLAS & SANTO DOMINGO, PUENTE ALTO",GANDARILLAS,STO DOMINGO,0,0,0,0,2,1
-70.5746706434375,-33.4295679533163,853,1365,1,REGION METROPOLITANA,LAS CONDES,"4458 CARLOS ALVARADO, LAS CONDES",CARLOS ALVARADO, ,4458,0,0,0,1,1
-70.5761272763487,-33.5105843534058,854,1366,1,REGION METROPOLITANA,PENALOLEN,"DEPARTAMENTAL & LOS CEREZOS, PENALOLEN",DEPARTAMENTAL,LOS CEREZOS,0,0,0,0,1,1
-70.5776653524655,-33.6004604286048,855,1367,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & INDEPENDENCIA, PUENTE ALTO",CONCHA Y TORO,INDEPENDENCIA,0,0,0,0,0,2
-70.5776657419759,-33.601281797593,856,1368,1,REGION METROPOLITANA,PUENTE ALTO,"1036 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,1036,0,0,0,1,1
-70.5745637821392,-33.4442750361439,857,1369,1,REGION METROPOLITANA,NUNOA,"PUCARA & ROSITA RENARD, NUNOA",PUCARA,ROSITA RENARD,0,0,0,0,1,1
-70.5756830286899,-33.5062607605088,858,1370,1,REGION METROPOLITANA,PENALOLEN,"5810 EL ROBLEDAL, PENALOLEN",EL ROBLEDAL, ,5810,0,0,0,1,1
-70.5760728898166,-33.5286139882409,859,1371,1,REGION METROPOLITANA,LA FLORIDA,"8220 LA FLORIDA, LA FLORIDA",LA FLORIDA, ,8220,0,0,0,2,0
-70.574096061865,-33.4219718707653,860,1372,1,REGION METROPOLITANA,LAS CONDES,"4805 VASCO DE GAMA, LAS CONDES",VASCO DE GAMA, ,4805,0,0,0,1,1
-70.5737231062093,-33.4105631226535,861,1373,1,REGION METROPOLITANA,LAS CONDES,"5258 APOQUINDO, LAS CONDES",APOQUINDO, ,5258,0,0,0,1,1
-70.5746690333709,-33.4640308091607,862,1374,1,REGION METROPOLITANA,NUNOA,"901 AMERICO VESPUCIO, NUNOA",AMERICO VESPUCIO SUR, ,901,0,0,0,1,1
-70.5773225865626,-33.6107878574117,863,1375,1,REGION METROPOLITANA,PUENTE ALTO,"SANTO DOMINGO & CLAVERO, PUENTE ALTO",STO DOMINGO,CLAVERO,0,0,0,0,1,1
-70.5771640456611,-33.602988337696,864,1376,3,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & DOMINGO TOCORNAL, PUENTE ALTO",CONCHA Y TORO,DOMINGO TOCORNAL,0,0,2,0,1,3
-70.5734637476124,-33.4068349450849,865,1377,1,REGION METROPOLITANA,LAS CONDES,"LOS MILITARES & ALONSO DE CORDOVA, LAS CONDES",LOS MILITARES,ALONSO DE CORDOVA,0,0,0,0,2,0
-70.5751184153383,-33.5066644213839,866,1378,1,REGION METROPOLITANA,PENALOLEN,"SAN LUIS DE MACUL & LOS CEREZOS, PENALOLEN",SAN LUIS DE MACUL,LOS CEREZOS,0,1,0,0,0,1
-70.5769005739451,-33.6050144283832,867,1379,1,REGION METROPOLITANA,PUENTE ALTO,"640 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,640,0,0,0,1,0
-70.5734845938468,-33.4171557193865,868,1380,1,REGION METROPOLITANA,LAS CONDES,"5020 MARTIN DE ZAMORA, LAS CONDES",MARTIN DE ZAMORA, ,5020,0,0,0,1,1
-70.5769571093474,-33.6125059722268,869,1381,2,REGION METROPOLITANA,PUENTE ALTO,"EYZAGUIRRE & SANTO DOMINGO, PUENTE ALTO",EYZAGUIRRE,STO DOMINGO,0,0,1,0,1,2
-70.5768013302239,-33.6047710858175,870,1382,1,REGION METROPOLITANA,PUENTE ALTO,"TENIENTE BELLO & CONCHA Y TORO, PUENTE ALTO",TTE BELLO,CONCHA Y TORO,0,0,0,0,1,1
-70.5759272022832,-33.558466230553,871,1383,1,REGION METROPOLITANA,LA FLORIDA,"SAN JORGE & SANTA CECILIA, LA FLORIDA",SAN JORGE,STA CECILIA,0,0,0,0,2,1
-70.5754052744256,-33.5396930189234,872,1384,1,REGION METROPOLITANA,LA FLORIDA,"ENRIQUE OLIVARES & MEXICO, LA FLORIDA",ENRIQUE OLIVARES,MEXICO,0,0,0,0,3,0
-70.5765889584944,-33.6058462422598,873,1385,3,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & EDUARDO CORDERO, PUENTE ALTO",CONCHA Y TORO,EDUARDO CORDERO,0,0,0,0,3,3
-70.572401685804,-33.3910255427928,874,1386,1,REGION METROPOLITANA,VITACURA,"IRENE FREI & MANQUEHUE NORTE, VITACURA",IRENE FREI,MANQUEHUE NORTE,0,0,0,0,1,1
-70.5726025298319,-33.4051954915871,875,1387,1,REGION METROPOLITANA,LAS CONDES,"CERRO EL PLOMO & ROSARIO NORTE, LAS CONDES",CERRO EL PLOMO,ROSARIO NORTE,0,0,1,0,0,1
-70.5748679204218,-33.5321723171524,876,1388,1,REGION METROPOLITANA,LA FLORIDA,"LA FLORIDA & SANTA JULIA, LA FLORIDA",LA FLORIDA,STA JULIA,0,0,0,2,0,0
-70.5754315953112,-33.5684786053102,877,1389,1,REGION METROPOLITANA,PUENTE ALTO,"LOS TOROS & CANOPE, PUENTE ALTO",LOS TOROS,CANOPE,0,0,0,0,1,1
-70.5760899547556,-33.6086843107126,878,1390,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & TOCORNAL, PUENTE ALTO",CONCHA Y TORO,TOCORNAL,0,0,0,0,1,1
-70.5721652952374,-33.3927026143852,879,1391,1,REGION METROPOLITANA,VITACURA,"1499 MANQUEHUE NORTE, VITACURA",MANQUEHUE NORTE, ,1499,0,0,0,1,1
-70.5759945101461,-33.6095629444294,880,1392,1,REGION METROPOLITANA,PUENTE ALTO,"242 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,242,0,0,0,0,2
-70.5720099827975,-33.390710357121,881,1393,1,REGION METROPOLITANA,VITACURA,"IRENE FREI & VITACURA, VITACURA",IRENE FREI,VITACURA,0,0,0,0,1,1
-70.5758770698113,-33.6098864388189,882,1394,1,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & MANUEL RODRIGUEZ, PUENTE ALTO",CONCHA Y TORO,MANUEL RODRIGUEZ,0,0,0,0,1,1
-70.5757646685654,-33.6058567466839,883,1395,1,REGION METROPOLITANA,PUENTE ALTO,"BALMACEDA & EDUARDO CORDERO, PUENTE ALTO",BALMACEDA,EDUARDO CORDERO,0,0,0,0,1,1
-70.5718674008634,-33.3907110867097,884,1396,1,REGION METROPOLITANA,VITACURA,"6195 VITACURA, VITACURA",VITACURA, ,6195,0,1,0,0,1
-70.5750775952851,-33.5758193956855,885,1397,1,REGION METROPOLITANA,PUENTE ALTO,"646 LOS MAGNOLIOS, PUENTE ALTO",LOS MAGNOLIOS, ,646,0,0,0,1,1
-70.5719318303952,-33.4062771869965,886,1398,1,REGION METROPOLITANA,LAS CONDES,"LOS MILITARES & ROSARIO NORTE, LAS CONDES",LOS MILITARES,ROSARIO NORTE,0,0,0,0,1,1
-70.5755493915577,-33.6111075403618,887,1399,1,REGION METROPOLITANA,PUENTE ALTO,"105 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,105,0,0,0,1,1
-70.5727784703137,-33.4600834718459,888,1400,1,REGION METROPOLITANA,NUNOA,"AMERICO VESPUCIO & DUBLE ALMEYDA, NUNOA",AMERICO VESPUCIO,DUBLE ALMEYDA,0,0,0,0,1,1
-70.5713016494355,-33.3793515476724,889,1401,1,REGION METROPOLITANA,VITACURA,"SAN JOSEMARIA ESCRIVA DE BALAGUER & GUARANIES, VITACURA",COST MONS ESCRIVA DE BALAGUER,GUARANIES,0,0,0,0,1,1
-70.5755121022465,-33.6123989845944,890,1402,1,REGION METROPOLITANA,PUENTE ALTO,"11 EYZAGUIRRE, PUENTE ALTO",EYZAGUIRRE, ,11,0,0,0,1,1
-70.5714410300231,-33.3905334180983,891,1403,1,REGION METROPOLITANA,VITACURA,"6255 VITACURA, VITACURA",VITACURA, ,6255,0,0,0,1,1
-70.5753667548786,-33.6123458749914,892,1404,2,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & EYZAGUIRRE, PUENTE ALTO",CONCHA Y TORO,EYZAGUIRRE,0,0,0,0,2,2
-70.5725387689698,-33.4589200900049,893,1405,1,REGION METROPOLITANA,NUNOA,"DIAGONAL ORIENTE & AMERICO VESPUCIO, NUNOA",DIAG ORIENTE,AMERICO VESPUCIO,0,1,0,0,1,0
-70.5716430769546,-33.4117370026448,894,1406,1,REGION METROPOLITANA,LAS CONDES,"NEVERIA & LA CAPITANIA, LAS CONDES",NEVERIA,LA CAPITANIA,0,0,0,0,1,1
-70.5750864447142,-33.6091570129817,895,1407,3,REGION METROPOLITANA,PUENTE ALTO,"JOSE LUIS COO & BALMACEDA, PUENTE ALTO",JOSE LUIS COO,BALMACEDA,0,0,2,0,1,3
-70.5723238919952,-33.4589893209883,896,1408,1,REGION METROPOLITANA,LA REINA,"JOSE ARRIETA & AMERICO VESPUCIO, LA REINA",JOSE ARRIETA,OSSA,0,0,0,1,0,1
-70.5750961359677,-33.6138373178337,897,1409,2,REGION METROPOLITANA,PUENTE ALTO,"CONCHA Y TORO & ARTURO PRAT, PUENTE ALTO",CONCHA Y TORO,ARTURO PRAT,0,1,0,1,0,2
-70.5749345380529,-33.6095694010267,898,1410,1,REGION METROPOLITANA,PUENTE ALTO,"265 BALMACEDA, PUENTE ALTO",BALMACEDA, ,265,0,0,0,2,1
-70.5734584592686,-33.5356406379919,899,1411,1,REGION METROPOLITANA,LA FLORIDA,"ROJAS MAGALLANES & LA FLORIDA, LA FLORIDA",ROJAS MAGALLANES,LA FLORIDA,0,0,0,0,1,1
-70.5744800610232,-33.6025665517896,900,1412,1,REGION METROPOLITANA,PUENTE ALTO,"DOMINGO TOCORNAL & SANTA ELENA, PUENTE ALTO",DOMINGO TOCORNAL,STA ELENA,0,0,0,0,0,2
-70.5717266747445,-33.4569114084825,901,1413,1,REGION METROPOLITANA,NUNOA,"AMERICO VESPUCIO & NUNCIO LAGHI, NUNOA",AMERICO VESPUCIO,NUNCIO LAGHI,0,0,1,0,0,1
-70.5703827560907,-33.3855273057885,902,1414,1,REGION METROPOLITANA,VITACURA,"JUAN XXIII & CARMEN FARINA, VITACURA",JUAN XXIII,CARMEN FARINA,0,0,0,0,1,0
-70.5701309706229,-33.3769223546373,903,1415,1,REGION METROPOLITANA,VITACURA,"SANTA MARIA & LO CURRO NORTE, VITACURA",STA MARIA,LO CURRO NORTE,0,0,0,0,1,1
-70.5715207175391,-33.4702791066509,904,1416,2,REGION METROPOLITANA,PENALOLEN,"GRECIA & FRONTERA, PENALOLEN",GRECIA,FRONTERA,0,0,1,0,1,1
-70.5738557789101,-33.6056014902811,905,1417,1,REGION METROPOLITANA,PUENTE ALTO,"EDUARDO CORDERO & SANTA ELENA, PUENTE ALTO",EDUARDO CORDERO,STA ELENA,0,0,0,0,1,1
-70.5710491550285,-33.4517132125268,906,1418,1,REGION METROPOLITANA,NUNOA,"OSSA & HANNOVER, NUNOA",OSSA,HANNOVER,0,0,0,1,1,0
-70.5737472706701,-33.6058081380395,907,1419,1,REGION METROPOLITANA,PUENTE ALTO,"521 SANTA ELENA, PUENTE ALTO",STA ELENA, ,521,0,1,0,0,1
-70.5709069882353,-33.4516969819329,908,1420,1,REGION METROPOLITANA,LA REINA,"OSSA & HANNOVER, LA REINA",OSSA,HANNOVER,0,0,0,0,1,1
-70.5739321158098,-33.6200052962722,909,1421,1,REGION METROPOLITANA,PUENTE ALTO,"598 CONCHA Y TORO, PUENTE ALTO",CONCHA Y TORO, ,598,0,1,0,0,1
-70.5702736792102,-33.4183449959879,910,1422,1,REGION METROPOLITANA,LAS CONDES,"5185 CRISTOBAL COLON, LAS CONDES",CRISTOBAL COLON, ,5185,0,0,0,3,0
-70.569489628366,-33.3772912039192,911,1423,1,REGION METROPOLITANA,VITACURA,"LO CURRO NORTE & SANTA MARIA, VITACURA",LO CURRO NORTE,STA MARIA,0,2,3,0,0,1
-70.5730456192364,-33.5768978822555,912,1424,1,REGION METROPOLITANA,PUENTE ALTO,"GABRIELA ORIENTE & EL AGRICULTOR, PUENTE ALTO",GABRIELA ORIENTE,EL AGRICULTOR,0,1,0,0,0,1
-70.5707796230111,-33.4534525889046,913,1425,2,REGION METROPOLITANA,NUNOA,"IRARRAZAVAL & OSSA, LA REINA",IRARRAZAVAL,OSSA,0,1,0,0,1,2
-70.5702689988115,-33.4258682443498,914,1426,1,REGION METROPOLITANA,LAS CONDES,"ISABEL LA CATOLICA & SEBASTIAN ELCANO, LAS CONDES",ISABEL LA CATOLICA,SEBASTIAN ELCANO,0,0,0,0,1,1
-70.5714658960648,-33.4961812896648,915,1427,1,REGION METROPOLITANA,PENALOLEN,"5942 QUILIN, PENALOLEN",QUILIN, ,5942,0,1,0,0,1
-70.5693981488734,-33.3868420554258,916,1428,1,REGION METROPOLITANA,VITACURA,"1828 EMBAJADOR DOUSSINAGUE, VITACURA",EMBAJADOR DOUSSINAGUE, ,1828,0,0,0,1,1
-70.5696503919011,-33.402288359732,917,1429,1,REGION METROPOLITANA,LAS CONDES,"MANQUEHUE & PRESIDENTE RIESCO, LAS CONDES",MANQUEHUE NORTE,PDTE RIESCO,0,0,1,0,0,1
-70.5707656196549,-33.464591313775,918,1430,1,REGION METROPOLITANA,PENALOLEN,"LOS GUINDOS & CRUZ ALMEYDA, PENALOLEN",LOS GUINDOS,CRUZ ALMEYDA,0,0,0,0,1,0
-70.5723258985778,-33.5615670296614,919,1431,2,REGION METROPOLITANA,PUENTE ALTO,"JOSEFA PORTALES & DIEGO PORTALES, LA FLORIDA",JOSEFA PORTALES,DIEGO PORTALES,0,0,0,0,2,2
-70.5692123795036,-33.4037729251349,920,1432,1,REGION METROPOLITANA,LAS CONDES,"CERRO EL PLOMO & MANQUEHUE, LAS CONDES",CERRO EL PLOMO,MANQUEHUE NORTE,0,0,0,0,1,2
-70.5713220519929,-33.5224041204867,921,1433,1,REGION METROPOLITANA,LA FLORIDA,"WALKER MARTINEZ & SANTA NATALIA, LA FLORIDA",WALKER MARTINEZ,STA NATALIA,0,0,0,0,0,2
-70.5716264641866,-33.5397402703615,922,1434,2,REGION METROPOLITANA,LA FLORIDA,"ENRIQUE OLIVARES & LA FLORIDA, LA FLORIDA",ENRIQUE OLIVARES,LA FLORIDA,0,0,0,0,1,3
-70.5703773559035,-33.4737569398026,923,1435,1,REGION METROPOLITANA,PENALOLEN,"EL DESIERTO & EL GOLFO, PENALOLEN",EL DESIERTO,EL GOLFO,0,0,2,0,0,0
-70.5720468833466,-33.5694074119815,924,1436,1,REGION METROPOLITANA,PUENTE ALTO,"NONATO COO & PORTEZUELO DE COLINA, PUENTE ALTO",NONATO COO,PORTEZUELO DE COLINA,0,0,1,0,1,1
-70.5685138678552,-33.3769011833442,925,1437,1,REGION METROPOLITANA,VITACURA,"6936 SANTA MARIA, VITACURA",STA MARIA, ,6940,0,1,0,0,1
-70.5724220583302,-33.5975392856855,926,1438,1,REGION METROPOLITANA,PUENTE ALTO,"NEMESIO VICUNA & SAN CARLOS, PUENTE ALTO",NEMESIO VICUNA,SAN CARLOS,0,0,0,1,0,1
-70.5686228885902,-33.4052053000915,927,1439,1,REGION METROPOLITANA,LAS CONDES,"LOS MILITARES & MANQUEHUE, LAS CONDES",LOS MILITARES,MANQUEHUE NORTE,0,0,0,0,1,1
-70.5688143076262,-33.4207461576328,928,1440,1,REGION METROPOLITANA,LAS CONDES,"ALONSO DE CAMARGO & MAR DEL SUR, LAS CONDES",ALONSO DE CAMARGO,MAR DEL SUR,0,0,0,1,0,1
-70.5693754641149,-33.4533674633127,929,1441,1,REGION METROPOLITANA,LA REINA,"5862 LARRAIN, LA REINA",LARRAIN, ,5862,0,0,0,1,1
-70.5715356140339,-33.5801681279099,930,1442,1,REGION METROPOLITANA,PUENTE ALTO,"SAN FRANCISCO & EL PENON, PUENTE ALTO",TRONCAL SAN FRANCISCO,EL PENON,0,0,1,0,1,1
-70.5688028467127,-33.4476443904183,931,1443,1,REGION METROPOLITANA,LA REINA,"6002 SIMON BOLIVAR, LA REINA",SIMON BOLIVAR, ,6002,0,0,0,1,1
-70.5688271120214,-33.4713117425095,932,1444,1,REGION METROPOLITANA,PENALOLEN,"CORONEL ALEJANDRO SEPULVEDA & LOS MOLINEROS, PENALOLEN",ALEJANDRO SEPULVEDA,LOS MOLINEROS,0,0,0,0,1,1
-70.5686746272879,-33.4707332267673,933,1445,3,REGION METROPOLITANA,PENALOLEN,"GRECIA & LOS MOLINEROS, PENALOLEN",GRECIA,LOS MOLINEROS,0,1,1,0,1,3
-70.5676300457451,-33.4207701526531,934,1446,1,REGION METROPOLITANA,LAS CONDES,"ALONSO DE CAMARGO & DOMINGO BONDI, LAS CONDES",ALONSO DE CAMARGO,DOMINGO BONDI,0,0,0,1,0,1
-70.5702529238903,-33.56790524532,935,1447,1,REGION METROPOLITANA,PUENTE ALTO,"1155 LOS TOROS, PUENTE ALTO",LOS TOROS, ,1155,0,1,0,0,1
-70.5690537436832,-33.5074635215243,936,1448,1,REGION METROPOLITANA,PENALOLEN,"LOS TALLADORES & SAN LUIS DE MACUL, PENALOLEN",LOS TALLADORES,SAN LUIS DE MACUL,0,0,0,0,1,1
-70.567245022252,-33.4092656174805,937,1449,1,REGION METROPOLITANA,LAS CONDES,"31 MANQUEHUE SUR, LAS CONDES",MANQUEHUE SUR, ,31,0,0,0,2,0
-70.5705009403543,-33.591344403074,938,1450,1,REGION METROPOLITANA,PUENTE ALTO,"598 SAN HUGO, PUENTE ALTO",SAN HUGO, ,598,0,0,0,1,0
-70.5701556500263,-33.5766820775045,939,1451,1,REGION METROPOLITANA,PUENTE ALTO,"NONATO COO & GABRIELA ORIENTE, PUENTE ALTO",NONATO COO,GABRIELA ORIENTE,0,0,1,0,0,1
-70.5666187668934,-33.3879016459565,940,1452,1,REGION METROPOLITANA,VITACURA,"LO BELTRAN & VITACURA, VITACURA",LO BELTRAN,VITACURA,0,0,0,0,1,0
-70.5704833178728,-33.6085662443693,941,1453,1,REGION METROPOLITANA,PUENTE ALTO,"JOSE LUIS COO & NEMESIO VICUNA, PUENTE ALTO",JOSE LUIS COO,NEMESIO VICUNA,0,0,0,1,0,1
-70.5670175772308,-33.4531880449921,942,1454,2,REGION METROPOLITANA,LA REINA,"JAVIERA CARRERA SUR & LARRAIN, LA REINA",JAVIERA CARRERA SUR,LARRAIN,0,0,0,1,2,1
-70.5668279343275,-33.4448585540681,943,1455,2,REGION METROPOLITANA,LA REINA,"ECHENIQUE & TOBALABA, LA REINA",ECHENIQUE,TOBALABA,0,0,0,0,2,2
-70.5697540197668,-33.6132611126637,944,1456,1,REGION METROPOLITANA,PUENTE ALTO,"90 CARLOS AGUIRRE LUCO, PUENTE ALTO",CARLOS AGUIRRE LUCO, ,90,0,0,0,1,1
-70.5670977604764,-33.4708668177332,945,1457,1,REGION METROPOLITANA,PENALOLEN,"6468 GRECIA, PENALOLEN",GRECIA, ,6468,0,1,0,0,1
-70.5661238636378,-33.4170149678885,946,1458,2,REGION METROPOLITANA,LAS CONDES,"LA CAPITANIA & CRISTOBAL COLON, LAS CONDES",CRISTOBAL COLON, ,5901,0,0,1,1,1
