X,Y,FID,COD_REG,REGION,CUT,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,LAT,LNG,VAL_COM,TIPO,Año,Idaccident,Fecha,Tipo_Accid,Tipo__CONA,Zona,Causa__CON,Causa,Fallecidos,Graves,Menos_Grav,Leves,Hora
-71.507126,-33.0073566,588,5,REGION VALPARAISO,5109,VIÑA DEL MAR,CAMINO INTERNACIONAL, ,537000,"Cam. Internacional, Viña del Mar, Valparaíso, Chile",-33.0073566,-71.507126,1,GEOMETRIC_CENTER,2020,1295008,2020/08/05 00:00:00+00,COLISION,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,14:25:00
-71.2070978,-32.88046,589,5,REGION VALPARAISO,5501,QUILLOTA,LA PALMA, ,23,"La Palma, Quillota, Valparaíso, Chile",-32.88046,-71.2070978,1,APPROXIMATE,2020,1295127,2020/08/15 00:00:00+00,CHOQUE,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,09:00:00
-71.4288709,-33.0421253,590,5,REGION VALPARAISO,5801,QUILPUE,FREIRE,LAS ROSAS,0,"Las Rosas & Freire, Quilpué, Valparaíso, Chile",-33.0421253,-71.4288709,1,GEOMETRIC_CENTER,2020,1295158,2020/08/20 00:00:00+00,COLISION PERPENDICULAR,COLISION,URBANA,DESOBEDIENCIA A SEÑALIZACION,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,0,0,0,2,20:30:00
-71.2281898,-32.4491256,591,5,REGION VALPARAISO,5401,LA LIGUA,CONDELL,ORTIZ DE ROZAS,0,"Condell & Ortiz de Rosas, La Ligua, Valparaíso, Chile",-32.4491256,-71.2281898,1,GEOMETRIC_CENTER,2020,1295160,2020/08/19 00:00:00+00,CHOQUE,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,10:30:00
-70.5805284,-32.7794649,592,5,REGION VALPARAISO,5304,SAN ESTEBAN,SAN REGIS, ,362,"San Regis, San Esteban, Valparaíso, Chile",-32.7794649,-70.5805284,1,APPROXIMATE,2020,1295204,2020/08/15 00:00:00+00,CHOQUE,CHOQUE,URBANA,ALCOHOL EN CONDUCTOR,CONDUCCION EN ESTADO DE EBRIEDAD,0,0,0,1,21:45:00
-70.5779622,-32.8338465,593,5,REGION VALPARAISO,5301,LOS ANDES,OSCAR GRANADINO, ,1188,"Oscar Granadino Yañez 1188, Los Andes, Valparaíso, Chile",-32.8338465,-70.5779622,1,ROOFTOP,2020,1295205,2020/08/16 00:00:00+00,CHOQUE,CHOQUE,URBANA,VELOCIDAD IMPRUDENTE,VELOCIDAD NO RAZONABLE NI PRUDENTE,0,0,0,0,00:30:00
-70.5539061,-32.7839246,594,5,REGION VALPARAISO,5304,SAN ESTEBAN,CHAPARRINA, ,2267,"La Chaparrina 2267, San Esteban, Valparaíso, Chile",-32.7839246,-70.5539061,1,RANGE_INTERPOLATED,2020,1295207,2020/08/16 00:00:00+00,CHOQUE FRONTAL,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,03:00:00
-71.3652722,-33.0438163,595,5,REGION VALPARAISO,5804,VILLA ALEMANA,IGNACIO CARRERA PINTO,VALPARAISO,0,"Av. Valparaíso & Ignacio Carrera Pinto, Villa Alemana, Valparaíso, Chile",-33.0438163,-71.3652722,1,GEOMETRIC_CENTER,2020,1295242,2020/08/15 00:00:00+00,COLISION,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,1,0,0,20:00:00
-71.3730502,-33.0569537,596,5,REGION VALPARAISO,5804,VILLA ALEMANA,MATURANA,LAS ROSAS,0,"Maturana & Las Rosas, Villa Alemana, Valparaíso, Chile",-33.0569537,-71.3730502,1,GEOMETRIC_CENTER,2020,1295243,2020/08/16 00:00:00+00,CHOQUE FRONTAL,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,01:25:00
-71.3577909,-33.0427919,597,5,REGION VALPARAISO,5804,VILLA ALEMANA,MANUEL MONTT,COLON,0,"Manuel Montt & Colón, Villa Alemana, Valparaíso, Chile",-33.0427919,-71.3577909,1,GEOMETRIC_CENTER,2020,1295244,2020/08/15 00:00:00+00,COLISION LATERAL,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,0,0,0,0,19:50:00
-70.7286065,-32.7450872,598,5,REGION VALPARAISO,5701,SAN FELIPE,MANSO DE VELASCO,MAIPU,0,"Encon 51, San Felipe, Valparaíso, Chile",-32.7450872,-70.7286065,1,ROOFTOP,2020,1295317,2020/08/17 00:00:00+00,COLISION,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,13:00:00
-71.2086087,-32.7295961,599,5,REGION VALPARAISO,5506,NOGALES,PASAJE UNO, ,25,"Pje. 1, Nogales, Valparaíso, Chile",-32.7295961,-71.2086087,1,GEOMETRIC_CENTER,2020,1295328,2020/08/23 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,0,0,0,0,15:30:00
-71.3923919,-33.0378231,600,5,REGION VALPARAISO,5804,VILLA ALEMANA,CONTRERAS,UNION,0,"Unión & Pedro Víctor Contreras, Villa Alemana, Valparaíso, Chile",-33.0378231,-71.3923919,1,GEOMETRIC_CENTER,2020,1295368,2020/08/17 00:00:00+00,CHOQUE LATERAL,CHOQUE,URBANA,OTRAS CAUSAS,OTRAS CAUSAS,0,0,0,0,09:30:00
-71.5741033,-33.0608013,601,5,REGION VALPARAISO,5101,VALPARAISO,VILLA MAGISTERIO,RODELILLO,0,"Avenida Rodelillo & Villa Magisterio, Valparaíso, Chile",-33.0608013,-71.5741033,1,GEOMETRIC_CENTER,2020,1295377,2020/08/21 00:00:00+00,ATROPELLO,ATROPELLO,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,1,0,0,0,14:50:00
-71.2296724,-32.8661259,602,5,REGION VALPARAISO,5501,QUILLOTA,CALETERA 7, ,5,"Caletera 7, Quillota, Valparaíso, Chile",-32.8661259,-71.2296724,1,GEOMETRIC_CENTER,2020,1295646,2020/08/24 00:00:00+00,COLISION,COLISION,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,1,1,0,13:40:00
-71.2679528,-33.0028264,603,5,REGION VALPARAISO,5802,LIMACHE,PALMIRA ROMANO SUR,URMENETA,0,"Palmira Romano Sur 405, Limache, Valparaíso, Chile",-33.0028264,-71.2679528,1,ROOFTOP,2020,1295508,2020/08/23 00:00:00+00,COLISION FRONTAL,COLISION,URBANA,DESOBEDIENCIA A SEÑALIZACION,SEÑALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO,0,0,0,1,11:50:00
-71.5912485,-33.5254725,604,5,REGION VALPARAISO,5603,CARTAGENA,VARIANTE SAN SEBASTIAN,CEMENTARIO,0,"San Sebastián, Cartagena, Valparaíso, Chile",-33.5254725,-71.5912485,1,GEOMETRIC_CENTER,2020,1295513,2020/08/22 00:00:00+00,VOLCADURA,VOLCADURA,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,18:36:00
-71.5941743,-33.5434889,605,5,REGION VALPARAISO,5603,CARTAGENA,SANTA CORINA, ,778,"Santa Corina, Cartagena, Valparaíso, Chile",-33.5434889,-71.5941743,1,GEOMETRIC_CENTER,2020,1295533,2020/08/23 00:00:00+00,CHOQUE,CHOQUE,URBANA,FALLAS MECANICAS,FALLAS MECANICAS FRENOS,0,0,0,0,17:50:00
