X,Y,FID,COD_REG,REGION,CUT,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,LAT,LNG,VAL_COM,TIPO,Año,Idaccident,Fecha,Tipo_Accid,Tipo__CONA,Zona,Causa__CON,Causa,Fallecidos,Graves,Menos_Grav,Leves,Hora
-70.1330995,-20.2412044,974,1,REGION TARAPACA,1101,IQUIQUE,TADEO HAENKE,CONCEPCION,0,"Avenida Tadeo Haenke & Concepción, Iquique, Tarapacá, Chile",-20.2412044,-70.1330995,1,GEOMETRIC_CENTER,2020,1322396,2020/12/30 00:00:00+00,COLISION,COLISION,URBANA,OTRAS CAUSAS,OTRAS CAUSAS,0,0,0,2,18:45:00
-70.1084999,-20.2683223,975,1,REGION TARAPACA,1107,ALTO HOSPICIO,LOS GUINDALES,LOS CONDORES,0,"Los Guindales / Los Condores, Alto Hospicio, Tarapacá, Chile",-20.2683223,-70.1084999,1,GEOMETRIC_CENTER,2020,1322678,2020/12/31 00:00:00+00,COLISION,COLISION,URBANA,DESOBEDIENCIA A SEÑALIZACION,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,0,0,0,4,11:50:00
-70.1319383,-20.25145,976,1,REGION TARAPACA,1101,IQUIQUE,PLAYA EL AGUILA,SALVADOR ALLENDE,0,"Playa El Águila & Avenida Salvador Allende Gossens, Iquique, Tarapacá, Chile",-20.25145,-70.1319383,1,GEOMETRIC_CENTER,2020,1322923,2020/12/31 00:00:00+00,COLISION,COLISION,URBANA,OTRAS CAUSAS,OTRAS CAUSAS,0,0,0,0,13:10:00
-70.1274464,-20.2497169,977,1,REGION TARAPACA,1101,IQUIQUE,ARTURO PRAT,RAMON PEREZ OPAZO,0,"Av. la Tirana 3224, Iquique, Tarapacá, Chile",-20.2497169,-70.1274464,1,ROOFTOP,2020,1324049,2020/12/05 00:00:00+00,ATROPELLO,ATROPELLO,URBANA,OTRAS CAUSAS,OTRAS CAUSAS,0,1,0,0,07:50:00
-70.1354132,-20.2405746,978,1,REGION TARAPACA,1101,IQUIQUE,ARMADA DE CHILE, ,2359,"Armada de Chile 2359, Iquique, Tarapacá, Chile",-20.2405746,-70.1354132,1,ROOFTOP,2020,1265188,2020/02/23 00:00:00+00,CHOQUE POSTERIOR,CHOQUE,URBANA,CAUSAS NO DETERMINADAS,CAUSAS NO DETERMINADAS,0,0,0,0,20:00:00
-70.1244399,-20.2763544,979,1,REGION TARAPACA,1101,IQUIQUE,DOS ORIENTE, ,4649,"Dos Ote. 4649, Iquique, Tarapacá, Chile",-20.2763544,-70.1244399,1,RANGE_INTERPOLATED,2020,1257529,2020/01/16 00:00:00+00,CHOQUE,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,23:55:00
-70.1247655,-20.2626251,980,1,REGION TARAPACA,1101,IQUIQUE,LA TIRANA, ,3162,"Av. la Tirana 3745, Iquique, Tarapacá, Chile",-20.2626251,-70.1247655,1,ROOFTOP,2020,1260713,2020/02/02 00:00:00+00,CHOQUE,CHOQUE,URBANA,PERDIDA CONTROL VEHICULO,PERDIDA CONTROL VEHICULO,0,0,0,0,05:30:00
-70.1397915,-20.2307825,981,1,REGION TARAPACA,1101,IQUIQUE,LUIS EMILIO RECABARREN, ,2316,"Av. Luis Emilio Recabarren 2316, Iquique, Tarapacá, Chile",-20.2307825,-70.1397915,1,ROOFTOP,2020,1257902,2020/01/20 00:00:00+00,CHOQUE,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,05:30:00
-70.1350917,-20.2273547,982,1,REGION TARAPACA,1101,IQUIQUE,SALVADOR ALLENDE, ,1890,"Av. Salvador Allende Gossens 1890, Iquique, Tarapacá, Chile",-20.2273547,-70.1350917,1,ROOFTOP,2020,1277705,2020/01/16 00:00:00+00,COLISION LATERAL,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION,0,0,0,0,15:50:00
-70.0935039,-20.2654233,983,1,REGION TARAPACA,1107,ALTO HOSPICIO,LOS PEPINOS,ORIENTE,0,"Avenida Ote., Alto Hospicio, Tarapacá, Chile",-20.2654233,-70.0935039,1,GEOMETRIC_CENTER,2020,1258343,2020/01/19 00:00:00+00,ATROPELLO,ATROPELLO,URBANA,IMPRUDENCIA DEL PEATON,PEATON CRUZA CALZADA FUERA PASO PEATONES,0,0,0,2,10:30:00
-70.1504976,-20.214797,984,1,REGION TARAPACA,1101,IQUIQUE,THOMPSON, ,493,"Thomson 493, Iquique, Tarapacá, Chile",-20.214797,-70.1504976,1,ROOFTOP,2020,1280185,2020/03/11 00:00:00+00,CHOQUE POSTERIOR/FRENTE,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR VEHICULO EN RETROCESO,0,0,0,0,17:30:00
-70.0963702,-20.2459453,985,1,REGION TARAPACA,1107,ALTO HOSPICIO,DOS,DOMEYKO,0,"Salitrera Domeyko 2270, Alto Hospicio, Tarapacá, Chile",-20.2459453,-70.0963702,1,ROOFTOP,2020,1278840,2020/04/19 00:00:00+00,COLISION,COLISION,URBANA,OTRAS CAUSAS,HECHO DELICTUAL,0,2,1,0,20:30:00
-70.1247655,-20.2626251,986,1,REGION TARAPACA,1101,IQUIQUE,LA TIRANA, ,505,"Av. la Tirana 3745, Iquique, Tarapacá, Chile",-20.2626251,-70.1247655,1,ROOFTOP,2020,1280548,2020/04/28 00:00:00+00,COLISION LATERAL,COLISION,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,08:30:00
-70.12185,-20.265516,987,1,REGION TARAPACA,1101,IQUIQUE,TAMARUGAL, ,3955,"Tamarugal 3955, Iquique, Tarapacá, Chile",-20.265516,-70.12185,1,ROOFTOP,2020,1284433,2020/05/10 00:00:00+00,CHOQUE LADO/LADO,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,19:15:00
-70.0945563,-20.2684417,988,1,REGION TARAPACA,1107,ALTO HOSPICIO,LAS PARCELAS,LOS PEPINOS,0,"AVDA. LAS PARCELA N°3270-B, Alto Hospicio, Tarapacá, Chile",-20.2684417,-70.0945563,1,GEOMETRIC_CENTER,2020,1290044,2020/07/01 00:00:00+00,CHOQUE FRONTAL,CHOQUE,URBANA,IMPRUDENCIA DEL CONDUCTOR,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,0,0,0,0,20:20:00
